distribution k Trace stats.attr ratio
lognormal 8 gwa-t1 task_runtime 0.615044247787611
normal 8 gwa-t1 task_runtime 0.650442477876106
weibull 8 gwa-t1 task_runtime 0.668141592920354
combined 9 gwa-t1 task_runtime 0.685840707964602
exponential 9 gwa-t1 task_runtime 0.15929203539823
gamma 9 gwa-t1 task_runtime 0.63716814159292
lognormal 9 gwa-t1 task_runtime 0.615044247787611
normal 9 gwa-t1 task_runtime 0.65929203539823
weibull 9 gwa-t1 task_runtime 0.668141592920354
combined 10 gwa-t1 task_runtime 0.743362831858407
exponential 10 gwa-t1 task_runtime 0.13716814159292
gamma 10 gwa-t1 task_runtime 0.699115044247788
lognormal 10 gwa-t1 task_runtime 0.676991150442478
normal 10 gwa-t1 task_runtime 0.712389380530973
weibull 10 gwa-t1 task_runtime 0.712389380530973
combined 11 gwa-t1 task_runtime 0.747787610619469
exponential 11 gwa-t1 task_runtime 0.128318584070796
gamma 11 gwa-t1 task_runtime 0.712389380530973
lognormal 11 gwa-t1 task_runtime 0.672566371681416
normal 11 gwa-t1 task_runtime 0.730088495575221
weibull 11 gwa-t1 task_runtime 0.721238938053097
combined 12 gwa-t1 task_runtime 0.747787610619469
exponential 12 gwa-t1 task_runtime 0.13716814159292
gamma 12 gwa-t1 task_runtime 0.716814159292035
lognormal 12 gwa-t1 task_runtime 0.672566371681416
normal 12 gwa-t1 task_runtime 0.730088495575221
weibull 12 gwa-t1 task_runtime 0.725663716814159
combined 13 gwa-t1 task_runtime 0.765486725663717
exponential 13 gwa-t1 task_runtime 0.132743362831858
gamma 13 gwa-t1 task_runtime 0.738938053097345
lognormal 13 gwa-t1 task_runtime 0.712389380530973
normal 13 gwa-t1 task_runtime 0.743362831858407
weibull 13 gwa-t1 task_runtime 0.730088495575221
combined 14 gwa-t1 task_runtime 0.769911504424779
exponential 14 gwa-t1 task_runtime 0.128318584070796
gamma 14 gwa-t1 task_runtime 0.734513274336283
lognormal 14 gwa-t1 task_runtime 0.699115044247788
normal 14 gwa-t1 task_runtime 0.747787610619469
weibull 14 gwa-t1 task_runtime 0.730088495575221
combined 15 gwa-t1 task_runtime 0.783185840707965
exponential 15 gwa-t1 task_runtime 0.128318584070796
gamma 15 gwa-t1 task_runtime 0.747787610619469
lognormal 15 gwa-t1 task_runtime 0.707964601769911
normal 15 gwa-t1 task_runtime 0.756637168141593
weibull 15 gwa-t1 task_runtime 0.747787610619469
combined 16 gwa-t1 task_runtime 0.778761061946903
exponential 16 gwa-t1 task_runtime 0.132743362831858
gamma 16 gwa-t1 task_runtime 0.752212389380531
lognormal 16 gwa-t1 task_runtime 0.721238938053097
normal 16 gwa-t1 task_runtime 0.756637168141593
weibull 16 gwa-t1 task_runtime 0.747787610619469
combined 17 gwa-t1 task_runtime 0.783185840707965
exponential 17 gwa-t1 task_runtime 0.132743362831858
gamma 17 gwa-t1 task_runtime 0.752212389380531
lognormal 17 gwa-t1 task_runtime 0.716814159292035
normal 17 gwa-t1 task_runtime 0.756637168141593
weibull 17 gwa-t1 task_runtime 0.738938053097345
combined 18 gwa-t1 task_runtime 0.800884955752212
exponential 18 gwa-t1 task_runtime 0.132743362831858
gamma 18 gwa-t1 task_runtime 0.756637168141593
lognormal 18 gwa-t1 task_runtime 0.730088495575221
normal 18 gwa-t1 task_runtime 0.765486725663717
weibull 18 gwa-t1 task_runtime 0.765486725663717
combined 19 gwa-t1 task_runtime 0.809734513274336
exponential 19 gwa-t1 task_runtime 0.13716814159292
gamma 19 gwa-t1 task_runtime 0.752212389380531
lognormal 19 gwa-t1 task_runtime 0.721238938053097
normal 19 gwa-t1 task_runtime 0.765486725663717
weibull 19 gwa-t1 task_runtime 0.765486725663717
combined 20 gwa-t1 task_runtime 0.814159292035398
exponential 20 gwa-t1 task_runtime 0.13716814159292
gamma 20 gwa-t1 task_runtime 0.747787610619469
lognormal 20 gwa-t1 task_runtime 0.734513274336283
normal 20 gwa-t1 task_runtime 0.769911504424779
weibull 20 gwa-t1 task_runtime 0.765486725663717
combined 1 gwa-t2 task_runtime 0.275
exponential 1 gwa-t2 task_runtime 0.135
gamma 1 gwa-t2 task_runtime 0.255
lognormal 1 gwa-t2 task_runtime 0.245
normal 1 gwa-t2 task_runtime 0.275
weibull 1 gwa-t2 task_runtime 0.275
combined 2 gwa-t2 task_runtime 0.34
exponential 2 gwa-t2 task_runtime 0.12
gamma 2 gwa-t2 task_runtime 0.27
lognormal 2 gwa-t2 task_runtime 0.245
normal 2 gwa-t2 task_runtime 0.32
weibull 2 gwa-t2 task_runtime 0.34
combined 3 gwa-t2 task_runtime 0.37
exponential 3 gwa-t2 task_runtime 0.125
gamma 3 gwa-t2 task_runtime 0.315
lognormal 3 gwa-t2 task_runtime 0.3
normal 3 gwa-t2 task_runtime 0.285
weibull 3 gwa-t2 task_runtime 0.31
combined 4 gwa-t2 task_runtime 0.435
exponential 4 gwa-t2 task_runtime 0.135
gamma 4 gwa-t2 task_runtime 0.35
lognormal 4 gwa-t2 task_runtime 0.35
normal 4 gwa-t2 task_runtime 0.345
weibull 4 gwa-t2 task_runtime 0.375
combined 5 gwa-t2 task_runtime 0.695
exponential 5 gwa-t2 task_runtime 0.155
gamma 5 gwa-t2 task_runtime 0.57
lognormal 5 gwa-t2 task_runtime 0.52
normal 5 gwa-t2 task_runtime 0.635
weibull 5 gwa-t2 task_runtime 0.635
combined 6 gwa-t2 task_runtime 0.75
exponential 6 gwa-t2 task_runtime 0.165
gamma 6 gwa-t2 task_runtime 0.6
lognormal 6 gwa-t2 task_runtime 0.545
normal 6 gwa-t2 task_runtime 0.695
weibull 6 gwa-t2 task_runtime 0.685
combined 7 gwa-t2 task_runtime 0.76
exponential 7 gwa-t2 task_runtime 0.18
gamma 7 gwa-t2 task_runtime 0.61
lognormal 7 gwa-t2 task_runtime 0.555
normal 7 gwa-t2 task_runtime 0.7
weibull 7 gwa-t2 task_runtime 0.705
combined 8 gwa-t2 task_runtime 0.77
exponential 8 gwa-t2 task_runtime 0.185
gamma 8 gwa-t2 task_runtime 0.62
lognormal 8 gwa-t2 task_runtime 0.56
normal 8 gwa-t2 task_runtime 0.71
weibull 8 gwa-t2 task_runtime 0.69
combined 9 gwa-t2 task_runtime 0.76
exponential 9 gwa-t2 task_runtime 0.195
gamma 9 gwa-t2 task_runtime 0.62
lognormal 9 gwa-t2 task_runtime 0.56
normal 9 gwa-t2 task_runtime 0.705
weibull 9 gwa-t2 task_runtime 0.68
combined 10 gwa-t2 task_runtime 0.78
exponential 10 gwa-t2 task_runtime 0.195
gamma 10 gwa-t2 task_runtime 0.63
lognormal 10 gwa-t2 task_runtime 0.56
normal 10 gwa-t2 task_runtime 0.725
weibull 10 gwa-t2 task_runtime 0.725
combined 11 gwa-t2 task_runtime 0.78
exponential 11 gwa-t2 task_runtime 0.18
gamma 11 gwa-t2 task_runtime 0.64
lognormal 11 gwa-t2 task_runtime 0.565
normal 11 gwa-t2 task_runtime 0.73
weibull 11 gwa-t2 task_runtime 0.715
combined 12 gwa-t2 task_runtime 0.79
exponential 12 gwa-t2 task_runtime 0.18
gamma 12 gwa-t2 task_runtime 0.64
lognormal 12 gwa-t2 task_runtime 0.57
normal 12 gwa-t2 task_runtime 0.735
weibull 12 gwa-t2 task_runtime 0.715
combined 13 gwa-t2 task_runtime 0.78
exponential 13 gwa-t2 task_runtime 0.18
gamma 13 gwa-t2 task_runtime 0.635
lognormal 13 gwa-t2 task_runtime 0.565
normal 13 gwa-t2 task_runtime 0.725
weibull 13 gwa-t2 task_runtime 0.72
combined 14 gwa-t2 task_runtime 0.795
exponential 14 gwa-t2 task_runtime 0.18
gamma 14 gwa-t2 task_runtime 0.665
lognormal 14 gwa-t2 task_runtime 0.56
normal 14 gwa-t2 task_runtime 0.74
weibull 14 gwa-t2 task_runtime 0.72
combined 15 gwa-t2 task_runtime 0.79
exponential 15 gwa-t2 task_runtime 0.185
gamma 15 gwa-t2 task_runtime 0.675
lognormal 15 gwa-t2 task_runtime 0.56
normal 15 gwa-t2 task_runtime 0.735
weibull 15 gwa-t2 task_runtime 0.725
combined 16 gwa-t2 task_runtime 0.805
exponential 16 gwa-t2 task_runtime 0.18
gamma 16 gwa-t2 task_runtime 0.68
lognormal 16 gwa-t2 task_runtime 0.57
normal 16 gwa-t2 task_runtime 0.745
weibull 16 gwa-t2 task_runtime 0.74
combined 17 gwa-t2 task_runtime 0.815
exponential 17 gwa-t2 task_runtime 0.18
gamma 17 gwa-t2 task_runtime 0.675
lognormal 17 gwa-t2 task_runtime 0.595
normal 17 gwa-t2 task_runtime 0.755
weibull 17 gwa-t2 task_runtime 0.745
combined 18 gwa-t2 task_runtime 0.775
exponential 18 gwa-t2 task_runtime 0.18
gamma 18 gwa-t2 task_runtime 0.665
lognormal 18 gwa-t2 task_runtime 0.56
normal 18 gwa-t2 task_runtime 0.735
weibull 18 gwa-t2 task_runtime 0.735
combined 19 gwa-t2 task_runtime 0.79
exponential 19 gwa-t2 task_runtime 0.175
gamma 19 gwa-t2 task_runtime 0.67
lognormal 19 gwa-t2 task_runtime 0.57
normal 19 gwa-t2 task_runtime 0.765
weibull 19 gwa-t2 task_runtime 0.745
combined 20 gwa-t2 task_runtime 0.795
exponential 20 gwa-t2 task_runtime 0.17
gamma 20 gwa-t2 task_runtime 0.695
lognormal 20 gwa-t2 task_runtime 0.575
normal 20 gwa-t2 task_runtime 0.77
weibull 20 gwa-t2 task_runtime 0.755
combined 1 gwa-t3 task_runtime 0.252032520325203
exponential 1 gwa-t3 task_runtime 0
gamma 1 gwa-t3 task_runtime 0.186991869918699
lognormal 1 gwa-t3 task_runtime 0.146341463414634
normal 1 gwa-t3 task_runtime 0.252032520325203
weibull 1 gwa-t3 task_runtime 0.24390243902439
combined 2 gwa-t3 task_runtime 0.341463414634146
exponential 2 gwa-t3 task_runtime 0.016260162601626
gamma 2 gwa-t3 task_runtime 0.341463414634146
lognormal 2 gwa-t3 task_runtime 0.260162601626016
normal 2 gwa-t3 task_runtime 0.341463414634146
weibull 2 gwa-t3 task_runtime 0.333333333333333
combined 3 gwa-t3 task_runtime 0.447154471544715
exponential 3 gwa-t3 task_runtime 0.016260162601626
gamma 3 gwa-t3 task_runtime 0.430894308943089
lognormal 3 gwa-t3 task_runtime 0.373983739837398
normal 3 gwa-t3 task_runtime 0.430894308943089
weibull 3 gwa-t3 task_runtime 0.430894308943089
combined 4 gwa-t3 task_runtime 0.463414634146341
exponential 4 gwa-t3 task_runtime 0.016260162601626
gamma 4 gwa-t3 task_runtime 0.430894308943089
lognormal 4 gwa-t3 task_runtime 0.357723577235772
normal 4 gwa-t3 task_runtime 0.447154471544715
weibull 4 gwa-t3 task_runtime 0.455284552845528
combined 5 gwa-t3 task_runtime 0.495934959349593
exponential 5 gwa-t3 task_runtime 0.024390243902439
gamma 5 gwa-t3 task_runtime 0.430894308943089
lognormal 5 gwa-t3 task_runtime 0.439024390243902
normal 5 gwa-t3 task_runtime 0.447154471544715
weibull 5 gwa-t3 task_runtime 0.471544715447154
combined 6 gwa-t3 task_runtime 0.48780487804878
exponential 6 gwa-t3 task_runtime 0.024390243902439
gamma 6 gwa-t3 task_runtime 0.439024390243902
lognormal 6 gwa-t3 task_runtime 0.430894308943089
normal 6 gwa-t3 task_runtime 0.455284552845528
weibull 6 gwa-t3 task_runtime 0.471544715447154
combined 7 gwa-t3 task_runtime 0.569105691056911
exponential 7 gwa-t3 task_runtime 0.024390243902439
gamma 7 gwa-t3 task_runtime 0.504065040650406
lognormal 7 gwa-t3 task_runtime 0.51219512195122
normal 7 gwa-t3 task_runtime 0.479674796747967
weibull 7 gwa-t3 task_runtime 0.495934959349593
combined 8 gwa-t3 task_runtime 0.634146341463415
exponential 8 gwa-t3 task_runtime 0.024390243902439
gamma 8 gwa-t3 task_runtime 0.544715447154472
lognormal 8 gwa-t3 task_runtime 0.552845528455285
normal 8 gwa-t3 task_runtime 0.536585365853659
weibull 8 gwa-t3 task_runtime 0.560975609756098
combined 9 gwa-t3 task_runtime 0.67479674796748
exponential 9 gwa-t3 task_runtime 0.024390243902439
gamma 9 gwa-t3 task_runtime 0.59349593495935
lognormal 9 gwa-t3 task_runtime 0.59349593495935
normal 9 gwa-t3 task_runtime 0.609756097560976
weibull 9 gwa-t3 task_runtime 0.609756097560976
combined 10 gwa-t3 task_runtime 0.707317073170732
exponential 10 gwa-t3 task_runtime 0.024390243902439
gamma 10 gwa-t3 task_runtime 0.626016260162602
lognormal 10 gwa-t3 task_runtime 0.642276422764228
normal 10 gwa-t3 task_runtime 0.59349593495935
weibull 10 gwa-t3 task_runtime 0.601626016260163
combined 11 gwa-t3 task_runtime 0.723577235772358
exponential 11 gwa-t3 task_runtime 0.024390243902439
gamma 11 gwa-t3 task_runtime 0.626016260162602
lognormal 11 gwa-t3 task_runtime 0.634146341463415
normal 11 gwa-t3 task_runtime 0.601626016260163
weibull 11 gwa-t3 task_runtime 0.609756097560976
combined 12 gwa-t3 task_runtime 0.715447154471545
exponential 12 gwa-t3 task_runtime 0.024390243902439
gamma 12 gwa-t3 task_runtime 0.626016260162602
lognormal 12 gwa-t3 task_runtime 0.642276422764228
normal 12 gwa-t3 task_runtime 0.601626016260163
weibull 12 gwa-t3 task_runtime 0.59349593495935
combined 13 gwa-t3 task_runtime 0.707317073170732
exponential 13 gwa-t3 task_runtime 0.024390243902439
gamma 13 gwa-t3 task_runtime 0.642276422764228
lognormal 13 gwa-t3 task_runtime 0.642276422764228
normal 13 gwa-t3 task_runtime 0.59349593495935
weibull 13 gwa-t3 task_runtime 0.609756097560976
combined 14 gwa-t3 task_runtime 0.723577235772358
exponential 14 gwa-t3 task_runtime 0.024390243902439
gamma 14 gwa-t3 task_runtime 0.642276422764228
lognormal 14 gwa-t3 task_runtime 0.650406504065041
normal 14 gwa-t3 task_runtime 0.601626016260163
weibull 14 gwa-t3 task_runtime 0.609756097560976
combined 15 gwa-t3 task_runtime 0.723577235772358
exponential 15 gwa-t3 task_runtime 0.024390243902439
gamma 15 gwa-t3 task_runtime 0.642276422764228
lognormal 15 gwa-t3 task_runtime 0.658536585365854
normal 15 gwa-t3 task_runtime 0.609756097560976
weibull 15 gwa-t3 task_runtime 0.609756097560976
combined 16 gwa-t3 task_runtime 0.723577235772358
exponential 16 gwa-t3 task_runtime 0.024390243902439
gamma 16 gwa-t3 task_runtime 0.634146341463415
lognormal 16 gwa-t3 task_runtime 0.658536585365854
normal 16 gwa-t3 task_runtime 0.609756097560976
weibull 16 gwa-t3 task_runtime 0.609756097560976
combined 17 gwa-t3 task_runtime 0.715447154471545
exponential 17 gwa-t3 task_runtime 0.024390243902439
gamma 17 gwa-t3 task_runtime 0.658536585365854
lognormal 17 gwa-t3 task_runtime 0.67479674796748
normal 17 gwa-t3 task_runtime 0.609756097560976
weibull 17 gwa-t3 task_runtime 0.601626016260163
combined 18 gwa-t3 task_runtime 0.747967479674797
exponential 18 gwa-t3 task_runtime 0.024390243902439
gamma 18 gwa-t3 task_runtime 0.682926829268293
lognormal 18 gwa-t3 task_runtime 0.707317073170732
normal 18 gwa-t3 task_runtime 0.626016260162602
weibull 18 gwa-t3 task_runtime 0.634146341463415
combined 19 gwa-t3 task_runtime 0.747967479674797
exponential 19 gwa-t3 task_runtime 0.024390243902439
gamma 19 gwa-t3 task_runtime 0.699186991869919
lognormal 19 gwa-t3 task_runtime 0.715447154471545
normal 19 gwa-t3 task_runtime 0.634146341463415
weibull 19 gwa-t3 task_runtime 0.634146341463415
combined 20 gwa-t3 task_runtime 0.731707317073171
exponential 20 gwa-t3 task_runtime 0.024390243902439
gamma 20 gwa-t3 task_runtime 0.699186991869919
lognormal 20 gwa-t3 task_runtime 0.715447154471545
normal 20 gwa-t3 task_runtime 0.642276422764228
weibull 20 gwa-t3 task_runtime 0.617886178861789
combined 1 gwa-t4 task_runtime 0.0994764397905759
exponential 1 gwa-t4 task_runtime 0.00523560209424084
gamma 1 gwa-t4 task_runtime 0.0837696335078534
lognormal 1 gwa-t4 task_runtime 0.0575916230366492
normal 1 gwa-t4 task_runtime 0.0994764397905759
weibull 1 gwa-t4 task_runtime 0.0837696335078534
combined 2 gwa-t4 task_runtime 0.104712041884817
exponential 2 gwa-t4 task_runtime 0.0104712041884817
gamma 2 gwa-t4 task_runtime 0.0785340314136126
lognormal 2 gwa-t4 task_runtime 0.0837696335078534
normal 2 gwa-t4 task_runtime 0.0785340314136126
weibull 2 gwa-t4 task_runtime 0.104712041884817
combined 3 gwa-t4 task_runtime 0.130890052356021
exponential 3 gwa-t4 task_runtime 0.0104712041884817
gamma 3 gwa-t4 task_runtime 0.0680628272251309
lognormal 3 gwa-t4 task_runtime 0.0471204188481675
normal 3 gwa-t4 task_runtime 0.109947643979058
weibull 3 gwa-t4 task_runtime 0.109947643979058
combined 4 gwa-t4 task_runtime 0.209424083769634
exponential 4 gwa-t4 task_runtime 0.0157068062827225
gamma 4 gwa-t4 task_runtime 0.146596858638743
lognormal 4 gwa-t4 task_runtime 0.0890052356020942
normal 4 gwa-t4 task_runtime 0.193717277486911
weibull 4 gwa-t4 task_runtime 0.204188481675393
combined 5 gwa-t4 task_runtime 0.183246073298429
exponential 5 gwa-t4 task_runtime 0.0157068062827225
gamma 5 gwa-t4 task_runtime 0.146596858638743
lognormal 5 gwa-t4 task_runtime 0.0942408376963351
normal 5 gwa-t4 task_runtime 0.172774869109948
weibull 5 gwa-t4 task_runtime 0.157068062827225
combined 6 gwa-t4 task_runtime 0.193717277486911
exponential 6 gwa-t4 task_runtime 0.0157068062827225
gamma 6 gwa-t4 task_runtime 0.146596858638743
lognormal 6 gwa-t4 task_runtime 0.104712041884817
normal 6 gwa-t4 task_runtime 0.183246073298429
weibull 6 gwa-t4 task_runtime 0.162303664921466
combined 7 gwa-t4 task_runtime 0.267015706806283
exponential 7 gwa-t4 task_runtime 0.0104712041884817
gamma 7 gwa-t4 task_runtime 0.18848167539267
lognormal 7 gwa-t4 task_runtime 0.130890052356021
normal 7 gwa-t4 task_runtime 0.240837696335079
weibull 7 gwa-t4 task_runtime 0.219895287958115
combined 8 gwa-t4 task_runtime 0.293193717277487
exponential 8 gwa-t4 task_runtime 0.0157068062827225
gamma 8 gwa-t4 task_runtime 0.219895287958115
lognormal 8 gwa-t4 task_runtime 0.151832460732984
normal 8 gwa-t4 task_runtime 0.246073298429319
weibull 8 gwa-t4 task_runtime 0.235602094240838
combined 9 gwa-t4 task_runtime 0.298429319371728
exponential 9 gwa-t4 task_runtime 0.0157068062827225
gamma 9 gwa-t4 task_runtime 0.225130890052356
lognormal 9 gwa-t4 task_runtime 0.157068062827225
normal 9 gwa-t4 task_runtime 0.240837696335079
weibull 9 gwa-t4 task_runtime 0.235602094240838
combined 10 gwa-t4 task_runtime 0.293193717277487
exponential 10 gwa-t4 task_runtime 0.0104712041884817
gamma 10 gwa-t4 task_runtime 0.225130890052356
lognormal 10 gwa-t4 task_runtime 0.162303664921466
normal 10 gwa-t4 task_runtime 0.25130890052356
weibull 10 gwa-t4 task_runtime 0.240837696335079
combined 11 gwa-t4 task_runtime 0.298429319371728
exponential 11 gwa-t4 task_runtime 0.0157068062827225
gamma 11 gwa-t4 task_runtime 0.225130890052356
lognormal 11 gwa-t4 task_runtime 0.157068062827225
normal 11 gwa-t4 task_runtime 0.25130890052356
weibull 11 gwa-t4 task_runtime 0.230366492146597
combined 12 gwa-t4 task_runtime 0.308900523560209
exponential 12 gwa-t4 task_runtime 0.0104712041884817
gamma 12 gwa-t4 task_runtime 0.240837696335079
lognormal 12 gwa-t4 task_runtime 0.172774869109948
normal 12 gwa-t4 task_runtime 0.256544502617801
weibull 12 gwa-t4 task_runtime 0.246073298429319
combined 13 gwa-t4 task_runtime 0.319371727748691
exponential 13 gwa-t4 task_runtime 0.0157068062827225
gamma 13 gwa-t4 task_runtime 0.261780104712042
lognormal 13 gwa-t4 task_runtime 0.209424083769634
normal 13 gwa-t4 task_runtime 0.261780104712042
weibull 13 gwa-t4 task_runtime 0.256544502617801
combined 14 gwa-t4 task_runtime 0.329842931937173
exponential 14 gwa-t4 task_runtime 0.0157068062827225
gamma 14 gwa-t4 task_runtime 0.272251308900524
lognormal 14 gwa-t4 task_runtime 0.204188481675393
normal 14 gwa-t4 task_runtime 0.256544502617801
weibull 14 gwa-t4 task_runtime 0.25130890052356
combined 15 gwa-t4 task_runtime 0.319371727748691
exponential 15 gwa-t4 task_runtime 0.0104712041884817
gamma 15 gwa-t4 task_runtime 0.261780104712042
lognormal 15 gwa-t4 task_runtime 0.209424083769634
normal 15 gwa-t4 task_runtime 0.256544502617801
weibull 15 gwa-t4 task_runtime 0.267015706806283
combined 16 gwa-t4 task_runtime 0.324607329842932
exponential 16 gwa-t4 task_runtime 0.0157068062827225
gamma 16 gwa-t4 task_runtime 0.261780104712042
lognormal 16 gwa-t4 task_runtime 0.230366492146597
normal 16 gwa-t4 task_runtime 0.256544502617801
weibull 16 gwa-t4 task_runtime 0.272251308900524
combined 17 gwa-t4 task_runtime 0.319371727748691
exponential 17 gwa-t4 task_runtime 0.0104712041884817
gamma 17 gwa-t4 task_runtime 0.25130890052356
lognormal 17 gwa-t4 task_runtime 0.230366492146597
normal 17 gwa-t4 task_runtime 0.25130890052356
weibull 17 gwa-t4 task_runtime 0.277486910994764
combined 18 gwa-t4 task_runtime 0.319371727748691
exponential 18 gwa-t4 task_runtime 0.0104712041884817
gamma 18 gwa-t4 task_runtime 0.240837696335079
lognormal 18 gwa-t4 task_runtime 0.219895287958115
normal 18 gwa-t4 task_runtime 0.256544502617801
weibull 18 gwa-t4 task_runtime 0.267015706806283
combined 19 gwa-t4 task_runtime 0.319371727748691
exponential 19 gwa-t4 task_runtime 0.0157068062827225
gamma 19 gwa-t4 task_runtime 0.246073298429319
lognormal 19 gwa-t4 task_runtime 0.230366492146597
normal 19 gwa-t4 task_runtime 0.261780104712042
weibull 19 gwa-t4 task_runtime 0.261780104712042
combined 20 gwa-t4 task_runtime 0.319371727748691
exponential 20 gwa-t4 task_runtime 0.0157068062827225
gamma 20 gwa-t4 task_runtime 0.25130890052356
lognormal 20 gwa-t4 task_runtime 0.225130890052356
normal 20 gwa-t4 task_runtime 0.25130890052356
weibull 20 gwa-t4 task_runtime 0.261780104712042
combined 1 gwa-t10 task_runtime 0.260663507109005
exponential 1 gwa-t10 task_runtime 0.023696682464455
gamma 1 gwa-t10 task_runtime 0.232227488151659
lognormal 1 gwa-t10 task_runtime 0.260663507109005
normal 1 gwa-t10 task_runtime 0.199052132701422
weibull 1 gwa-t10 task_runtime 0.213270142180095
combined 2 gwa-t10 task_runtime 0.383886255924171
exponential 2 gwa-t10 task_runtime 0.014218009478673
gamma 2 gwa-t10 task_runtime 0.383886255924171
lognormal 2 gwa-t10 task_runtime 0.383886255924171
normal 2 gwa-t10 task_runtime 0.374407582938389
weibull 2 gwa-t10 task_runtime 0.364928909952607
combined 3 gwa-t10 task_runtime 0.488151658767773
exponential 3 gwa-t10 task_runtime 0.00947867298578199
gamma 3 gwa-t10 task_runtime 0.483412322274882
lognormal 3 gwa-t10 task_runtime 0.440758293838863
normal 3 gwa-t10 task_runtime 0.454976303317536
weibull 3 gwa-t10 task_runtime 0.445497630331754
combined 4 gwa-t10 task_runtime 0.554502369668246
exponential 4 gwa-t10 task_runtime 0.00947867298578199
gamma 4 gwa-t10 task_runtime 0.535545023696682
lognormal 4 gwa-t10 task_runtime 0.502369668246445
normal 4 gwa-t10 task_runtime 0.488151658767773
weibull 4 gwa-t10 task_runtime 0.469194312796209
combined 5 gwa-t10 task_runtime 0.568720379146919
exponential 5 gwa-t10 task_runtime 0.00947867298578199
gamma 5 gwa-t10 task_runtime 0.535545023696682
lognormal 5 gwa-t10 task_runtime 0.502369668246445
normal 5 gwa-t10 task_runtime 0.497630331753554
weibull 5 gwa-t10 task_runtime 0.492890995260663
combined 6 gwa-t10 task_runtime 0.62085308056872
exponential 6 gwa-t10 task_runtime 0.004739336492891
gamma 6 gwa-t10 task_runtime 0.578199052132701
lognormal 6 gwa-t10 task_runtime 0.568720379146919
normal 6 gwa-t10 task_runtime 0.559241706161137
weibull 6 gwa-t10 task_runtime 0.545023696682464
combined 7 gwa-t10 task_runtime 0.62085308056872
exponential 7 gwa-t10 task_runtime 0.004739336492891
gamma 7 gwa-t10 task_runtime 0.592417061611374
lognormal 7 gwa-t10 task_runtime 0.578199052132701
normal 7 gwa-t10 task_runtime 0.563981042654028
weibull 7 gwa-t10 task_runtime 0.559241706161137
combined 8 gwa-t10 task_runtime 0.630331753554502
exponential 8 gwa-t10 task_runtime 0.004739336492891
gamma 8 gwa-t10 task_runtime 0.601895734597156
lognormal 8 gwa-t10 task_runtime 0.578199052132701
normal 8 gwa-t10 task_runtime 0.568720379146919
weibull 8 gwa-t10 task_runtime 0.582938388625592
combined 9 gwa-t10 task_runtime 0.635071090047393
exponential 9 gwa-t10 task_runtime 0.004739336492891
gamma 9 gwa-t10 task_runtime 0.597156398104265
lognormal 9 gwa-t10 task_runtime 0.57345971563981
normal 9 gwa-t10 task_runtime 0.587677725118483
weibull 9 gwa-t10 task_runtime 0.578199052132701
combined 10 gwa-t10 task_runtime 0.635071090047393
exponential 10 gwa-t10 task_runtime 0.004739336492891
gamma 10 gwa-t10 task_runtime 0.601895734597156
lognormal 10 gwa-t10 task_runtime 0.57345971563981
normal 10 gwa-t10 task_runtime 0.587677725118483
weibull 10 gwa-t10 task_runtime 0.582938388625592
combined 11 gwa-t10 task_runtime 0.663507109004739
exponential 11 gwa-t10 task_runtime 0.004739336492891
gamma 11 gwa-t10 task_runtime 0.62085308056872
lognormal 11 gwa-t10 task_runtime 0.611374407582938
normal 11 gwa-t10 task_runtime 0.587677725118483
weibull 11 gwa-t10 task_runtime 0.587677725118483
combined 12 gwa-t10 task_runtime 0.682464454976303
exponential 12 gwa-t10 task_runtime 0.004739336492891
gamma 12 gwa-t10 task_runtime 0.62085308056872
lognormal 12 gwa-t10 task_runtime 0.616113744075829
normal 12 gwa-t10 task_runtime 0.616113744075829
weibull 12 gwa-t10 task_runtime 0.601895734597156
combined 13 gwa-t10 task_runtime 0.682464454976303
exponential 13 gwa-t10 task_runtime 0.004739336492891
gamma 13 gwa-t10 task_runtime 0.62085308056872
lognormal 13 gwa-t10 task_runtime 0.611374407582938
normal 13 gwa-t10 task_runtime 0.611374407582938
weibull 13 gwa-t10 task_runtime 0.606635071090047
combined 14 gwa-t10 task_runtime 0.696682464454976
exponential 14 gwa-t10 task_runtime 0.004739336492891
gamma 14 gwa-t10 task_runtime 0.625592417061611
lognormal 14 gwa-t10 task_runtime 0.625592417061611
normal 14 gwa-t10 task_runtime 0.62085308056872
weibull 14 gwa-t10 task_runtime 0.616113744075829
combined 15 gwa-t10 task_runtime 0.696682464454976
exponential 15 gwa-t10 task_runtime 0.004739336492891
gamma 15 gwa-t10 task_runtime 0.658767772511848
lognormal 15 gwa-t10 task_runtime 0.630331753554502
normal 15 gwa-t10 task_runtime 0.644549763033175
weibull 15 gwa-t10 task_runtime 0.639810426540284
combined 16 gwa-t10 task_runtime 0.710900473933649
exponential 16 gwa-t10 task_runtime 0.004739336492891
gamma 16 gwa-t10 task_runtime 0.654028436018957
lognormal 16 gwa-t10 task_runtime 0.630331753554502
normal 16 gwa-t10 task_runtime 0.654028436018957
weibull 16 gwa-t10 task_runtime 0.639810426540284
combined 17 gwa-t10 task_runtime 0.687203791469194
exponential 17 gwa-t10 task_runtime 0.004739336492891
gamma 17 gwa-t10 task_runtime 0.649289099526066
lognormal 17 gwa-t10 task_runtime 0.625592417061611
normal 17 gwa-t10 task_runtime 0.635071090047393
weibull 17 gwa-t10 task_runtime 0.644549763033175
