distribution k Trace stats.attr ratio
lognormal 4 gwa-t10 bot_user_iat 0.907142857142857
normal 4 gwa-t10 bot_user_iat 0.864285714285714
weibull 4 gwa-t10 bot_user_iat 0.864285714285714
combined 5 gwa-t10 bot_user_iat 0.914285714285714
exponential 5 gwa-t10 bot_user_iat 0
gamma 5 gwa-t10 bot_user_iat 0.9
lognormal 5 gwa-t10 bot_user_iat 0.907142857142857
normal 5 gwa-t10 bot_user_iat 0.871428571428571
weibull 5 gwa-t10 bot_user_iat 0.871428571428571
combined 6 gwa-t10 bot_user_iat 0.914285714285714
exponential 6 gwa-t10 bot_user_iat 0
gamma 6 gwa-t10 bot_user_iat 0.9
lognormal 6 gwa-t10 bot_user_iat 0.907142857142857
normal 6 gwa-t10 bot_user_iat 0.857142857142857
weibull 6 gwa-t10 bot_user_iat 0.871428571428571
combined 7 gwa-t10 bot_user_iat 0.914285714285714
exponential 7 gwa-t10 bot_user_iat 0
gamma 7 gwa-t10 bot_user_iat 0.907142857142857
lognormal 7 gwa-t10 bot_user_iat 0.907142857142857
normal 7 gwa-t10 bot_user_iat 0.9
weibull 7 gwa-t10 bot_user_iat 0.892857142857143
combined 8 gwa-t10 bot_user_iat 0.921428571428571
exponential 8 gwa-t10 bot_user_iat 0
gamma 8 gwa-t10 bot_user_iat 0.921428571428571
lognormal 8 gwa-t10 bot_user_iat 0.921428571428571
normal 8 gwa-t10 bot_user_iat 0.907142857142857
weibull 8 gwa-t10 bot_user_iat 0.9
combined 9 gwa-t10 bot_user_iat 0.935714285714286
exponential 9 gwa-t10 bot_user_iat 0
gamma 9 gwa-t10 bot_user_iat 0.921428571428571
lognormal 9 gwa-t10 bot_user_iat 0.928571428571429
normal 9 gwa-t10 bot_user_iat 0.907142857142857
weibull 9 gwa-t10 bot_user_iat 0.914285714285714
combined 10 gwa-t10 bot_user_iat 0.935714285714286
exponential 10 gwa-t10 bot_user_iat 0
gamma 10 gwa-t10 bot_user_iat 0.914285714285714
lognormal 10 gwa-t10 bot_user_iat 0.935714285714286
normal 10 gwa-t10 bot_user_iat 0.907142857142857
weibull 10 gwa-t10 bot_user_iat 0.921428571428571
combined 11 gwa-t10 bot_user_iat 0.935714285714286
exponential 11 gwa-t10 bot_user_iat 0
gamma 11 gwa-t10 bot_user_iat 0.914285714285714
lognormal 11 gwa-t10 bot_user_iat 0.935714285714286
normal 11 gwa-t10 bot_user_iat 0.907142857142857
weibull 11 gwa-t10 bot_user_iat 0.921428571428571
combined 12 gwa-t10 bot_user_iat 0.971428571428571
exponential 12 gwa-t10 bot_user_iat 0
gamma 12 gwa-t10 bot_user_iat 0.95
lognormal 12 gwa-t10 bot_user_iat 0.95
normal 12 gwa-t10 bot_user_iat 0.935714285714286
weibull 12 gwa-t10 bot_user_iat 0.9
combined 13 gwa-t10 bot_user_iat 0.971428571428571
exponential 13 gwa-t10 bot_user_iat 0
gamma 13 gwa-t10 bot_user_iat 0.957142857142857
lognormal 13 gwa-t10 bot_user_iat 0.964285714285714
normal 13 gwa-t10 bot_user_iat 0.95
weibull 13 gwa-t10 bot_user_iat 0.9
combined 14 gwa-t10 bot_user_iat 0.971428571428571
exponential 14 gwa-t10 bot_user_iat 0
gamma 14 gwa-t10 bot_user_iat 0.957142857142857
lognormal 14 gwa-t10 bot_user_iat 0.964285714285714
normal 14 gwa-t10 bot_user_iat 0.95
weibull 14 gwa-t10 bot_user_iat 0.9
combined 15 gwa-t10 bot_user_iat 0.971428571428571
exponential 15 gwa-t10 bot_user_iat 0
gamma 15 gwa-t10 bot_user_iat 0.957142857142857
lognormal 15 gwa-t10 bot_user_iat 0.964285714285714
normal 15 gwa-t10 bot_user_iat 0.95
weibull 15 gwa-t10 bot_user_iat 0.9
combined 16 gwa-t10 bot_user_iat 0.971428571428571
exponential 16 gwa-t10 bot_user_iat 0
gamma 16 gwa-t10 bot_user_iat 0.957142857142857
lognormal 16 gwa-t10 bot_user_iat 0.964285714285714
normal 16 gwa-t10 bot_user_iat 0.942857142857143
weibull 16 gwa-t10 bot_user_iat 0.9
combined 17 gwa-t10 bot_user_iat 0.971428571428571
exponential 17 gwa-t10 bot_user_iat 0
gamma 17 gwa-t10 bot_user_iat 0.957142857142857
lognormal 17 gwa-t10 bot_user_iat 0.964285714285714
normal 17 gwa-t10 bot_user_iat 0.942857142857143
weibull 17 gwa-t10 bot_user_iat 0.9
combined 18 gwa-t10 bot_user_iat 0.971428571428571
exponential 18 gwa-t10 bot_user_iat 0
gamma 18 gwa-t10 bot_user_iat 0.971428571428571
lognormal 18 gwa-t10 bot_user_iat 0.971428571428571
normal 18 gwa-t10 bot_user_iat 0.957142857142857
weibull 18 gwa-t10 bot_user_iat 0.9
combined 19 gwa-t10 bot_user_iat 0.971428571428571
exponential 19 gwa-t10 bot_user_iat 0
gamma 19 gwa-t10 bot_user_iat 0.964285714285714
lognormal 19 gwa-t10 bot_user_iat 0.971428571428571
normal 19 gwa-t10 bot_user_iat 0.957142857142857
weibull 19 gwa-t10 bot_user_iat 0.9
combined 20 gwa-t10 bot_user_iat 0.971428571428571
exponential 20 gwa-t10 bot_user_iat 0
gamma 20 gwa-t10 bot_user_iat 0.964285714285714
lognormal 20 gwa-t10 bot_user_iat 0.971428571428571
normal 20 gwa-t10 bot_user_iat 0.957142857142857
weibull 20 gwa-t10 bot_user_iat 0.9
combined 1 gwa-t11 bot_user_iat 0.235294117647059
exponential 1 gwa-t11 bot_user_iat 0
gamma 1 gwa-t11 bot_user_iat 0.235294117647059
lognormal 1 gwa-t11 bot_user_iat 0.235294117647059
normal 1 gwa-t11 bot_user_iat 0.176470588235294
weibull 1 gwa-t11 bot_user_iat 0.117647058823529
combined 2 gwa-t11 bot_user_iat 0.235294117647059
exponential 2 gwa-t11 bot_user_iat 0
gamma 2 gwa-t11 bot_user_iat 0.235294117647059
lognormal 2 gwa-t11 bot_user_iat 0.235294117647059
normal 2 gwa-t11 bot_user_iat 0.235294117647059
combined 3 gwa-t11 bot_user_iat 0.294117647058824
exponential 3 gwa-t11 bot_user_iat 0
gamma 3 gwa-t11 bot_user_iat 0.294117647058824
lognormal 3 gwa-t11 bot_user_iat 0.294117647058824
normal 3 gwa-t11 bot_user_iat 0.294117647058824
combined 4 gwa-t11 bot_user_iat 0.411764705882353
exponential 4 gwa-t11 bot_user_iat 0
gamma 4 gwa-t11 bot_user_iat 0.411764705882353
lognormal 4 gwa-t11 bot_user_iat 0.411764705882353
normal 4 gwa-t11 bot_user_iat 0.411764705882353
combined 5 gwa-t11 bot_user_iat 0.411764705882353
exponential 5 gwa-t11 bot_user_iat 0
gamma 5 gwa-t11 bot_user_iat 0.411764705882353
lognormal 5 gwa-t11 bot_user_iat 0.411764705882353
normal 5 gwa-t11 bot_user_iat 0.411764705882353
combined 6 gwa-t11 bot_user_iat 0.352941176470588
exponential 6 gwa-t11 bot_user_iat 0
gamma 6 gwa-t11 bot_user_iat 0.352941176470588
lognormal 6 gwa-t11 bot_user_iat 0.352941176470588
normal 6 gwa-t11 bot_user_iat 0.352941176470588
combined 7 gwa-t11 bot_user_iat 0.352941176470588
exponential 7 gwa-t11 bot_user_iat 0
gamma 7 gwa-t11 bot_user_iat 0.352941176470588
lognormal 7 gwa-t11 bot_user_iat 0.352941176470588
normal 7 gwa-t11 bot_user_iat 0.352941176470588
combined 8 gwa-t11 bot_user_iat 0.411764705882353
exponential 8 gwa-t11 bot_user_iat 0
gamma 8 gwa-t11 bot_user_iat 0.411764705882353
lognormal 8 gwa-t11 bot_user_iat 0.411764705882353
normal 8 gwa-t11 bot_user_iat 0.411764705882353
combined 9 gwa-t11 bot_user_iat 0.470588235294118
exponential 9 gwa-t11 bot_user_iat 0
gamma 9 gwa-t11 bot_user_iat 0.470588235294118
lognormal 9 gwa-t11 bot_user_iat 0.470588235294118
normal 9 gwa-t11 bot_user_iat 0.470588235294118
combined 10 gwa-t11 bot_user_iat 0.529411764705882
exponential 10 gwa-t11 bot_user_iat 0
gamma 10 gwa-t11 bot_user_iat 0.470588235294118
lognormal 10 gwa-t11 bot_user_iat 0.529411764705882
normal 10 gwa-t11 bot_user_iat 0.470588235294118
combined 11 gwa-t11 bot_user_iat 0.470588235294118
exponential 11 gwa-t11 bot_user_iat 0
gamma 11 gwa-t11 bot_user_iat 0.470588235294118
lognormal 11 gwa-t11 bot_user_iat 0.470588235294118
normal 11 gwa-t11 bot_user_iat 0.470588235294118
combined 12 gwa-t11 bot_user_iat 0.470588235294118
exponential 12 gwa-t11 bot_user_iat 0
gamma 12 gwa-t11 bot_user_iat 0.470588235294118
lognormal 12 gwa-t11 bot_user_iat 0.470588235294118
normal 12 gwa-t11 bot_user_iat 0.470588235294118
combined 13 gwa-t11 bot_user_iat 0.470588235294118
exponential 13 gwa-t11 bot_user_iat 0
gamma 13 gwa-t11 bot_user_iat 0.470588235294118
lognormal 13 gwa-t11 bot_user_iat 0.470588235294118
normal 13 gwa-t11 bot_user_iat 0.470588235294118
combined 14 gwa-t11 bot_user_iat 0.470588235294118
exponential 14 gwa-t11 bot_user_iat 0
gamma 14 gwa-t11 bot_user_iat 0.470588235294118
lognormal 14 gwa-t11 bot_user_iat 0.470588235294118
normal 14 gwa-t11 bot_user_iat 0.470588235294118
combined 15 gwa-t11 bot_user_iat 0.470588235294118
exponential 15 gwa-t11 bot_user_iat 0
gamma 15 gwa-t11 bot_user_iat 0.470588235294118
lognormal 15 gwa-t11 bot_user_iat 0.470588235294118
normal 15 gwa-t11 bot_user_iat 0.470588235294118
combined 16 gwa-t11 bot_user_iat 0.470588235294118
exponential 16 gwa-t11 bot_user_iat 0
gamma 16 gwa-t11 bot_user_iat 0.470588235294118
lognormal 16 gwa-t11 bot_user_iat 0.470588235294118
normal 16 gwa-t11 bot_user_iat 0.470588235294118
combined 17 gwa-t11 bot_user_iat 0.529411764705882
exponential 17 gwa-t11 bot_user_iat 0
gamma 17 gwa-t11 bot_user_iat 0.529411764705882
lognormal 17 gwa-t11 bot_user_iat 0.529411764705882
normal 17 gwa-t11 bot_user_iat 0.529411764705882
combined 1 gwa-t1 bot_runtime_sum 0.323863636363636
exponential 1 gwa-t1 bot_runtime_sum 0.107954545454545
gamma 1 gwa-t1 bot_runtime_sum 0.289772727272727
lognormal 1 gwa-t1 bot_runtime_sum 0.261363636363636
normal 1 gwa-t1 bot_runtime_sum 0.306818181818182
weibull 1 gwa-t1 bot_runtime_sum 0.323863636363636
combined 2 gwa-t1 bot_runtime_sum 0.613636363636364
exponential 2 gwa-t1 bot_runtime_sum 0.113636363636364
gamma 2 gwa-t1 bot_runtime_sum 0.522727272727273
lognormal 2 gwa-t1 bot_runtime_sum 0.443181818181818
normal 2 gwa-t1 bot_runtime_sum 0.556818181818182
weibull 2 gwa-t1 bot_runtime_sum 0.494318181818182
combined 3 gwa-t1 bot_runtime_sum 0.676136363636364
exponential 3 gwa-t1 bot_runtime_sum 0.147727272727273
gamma 3 gwa-t1 bot_runtime_sum 0.590909090909091
lognormal 3 gwa-t1 bot_runtime_sum 0.511363636363636
normal 3 gwa-t1 bot_runtime_sum 0.664772727272727
weibull 3 gwa-t1 bot_runtime_sum 0.607954545454545
combined 4 gwa-t1 bot_runtime_sum 0.738636363636364
exponential 4 gwa-t1 bot_runtime_sum 0.170454545454545
gamma 4 gwa-t1 bot_runtime_sum 0.732954545454545
lognormal 4 gwa-t1 bot_runtime_sum 0.710227272727273
normal 4 gwa-t1 bot_runtime_sum 0.681818181818182
weibull 4 gwa-t1 bot_runtime_sum 0.710227272727273
combined 5 gwa-t1 bot_runtime_sum 0.738636363636364
exponential 5 gwa-t1 bot_runtime_sum 0.170454545454545
gamma 5 gwa-t1 bot_runtime_sum 0.721590909090909
lognormal 5 gwa-t1 bot_runtime_sum 0.727272727272727
normal 5 gwa-t1 bot_runtime_sum 0.693181818181818
weibull 5 gwa-t1 bot_runtime_sum 0.727272727272727
combined 6 gwa-t1 bot_runtime_sum 0.806818181818182
exponential 6 gwa-t1 bot_runtime_sum 0.176136363636364
gamma 6 gwa-t1 bot_runtime_sum 0.778409090909091
lognormal 6 gwa-t1 bot_runtime_sum 0.772727272727273
normal 6 gwa-t1 bot_runtime_sum 0.767045454545455
weibull 6 gwa-t1 bot_runtime_sum 0.801136363636364
combined 7 gwa-t1 bot_runtime_sum 0.852272727272727
exponential 7 gwa-t1 bot_runtime_sum 0.193181818181818
gamma 7 gwa-t1 bot_runtime_sum 0.835227272727273
lognormal 7 gwa-t1 bot_runtime_sum 0.789772727272727
normal 7 gwa-t1 bot_runtime_sum 0.829545454545455
weibull 7 gwa-t1 bot_runtime_sum 0.846590909090909
combined 8 gwa-t1 bot_runtime_sum 0.852272727272727
exponential 8 gwa-t1 bot_runtime_sum 0.1875
gamma 8 gwa-t1 bot_runtime_sum 0.835227272727273
lognormal 8 gwa-t1 bot_runtime_sum 0.789772727272727
normal 8 gwa-t1 bot_runtime_sum 0.829545454545455
weibull 8 gwa-t1 bot_runtime_sum 0.846590909090909
combined 9 gwa-t1 bot_runtime_sum 0.852272727272727
exponential 9 gwa-t1 bot_runtime_sum 0.1875
gamma 9 gwa-t1 bot_runtime_sum 0.835227272727273
lognormal 9 gwa-t1 bot_runtime_sum 0.801136363636364
normal 9 gwa-t1 bot_runtime_sum 0.835227272727273
weibull 9 gwa-t1 bot_runtime_sum 0.846590909090909
combined 10 gwa-t1 bot_runtime_sum 0.880681818181818
exponential 10 gwa-t1 bot_runtime_sum 0.1875
gamma 10 gwa-t1 bot_runtime_sum 0.857954545454545
lognormal 10 gwa-t1 bot_runtime_sum 0.8125
normal 10 gwa-t1 bot_runtime_sum 0.863636363636364
weibull 10 gwa-t1 bot_runtime_sum 0.875
combined 11 gwa-t1 bot_runtime_sum 0.892045454545455
exponential 11 gwa-t1 bot_runtime_sum 0.1875
gamma 11 gwa-t1 bot_runtime_sum 0.863636363636364
lognormal 11 gwa-t1 bot_runtime_sum 0.8125
normal 11 gwa-t1 bot_runtime_sum 0.880681818181818
weibull 11 gwa-t1 bot_runtime_sum 0.886363636363636
combined 12 gwa-t1 bot_runtime_sum 0.897727272727273
exponential 12 gwa-t1 bot_runtime_sum 0.1875
gamma 12 gwa-t1 bot_runtime_sum 0.863636363636364
lognormal 12 gwa-t1 bot_runtime_sum 0.806818181818182
normal 12 gwa-t1 bot_runtime_sum 0.875
weibull 12 gwa-t1 bot_runtime_sum 0.892045454545455
combined 13 gwa-t1 bot_runtime_sum 0.920454545454545
exponential 13 gwa-t1 bot_runtime_sum 0.170454545454545
gamma 13 gwa-t1 bot_runtime_sum 0.886363636363636
lognormal 13 gwa-t1 bot_runtime_sum 0.840909090909091
normal 13 gwa-t1 bot_runtime_sum 0.892045454545455
weibull 13 gwa-t1 bot_runtime_sum 0.909090909090909
combined 14 gwa-t1 bot_runtime_sum 0.931818181818182
exponential 14 gwa-t1 bot_runtime_sum 0.170454545454545
gamma 14 gwa-t1 bot_runtime_sum 0.897727272727273
lognormal 14 gwa-t1 bot_runtime_sum 0.852272727272727
normal 14 gwa-t1 bot_runtime_sum 0.909090909090909
weibull 14 gwa-t1 bot_runtime_sum 0.920454545454545
combined 15 gwa-t1 bot_runtime_sum 0.9375
exponential 15 gwa-t1 bot_runtime_sum 0.170454545454545
gamma 15 gwa-t1 bot_runtime_sum 0.903409090909091
lognormal 15 gwa-t1 bot_runtime_sum 0.863636363636364
normal 15 gwa-t1 bot_runtime_sum 0.914772727272727
weibull 15 gwa-t1 bot_runtime_sum 0.920454545454545
combined 16 gwa-t1 bot_runtime_sum 0.948863636363636
exponential 16 gwa-t1 bot_runtime_sum 0.170454545454545
gamma 16 gwa-t1 bot_runtime_sum 0.909090909090909
lognormal 16 gwa-t1 bot_runtime_sum 0.875
normal 16 gwa-t1 bot_runtime_sum 0.931818181818182
weibull 16 gwa-t1 bot_runtime_sum 0.931818181818182
combined 17 gwa-t1 bot_runtime_sum 0.948863636363636
exponential 17 gwa-t1 bot_runtime_sum 0.170454545454545
gamma 17 gwa-t1 bot_runtime_sum 0.909090909090909
lognormal 17 gwa-t1 bot_runtime_sum 0.886363636363636
normal 17 gwa-t1 bot_runtime_sum 0.931818181818182
weibull 17 gwa-t1 bot_runtime_sum 0.9375
combined 18 gwa-t1 bot_runtime_sum 0.954545454545455
exponential 18 gwa-t1 bot_runtime_sum 0.170454545454545
gamma 18 gwa-t1 bot_runtime_sum 0.914772727272727
lognormal 18 gwa-t1 bot_runtime_sum 0.897727272727273
normal 18 gwa-t1 bot_runtime_sum 0.9375
weibull 18 gwa-t1 bot_runtime_sum 0.943181818181818
combined 19 gwa-t1 bot_runtime_sum 0.965909090909091
exponential 19 gwa-t1 bot_runtime_sum 0.170454545454545
gamma 19 gwa-t1 bot_runtime_sum 0.931818181818182
lognormal 19 gwa-t1 bot_runtime_sum 0.903409090909091
normal 19 gwa-t1 bot_runtime_sum 0.948863636363636
weibull 19 gwa-t1 bot_runtime_sum 0.948863636363636
combined 20 gwa-t1 bot_runtime_sum 0.965909090909091
exponential 20 gwa-t1 bot_runtime_sum 0.170454545454545
gamma 20 gwa-t1 bot_runtime_sum 0.9375
lognormal 20 gwa-t1 bot_runtime_sum 0.903409090909091
normal 20 gwa-t1 bot_runtime_sum 0.954545454545455
weibull 20 gwa-t1 bot_runtime_sum 0.960227272727273
combined 1 gwa-t2 bot_runtime_sum 0.272727272727273
exponential 1 gwa-t2 bot_runtime_sum 0.0545454545454545
gamma 1 gwa-t2 bot_runtime_sum 0.109090909090909
lognormal 1 gwa-t2 bot_runtime_sum 0.0666666666666667
normal 1 gwa-t2 bot_runtime_sum 0.272727272727273
weibull 1 gwa-t2 bot_runtime_sum 0.127272727272727
combined 2 gwa-t2 bot_runtime_sum 0.539393939393939
exponential 2 gwa-t2 bot_runtime_sum 0.0484848484848485
gamma 2 gwa-t2 bot_runtime_sum 0.503030303030303
lognormal 2 gwa-t2 bot_runtime_sum 0.454545454545455
normal 2 gwa-t2 bot_runtime_sum 0.539393939393939
weibull 2 gwa-t2 bot_runtime_sum 0.539393939393939
combined 3 gwa-t2 bot_runtime_sum 0.678787878787879
exponential 3 gwa-t2 bot_runtime_sum 0.0787878787878788
gamma 3 gwa-t2 bot_runtime_sum 0.551515151515152
lognormal 3 gwa-t2 bot_runtime_sum 0.442424242424242
normal 3 gwa-t2 bot_runtime_sum 0.678787878787879
weibull 3 gwa-t2 bot_runtime_sum 0.666666666666667
combined 4 gwa-t2 bot_runtime_sum 0.836363636363636
exponential 4 gwa-t2 bot_runtime_sum 0.0848484848484849
gamma 4 gwa-t2 bot_runtime_sum 0.715151515151515
lognormal 4 gwa-t2 bot_runtime_sum 0.6
normal 4 gwa-t2 bot_runtime_sum 0.83030303030303
weibull 4 gwa-t2 bot_runtime_sum 0.83030303030303
combined 5 gwa-t2 bot_runtime_sum 0.842424242424242
exponential 5 gwa-t2 bot_runtime_sum 0.0787878787878788
gamma 5 gwa-t2 bot_runtime_sum 0.721212121212121
lognormal 5 gwa-t2 bot_runtime_sum 0.618181818181818
normal 5 gwa-t2 bot_runtime_sum 0.836363636363636
weibull 5 gwa-t2 bot_runtime_sum 0.818181818181818
combined 6 gwa-t2 bot_runtime_sum 0.848484848484849
exponential 6 gwa-t2 bot_runtime_sum 0.0848484848484849
gamma 6 gwa-t2 bot_runtime_sum 0.745454545454545
lognormal 6 gwa-t2 bot_runtime_sum 0.648484848484848
normal 6 gwa-t2 bot_runtime_sum 0.842424242424242
weibull 6 gwa-t2 bot_runtime_sum 0.83030303030303
combined 7 gwa-t2 bot_runtime_sum 0.860606060606061
exponential 7 gwa-t2 bot_runtime_sum 0.0787878787878788
gamma 7 gwa-t2 bot_runtime_sum 0.757575757575758
lognormal 7 gwa-t2 bot_runtime_sum 0.648484848484848
normal 7 gwa-t2 bot_runtime_sum 0.854545454545454
weibull 7 gwa-t2 bot_runtime_sum 0.836363636363636
combined 8 gwa-t2 bot_runtime_sum 0.866666666666667
exponential 8 gwa-t2 bot_runtime_sum 0.0727272727272727
gamma 8 gwa-t2 bot_runtime_sum 0.781818181818182
lognormal 8 gwa-t2 bot_runtime_sum 0.660606060606061
normal 8 gwa-t2 bot_runtime_sum 0.854545454545454
weibull 8 gwa-t2 bot_runtime_sum 0.854545454545454
combined 9 gwa-t2 bot_runtime_sum 0.866666666666667
exponential 9 gwa-t2 bot_runtime_sum 0.0787878787878788
gamma 9 gwa-t2 bot_runtime_sum 0.781818181818182
lognormal 9 gwa-t2 bot_runtime_sum 0.666666666666667
normal 9 gwa-t2 bot_runtime_sum 0.860606060606061
weibull 9 gwa-t2 bot_runtime_sum 0.842424242424242
combined 10 gwa-t2 bot_runtime_sum 0.884848484848485
exponential 10 gwa-t2 bot_runtime_sum 0.0787878787878788
gamma 10 gwa-t2 bot_runtime_sum 0.793939393939394
lognormal 10 gwa-t2 bot_runtime_sum 0.684848484848485
normal 10 gwa-t2 bot_runtime_sum 0.878787878787879
weibull 10 gwa-t2 bot_runtime_sum 0.860606060606061
combined 11 gwa-t2 bot_runtime_sum 0.915151515151515
exponential 11 gwa-t2 bot_runtime_sum 0.0848484848484849
gamma 11 gwa-t2 bot_runtime_sum 0.818181818181818
lognormal 11 gwa-t2 bot_runtime_sum 0.696969696969697
normal 11 gwa-t2 bot_runtime_sum 0.915151515151515
weibull 11 gwa-t2 bot_runtime_sum 0.903030303030303
combined 12 gwa-t2 bot_runtime_sum 0.933333333333333
exponential 12 gwa-t2 bot_runtime_sum 0.096969696969697
gamma 12 gwa-t2 bot_runtime_sum 0.824242424242424
lognormal 12 gwa-t2 bot_runtime_sum 0.721212121212121
normal 12 gwa-t2 bot_runtime_sum 0.921212121212121
weibull 12 gwa-t2 bot_runtime_sum 0.921212121212121
combined 13 gwa-t2 bot_runtime_sum 0.939393939393939
exponential 13 gwa-t2 bot_runtime_sum 0.0909090909090909
gamma 13 gwa-t2 bot_runtime_sum 0.848484848484849
lognormal 13 gwa-t2 bot_runtime_sum 0.715151515151515
normal 13 gwa-t2 bot_runtime_sum 0.927272727272727
weibull 13 gwa-t2 bot_runtime_sum 0.933333333333333
combined 14 gwa-t2 bot_runtime_sum 0.939393939393939
exponential 14 gwa-t2 bot_runtime_sum 0.0909090909090909
gamma 14 gwa-t2 bot_runtime_sum 0.848484848484849
lognormal 14 gwa-t2 bot_runtime_sum 0.727272727272727
normal 14 gwa-t2 bot_runtime_sum 0.927272727272727
weibull 14 gwa-t2 bot_runtime_sum 0.933333333333333
combined 15 gwa-t2 bot_runtime_sum 0.945454545454545
exponential 15 gwa-t2 bot_runtime_sum 0.0909090909090909
gamma 15 gwa-t2 bot_runtime_sum 0.836363636363636
lognormal 15 gwa-t2 bot_runtime_sum 0.721212121212121
normal 15 gwa-t2 bot_runtime_sum 0.927272727272727
weibull 15 gwa-t2 bot_runtime_sum 0.939393939393939
combined 16 gwa-t2 bot_runtime_sum 0.945454545454545
exponential 16 gwa-t2 bot_runtime_sum 0.0848484848484849
gamma 16 gwa-t2 bot_runtime_sum 0.854545454545454
lognormal 16 gwa-t2 bot_runtime_sum 0.721212121212121
normal 16 gwa-t2 bot_runtime_sum 0.933333333333333
weibull 16 gwa-t2 bot_runtime_sum 0.939393939393939
combined 17 gwa-t2 bot_runtime_sum 0.945454545454545
exponential 17 gwa-t2 bot_runtime_sum 0.0787878787878788
gamma 17 gwa-t2 bot_runtime_sum 0.848484848484849
lognormal 17 gwa-t2 bot_runtime_sum 0.727272727272727
normal 17 gwa-t2 bot_runtime_sum 0.927272727272727
weibull 17 gwa-t2 bot_runtime_sum 0.939393939393939
combined 18 gwa-t2 bot_runtime_sum 0.957575757575758
exponential 18 gwa-t2 bot_runtime_sum 0.0848484848484849
gamma 18 gwa-t2 bot_runtime_sum 0.866666666666667
lognormal 18 gwa-t2 bot_runtime_sum 0.739393939393939
normal 18 gwa-t2 bot_runtime_sum 0.945454545454545
weibull 18 gwa-t2 bot_runtime_sum 0.951515151515152
combined 19 gwa-t2 bot_runtime_sum 0.957575757575758
exponential 19 gwa-t2 bot_runtime_sum 0.0848484848484849
gamma 19 gwa-t2 bot_runtime_sum 0.866666666666667
lognormal 19 gwa-t2 bot_runtime_sum 0.739393939393939
normal 19 gwa-t2 bot_runtime_sum 0.945454545454545
weibull 19 gwa-t2 bot_runtime_sum 0.951515151515152
combined 20 gwa-t2 bot_runtime_sum 0.957575757575758
exponential 20 gwa-t2 bot_runtime_sum 0.0848484848484849
gamma 20 gwa-t2 bot_runtime_sum 0.878787878787879
lognormal 20 gwa-t2 bot_runtime_sum 0.745454545454545
normal 20 gwa-t2 bot_runtime_sum 0.951515151515152
weibull 20 gwa-t2 bot_runtime_sum 0.951515151515152
combined 1 gwa-t3 bot_runtime_sum 0.345238095238095
exponential 1 gwa-t3 bot_runtime_sum 0.0119047619047619
gamma 1 gwa-t3 bot_runtime_sum 0.321428571428571
lognormal 1 gwa-t3 bot_runtime_sum 0.285714285714286
normal 1 gwa-t3 bot_runtime_sum 0.345238095238095
weibull 1 gwa-t3 bot_runtime_sum 0.345238095238095
combined 2 gwa-t3 bot_runtime_sum 0.44047619047619
exponential 2 gwa-t3 bot_runtime_sum 0.0119047619047619
gamma 2 gwa-t3 bot_runtime_sum 0.428571428571429
lognormal 2 gwa-t3 bot_runtime_sum 0.44047619047619
normal 2 gwa-t3 bot_runtime_sum 0.404761904761905
weibull 2 gwa-t3 bot_runtime_sum 0.428571428571429
combined 3 gwa-t3 bot_runtime_sum 0.523809523809524
exponential 3 gwa-t3 bot_runtime_sum 0
gamma 3 gwa-t3 bot_runtime_sum 0.523809523809524
lognormal 3 gwa-t3 bot_runtime_sum 0.523809523809524
normal 3 gwa-t3 bot_runtime_sum 0.44047619047619
weibull 3 gwa-t3 bot_runtime_sum 0.44047619047619
combined 4 gwa-t3 bot_runtime_sum 0.547619047619048
exponential 4 gwa-t3 bot_runtime_sum 0
gamma 4 gwa-t3 bot_runtime_sum 0.547619047619048
lognormal 4 gwa-t3 bot_runtime_sum 0.535714285714286
normal 4 gwa-t3 bot_runtime_sum 0.464285714285714
weibull 4 gwa-t3 bot_runtime_sum 0.452380952380952
combined 5 gwa-t3 bot_runtime_sum 0.595238095238095
exponential 5 gwa-t3 bot_runtime_sum 0
gamma 5 gwa-t3 bot_runtime_sum 0.55952380952381
lognormal 5 gwa-t3 bot_runtime_sum 0.535714285714286
normal 5 gwa-t3 bot_runtime_sum 0.523809523809524
weibull 5 gwa-t3 bot_runtime_sum 0.535714285714286
combined 6 gwa-t3 bot_runtime_sum 0.738095238095238
exponential 6 gwa-t3 bot_runtime_sum 0
gamma 6 gwa-t3 bot_runtime_sum 0.666666666666667
lognormal 6 gwa-t3 bot_runtime_sum 0.630952380952381
normal 6 gwa-t3 bot_runtime_sum 0.666666666666667
weibull 6 gwa-t3 bot_runtime_sum 0.678571428571429
combined 7 gwa-t3 bot_runtime_sum 0.738095238095238
exponential 7 gwa-t3 bot_runtime_sum 0
gamma 7 gwa-t3 bot_runtime_sum 0.678571428571429
lognormal 7 gwa-t3 bot_runtime_sum 0.642857142857143
normal 7 gwa-t3 bot_runtime_sum 0.678571428571429
weibull 7 gwa-t3 bot_runtime_sum 0.678571428571429
combined 8 gwa-t3 bot_runtime_sum 0.738095238095238
exponential 8 gwa-t3 bot_runtime_sum 0
gamma 8 gwa-t3 bot_runtime_sum 0.678571428571429
lognormal 8 gwa-t3 bot_runtime_sum 0.642857142857143
normal 8 gwa-t3 bot_runtime_sum 0.69047619047619
weibull 8 gwa-t3 bot_runtime_sum 0.69047619047619
combined 9 gwa-t3 bot_runtime_sum 0.833333333333333
exponential 9 gwa-t3 bot_runtime_sum 0
gamma 9 gwa-t3 bot_runtime_sum 0.797619047619048
