avg.pvalue UserID.Trace Param1 Param2 Cluster distribution k Trace stats.attr
0.329906958324477 U1002S0 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
6.96826260071792e-06 U1003S0 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.302969662155933 U1004S0 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.000213602688359003 U1007S0 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.0484654703821904 U1008S0 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.0379689895870656 U1009S0 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.00527672604669157 U1011S0 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.259798129598143 U1012S0 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.272826809672595 U1013S0 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.0746645554478508 U1014S0 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.259637916095519 U1016S0 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.0642963950100244 U1017S0 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.0118552476039729 U1018S0 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.000671048782664355 U1019S0 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
1.23508203531131e-09 U1020S0 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
1.07711055681747e-07 U1021S0 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.000902865295986507 U1023S0 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.010772887669297 U1025S0 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
3.38098660179753e-13 U1030S0 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.0649589395796585 U1031S0 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.0100399194987669 U1033S0 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.101768063905214 U1034S0 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.174344973529324 U1035S0 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.0651966020239071 U1036S0 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.352548941295374 U1037S0 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.327500359272142 U1039S0 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.117635096284241 U1040S0 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
4.45494896528231e-12 U1041S0 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.0135164163729202 U105 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
2.90583128411752e-05 U109 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.107607728815883 U114 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.00109323360279059 U116 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.0318995941221634 U117 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.0561813616309746 U120 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.40347367295822 U123 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.164141111667678 U137 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.104333980553696 U147 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.00231952304559009 U149 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.00073900817071906 U150 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
1.05910147318866e-12 U157 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.000378321864198842 U159 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.00267286954817086 U176 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.0601306314758879 U178 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.00152344898708259 U180 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.157158292336538 U182 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
7.97233677422216e-05 U187 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.0210241809700659 U2002S1 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.012336263091657 U2003S1 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.00461713473075021 U2004S1 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.278002878403199 U2005S1 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.0134387717175277 U2006S1 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.122436112814207 U2009S1 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
0.0299367511929419 U2010S1 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
3.54714125795947e-05 U2011S1 10.433241062093 2.54780859956782 1 normal 1 gwa-t4 bot_user_iat
