user1 user10 user109 user111 user112 user113 user114 user115 user116 user119 user12 user122 user123 user125 user127 user129 user134 user139 user142 user144 user147 user151 user158 user162 user165 user167 user180 user181 user183 user185 user187 user191 user196 user197 user200 user201 user203 user217 user219 user24 user240 user251 user255 user266 user267 user268 user270 user275 user277 user284 user286 user288 user294 user296 user297 user3 user30 user303 user304 user306 user311 user316 user322 user33 user331 user332 user335 user34 user345 user349 user350 user351 user352 user372 user381 user389 user390 user391 user392 user393 user394 user396 user399 user4 user402 user403 user407 user410 user411 user412 user413 user414 user415 user418 user420 user422 user423 user428 user429 user430 user431 user433 user437 user453 user455 user456 user458 user460 user463 user467 user487 user488 user490 user491 user492 user493 user496 user498 user499 user5 user500 user501 user506 user508 user513 user535 user568 user569 user571 user572 user573 user575 user576 user577 user578 user579 user584 user585 user589 user590 user592 user595 user598 user599 user602 user609 user611 user621 user623 user626 user627 user631 user636 user638 user67 user68 user69 user71 user72 user73 user75 user8 user81 user90 user96
user1 0 0.194010310121921 0.2943792786922 0.167205748006222 0.521004017334641 0.398682981505698 0.195302786092563 0.29736103531613 0.163278717252256 0.142915670877433 0.183373036551775 0.0806673152864419 0.388481848184819 0.356237205999081 0.105451444386042 0.133721607454863 0.234497133923919 0.166984006092917 0.127214974716356 0.0853790500486162 0.377413366336634 0.297241262587797 0.174930693069307 0.154430273535828 0.217217181008289 0.346100399513636 0.252121640735502 0.263751375137514 0.139653881354522 0.137348734873487 0.164299038599512 0.375133282559025 0.225196837089852 0.380388878865107 0.168057794151508 0.196577910218206 0.091474018596239 0.23990099009901 0.370198976419381 0.250384504469865 0.185123018739642 0.180810938236681 0.124432569610752 0.165456216280311 0.310029625009745 0.316831683168317 0.289207920792079 0.181250557488181 0.203524456923304 0.282376440929514 0.158946251768034 0.22033934162647 0.317110353419448 0.273982693175484 0.459300128486131 0.191879902275942 0.0828752607702242 0.115927679724494 0.139834053827918 0.300601579145256 0.0921553693830921 0.188758064995689 0.248451315719807 0.471889630823547 0.11589536390965 0.079076955314579 0.444236053561303 0.281209642703401 0.0967833084678331 0.193186617239923 0.181044583748316 0.277227722772277 0.185761433286186 0.386832608494494 0.263675536988915 0.231186288684321 0.871916484779469 0.908426869074845 0.359246517872126 0.475881283780552 0.341494382598882 0.21861295718613 0.234905145190778 0.278877887788779 0.204109214602442 0.499192379555416 0.662187647336162 0.638472418670438 0.32296665249347 0.497949794979498 0.407203313714509 0.349321505754636 0.354705952522963 0.286627494525153 0.312503859533563 0.341521094784638 0.446638268478011 0.447666195190948 0.147843597919114 0.314356435643564 0.177211838830942 0.377546924576628 0.595771259368927 0.338206334445599 0.238539798861776 0.40392506576539 0.369734554100571 0.17649541451841 0.439482323397465 0.195143536700039 0.274515680267578 0.0797399833441288 0.478659352421729 0.0863995183302114 0.144382356690605 0.438737623762376 0.28071563118156 0.124664099211082 0.2793860511879 0.128833615068824 0.20536303630363 0.357250709896483 0.332804341703317 0.241185703936247 0.128307922816822 0.154050626737551 0.592899830523593 0.191556655665566 0.304999249924992 0.315524005230712 0.529327932793279 0.441066083352521 0.100875856816451 0.263402559768172 0.229396179054525 0.508230701118892 0.198002746011035 0.178453559641678 0.346120245508714 0.0962860478187557 0.213172018136393 0.261881188118812 0.293780147245494 0.175710428185676 0.520014481575344 0.178513740999387 0.214190099009901 0.0934748456395455 0.172178217821782 0.168634171109419 0.291870452105451 0.204232187924675 0.3499699969997 0.54047981721249 0.462651590602847 0.168056279312142 0.349765061251888 0.275877587758776 0.205445544554455 0.271881893174058 0.135148514851485 0.131329561527581 0.138444323884443 0.217948254679483 0.388409013315125
user10 0.194010310121921 0 0.457771110058313 0.300921250592527 0.633815647030866 0.555481054108841 0.328387468768018 0.338810437951454 0.332004680757698 0.321972071815332 0.341918846703536 0.154062962786032 0.543911845730028 0.448041984865921 0.264726950386361 0.294992707826932 0.388163936010826 0.291203115066751 0.158230766502323 0.252685732238387 0.397210743801653 0.44596312778131 0.219239669421488 0.324205070738199 0.303102192929485 0.535160214586052 0.20670898258657 0.341597796143251 0.276095562191819 0.143709825528007 0.139238232123608 0.390400508582327 0.396398048120046 0.445352651593592 0.317701326157986 0.367648238786809 0.204608357365436 0.285785123966942 0.390266299357208 0.291222017170826 0.175415883375306 0.243276925095107 0.159486230867918 0.330726975800465 0.483048090063122 0.351444235332624 0.427933884297521 0.331267217630854 0.195707413346491 0.433044275120064 0.178177882723337 0.38221374585011 0.468228339992338 0.440952296545765 0.609204466595167 0.276269185360094 0.247933884297521 0.272080488681279 0.262736196795096 0.406161732398786 0.183831320194957 0.318504454868091 0.416383082158483 0.630085207252226 0.271150348764935 0.213542349905986 0.456329413477992 0.438151275601868 0.242594060153213 0.174082487955818 0.321727223825126 0.288274281973652 0.182310114128296 0.549316443963853 0.387523681392603 0.389017888513772 0.856380754979361 0.900628897863928 0.521945183732549 0.633648740368108 0.325225881043121 0.373683912600475 0.426363041797967 0.467937702861195 0.374081022156873 0.658139839958022 0.767086448904631 0.75379279811098 0.488731430309791 0.662075298438935 0.575945738553675 0.52052271678483 0.519018221646918 0.448868463736773 0.481512345148709 0.506553666368374 0.613011724005382 0.61420559959521 0.235222019890741 0.471763085399449 0.322800194457948 0.543300679664316 0.727774774078937 0.336795884510601 0.337769245786425 0.53168636257044 0.450265114487988 0.34240393038047 0.406236012096466 0.260295950874925 0.424013885285797 0.227465822198193 0.534881989427444 0.17028702255975 0.261235058347817 0.398502066115703 0.254577864203533 0.234979428804472 0.431804498932735 0.147349324732917 0.352548209366391 0.329606591504784 0.50285729786426 0.350735738762346 0.275541246260711 0.304238081667549 0.651142878415606 0.217860422405877 0.277548209366391 0.400436613129581 0.606749311294766 0.520949452239093 0.263318499682136 0.287710810992407 0.411797229658945 0.630652422226702 0.192378328741965 0.341131163209085 0.241090460341797 0.258850914865206 0.378659148837568 0.342343218279047 0.451091332909515 0.196576151121606 0.547858991709259 0.172853251538395 0.377514049586777 0.176557592022201 0.306446280991736 0.356855265946175 0.446729065020412 0.283098363312267 0.51763085399449 0.532676414494596 0.594087730451367 0.114107583007104 0.536349628799552 0.373278236914601 0.341771112692245 0.435624626922139 0.217772686359545 0.242443919716647 0.168025208498434 0.190957350545937 0.556454830436022
user109 0.2943792786922 0.457771110058313 0 0.389119204818809 0.391501552222742 0.140677536086742 0.287891505785151 0.541879120205516 0.154137622205939 0.346984893964907 0.216086926445626 0.339598443847183 0.239518754423213 0.522884248434519 0.218354714272899 0.217170392573165 0.103102767534548 0.20100100713158 0.367996136427836 0.284955433443115 0.625561748053786 0.16005226196309 0.393811748053786 0.204619333789149 0.424325566208204 0.456568704138265 0.494247695925189 0.456893778549829 0.271548109689736 0.382420382165605 0.389704298593803 0.62018073928902 0.115753522266424 0.24194844246478 0.18310250333284 0.167212912002968 0.309804740524173 0.478765746638358 0.615034308747962 0.481918935817891 0.37584781413545 0.287635223940956 0.367832478711092 0.315445542036945 0.0561239558430992 0.559311345147254 0.157735314932767 0.187998508062202 0.44138120438149 0.124739330156613 0.411700030330604 0.244379116990582 0.0523146000009373 0.105572726634525 0.308395866085369 0.229777299840994 0.221668359026432 0.261995753715499 0.368230615113184 0.213344441756923 0.318117480537863 0.149882366442876 0.116769039211902 0.253131223357856 0.238748036044135 0.262629326323594 0.693092149361966 0.0763215791255116 0.309843042588876 0.33884075762302 0.282465860123871 0.525379608024497 0.428849459104236 0.208597072577071 0.141004389708285 0.104400254829396 0.784625702909316 0.837150150831867 0.116778821356172 0.272608387950398 0.585741578019061 0.157929306149357 0.171414460788058 0.0763980856684394 0.164962508520791 0.299497860007414 0.507279344858963 0.478820392275806 0.123114028803529 0.254953998584572 0.190991411508171 0.161044830274356 0.147004152491068 0.176346475650006 0.118785615600902 0.176220806794055 0.229480406194967 0.267306497970738 0.262450969808198 0.271424435437174 0.207695160673804 0.157168542518861 0.420428464657288 0.4480025649748 0.313745813620431 0.248854908876487 0.573408214049266 0.233490204519586 0.682622487357908 0.406318819264056 0.0505111092069477 0.243962934301645 0.58585336929286 0.337720682465905 0.217735983160657 0.680798832271762 0.53715048881778 0.244124381006967 0.235865637434794 0.414375226554813 0.198177636234961 0.599170718034466 0.130316953701252 0.35131962784596 0.255419657084305 0.212690742890611 0.455519213480997 0.378980891719745 0.542856913079843 0.194975230007077 0.6855497651676 0.677058542767327 0.244858184985574 0.528196364766195 0.14877196654805 0.363350767265634 0.355530319239399 0.184609385155336 0.593205304333068 0.305874644984038 0.111003631168522 0.31874193414096 0.134411236322064 0.418190090164612 0.572860233781927 0.419135232200756 0.268152300070771 0.333813847692617 0.321167728237792 0.294300179650498 0.144535679874487 0.223596020149036 0.193720645949945 0.78045620338614 0.334028484444947 0.408164785637129 0.111183082034858 0.512674515859229 0.212621213612482 0.0588525816445029 0.372301051761227 0.321832979476292 0.328573229018216 0.391970286340085 0.132703711838348
user111 0.167205748006222 0.300921250592527 0.389119204818809 0 0.584887621202585 0.495073636663059 0.123980745809894 0.458641781373338 0.258969096432959 0.0750623441396509 0.28237676485478 0.150541276865639 0.456475477971737 0.4687332302156 0.198879831839686 0.225553762652193 0.309285266366248 0.218899865720315 0.142690484090204 0.180944154924199 0.524173940149626 0.364558688748215 0.2988927680798 0.249587894670104 0.342494494452803 0.251695323095769 0.357736022978856 0.387591626993123 0.200444267482554 0.250374064837905 0.239473779319816 0.511912526376367 0.321780872051952 0.428902118280608 0.253044713796903 0.282473428080285 0.140661227493328 0.394374064837905 0.502547977881384 0.403772123090332 0.238213479177592 0.23540355460555 0.247485978195306 0.115818238834053 0.407043415084336 0.444433470778499 0.360922693266833 0.260430006065916 0.311549484497711 0.349175828396155 0.310637097731861 0.202165526355053 0.415690905187363 0.37220955653761 0.520492661476081 0.173883473135343 0.177541097090051 0.207394557085547 0.073378759673586 0.371429022380757 0.199373361468125 0.262062561314432 0.347473562084095 0.545980011212279 0.207524364576025 0.142936310018604 0.574170301119448 0.377791933210452 0.197132738928933 0.129522166148609 0.134220661364341 0.41465642823634 0.31465977912362 0.470855571351994 0.268837872097166 0.30806071696913 0.906576410411671 0.947799281781838 0.454809304422559 0.560181671425301 0.461773028568475 0.297236361151915 0.23955100258945 0.345740434392566 0.285291372795006 0.584222864355865 0.720223251395321 0.699020306376915 0.420436638465187 0.59244565354291 0.494760963120481 0.446457460409889 0.448870294144158 0.382346314898113 0.398473670294119 0.419651508172245 0.521912273579617 0.531922744160008 0.161598123335728 0.347653593289504 0.255664315147959 0.470373294562821 0.663411564546577 0.373394322664793 0.103363638148723 0.463613108244007 0.497725220997685 0.274130342346898 0.548524659289689 0.330820992212207 0.37232777547909 0.168305870836926 0.556143425220732 0.214514389701422 0.180278916442799 0.544151773344417 0.387115148007036 0.175598739001553 0.374852053090233 0.200616345315573 0.299168744804655 0.48011609822182 0.431345050939391 0.137380126918476 0.209802691634921 0.188002899156051 0.638988115297342 0.186512884455528 0.406686881281644 0.382793017456359 0.626577495654802 0.599211274140231 0.196182620372147 0.401374612249863 0.265893365178603 0.573951300610263 0.240554943390877 0.272638132559757 0.453086740163167 0.194110792886779 0.302293332090335 0.251965674050169 0.364780356800307 0.30491951938336 0.563047865233577 0.29289254559243 0.292792019950125 0.24151797627702 0.265062344139651 0.161988191913379 0.38733487566225 0.26514595863283 0.443897831179627 0.655783617878381 0.526951851141377 0.217591984949906 0.410583710215985 0.325209703015189 0.21039289194233 0.365436865618253 0.190513814473717 0.199857499109369 0.169166125781437 0.210604874674627 0.47728953478373
user112 0.521004017334641 0.633815647030866 0.391501552222742 0.584887621202585 0 0.27263849538851 0.479292666617133 0.675737717290131 0.475265533847908 0.609419411699901 0.514545148814528 0.552595615800846 0.200362087326943 0.616087677437619 0.498052952762038 0.430210486750611 0.3391065523233 0.433491029737036 0.575834030358294 0.523415122920539 0.70457268370607 0.260506266896043 0.557086261980831 0.548248226566307 0.570404263408192 0.654363544644359 0.691175872493685 0.608351889502049 0.482374419416329 0.617053603123891 0.65340093531509 0.699434750552961 0.378425236345397 0.219396573682563 0.515333605765659 0.502186792394305 0.570238905806915 0.572958466453674 0.68520319180133 0.56650330345234 0.640211712761727 0.41188701252599 0.516556902457872 0.499301716056704 0.402178561545621 0.642204156517888 0.51926517571885 0.522328238781913 0.592847265271089 0.401115914741752 0.54189487296516 0.586330247672101 0.386560311448702 0.357810345270623 0.14118479135673 0.533940500394175 0.512784895338028 0.465953604667315 0.626580569680061 0.557366441541635 0.517080363725731 0.508063974517649 0.404452341494251 0.338125665601704 0.57834595566314 0.538161164359247 0.769672488775668 0.428714057507987 0.5416867258961 0.549672183274533 0.502164584002873 0.642093442571094 0.682127643389624 0.232480367860022 0.468130725059174 0.308156118417556 0.695021299254526 0.793842668727979 0.456977310878865 0.18112083468383 0.653114602128822 0.34533969393263 0.482259559764329 0.323126561857464 0.350369470197377 0.386626547435919 0.147370556316243 0.369928115015974 0.431157999960799 0.372236744441217 0.369007879814922 0.329569744246769 0.385051387659263 0.489046808595344 0.438935125836084 0.320078956472192 0.426851920647894 0.403615439786138 0.474562733524666 0.635516506922258 0.473449966684321 0.344400310853985 0.230479830402198 0.469683864932131 0.577570375588035 0.215681049615542 0.617495161862883 0.474242134244195 0.761440611797874 0.466426901315437 0.408816745225576 0.49578991370816 0.604495869671589 0.483906830152836 0.489380081997559 0.748879570465034 0.67349157087928 0.581543840450345 0.612889575354929 0.625938336060677 0.550931842385517 0.691101824334479 0.32786403898183 0.669497909036598 0.432675408507941 0.5449723791687 0.199579771464756 0.677604721334753 0.630639461709749 0.290493700645006 0.743513408848872 0.728256185452114 0.501327107397395 0.669510896386919 0.385906493272735 0.0755344294657004 0.713761685007691 0.434435243746061 0.6568892486953 0.464723691002693 0.38382699829805 0.605769592181921 0.273367739821414 0.555786066968176 0.58170837629586 0.655990435695444 0.339808306709265 0.47044433703123 0.458562300319489 0.452691078889162 0.471213929199225 0.366033953517509 0.215325781779456 0.877168837552224 0.0878499725882375 0.632055378061768 0.357096442302485 0.639534320844225 0.461788291052197 0.368536689211808 0.575377218233005 0.626745778183478 0.581396705909814 0.593876075651221 0.364944364878264
user113 0.398682981505698 0.555481054108841 0.140677536086742 0.495073636663059 0.27263849538851 0 0.391487494515138 0.590863170405586 0.253531474369678 0.45757970071568 0.259043836005107 0.434474860944487 0.116477987421384 0.585669930737999 0.321907643247 0.271309655937847 0.191636323513186 0.297877358490566 0.483294193861851 0.352784363730549 0.67688679245283 0.159522657635865 0.480603773584906 0.290885833066837 0.496718793083074 0.570605759682224 0.576958180993302 0.538421955403087 0.368352624068495 0.483270440251572 0.470467596390484 0.667198838896952 0.198621933157319 0.19715208234839 0.303126371215445 0.261769554863528 0.377296628518404 0.539924528301887 0.658226232795552 0.535134640043964 0.489140821119119 0.380023959269242 0.420107622096587 0.411027002598576 0.144599613727529 0.602503269194844 0.280377358490566 0.298436172021078 0.509264995775838 0.167692069272791 0.471293800539084 0.359135623286567 0.168074472072973 0.148287723202995 0.224571510874262 0.329037000735114 0.327954817946615 0.314356029532404 0.482567100717513 0.305803678051111 0.402612481857765 0.275992974106182 0.174311371203713 0.132455755448296 0.331791664476796 0.366796446041729 0.742066328650985 0.198133716160788 0.415232187473077 0.441473665384959 0.390778162331138 0.612852606015319 0.515453728661276 0.0976194674660553 0.245308092521783 0.206110277961846 0.785175417445295 0.858620533578181 0.206076111288775 0.165518184304074 0.629641216150161 0.22681571465495 0.279019048911814 0.164480976399527 0.232249102905429 0.185491331403281 0.380233602875112 0.358018867924528 0.188974418335456 0.14798932723461 0.109518535671855 0.0945503304281199 0.130131848147306 0.234314935637454 0.179923900678618 0.119841365220526 0.198361854614597 0.155573738929534 0.347665494083786 0.395111492281304 0.257199071738472 0.0755955416332775 0.29539763710104 0.466416484241982 0.414321794681325 0.126517302357274 0.597984716304862 0.278097556734197 0.726474913387004 0.444914092969326 0.17126660461968 0.35572209486863 0.597399286078531 0.438475267720551 0.320123086889627 0.725707547169811 0.644755076941536 0.357039187227866 0.368228580948811 0.52268752876208 0.295125786163522 0.642382683883528 0.0813839230419884 0.472802577082375 0.311417216498823 0.339343805186356 0.397892231854496 0.512578616352201 0.591266437964551 0.259433962264151 0.720040022870212 0.710574813514699 0.341074020319303 0.636508666973462 0.260005314908318 0.237643810400368 0.476170510132774 0.229469901168014 0.631913258772304 0.351668451841476 0.209945335919591 0.404661487236404 0.166715045960329 0.461382014212203 0.578504364519903 0.466710594029406 0.281237735849057 0.408431386200655 0.336037735849057 0.402612481857765 0.215124649541562 0.327192008879023 0.0854774156660949 0.848185776487663 0.236753377246846 0.523584905660377 0.113303485769108 0.583704974271012 0.32941396976134 0.141872204840784 0.440500653838969 0.444339622641509 0.40911518911002 0.477840517835009 0.130644111906311
user114 0.195302786092563 0.328387468768018 0.287891505785151 0.123980745809894 0.479292666617133 0.391487494515138 0 0.469620948544223 0.153666735267888 0.147153167602245 0.177163839832138 0.182995026213201 0.369147286821706 0.475831616131881 0.111335634558694 0.129001367989056 0.21030871753026 0.105433810375671 0.175167182353528 0.157294761916456 0.535610465116279 0.271198568872988 0.31906976744186 0.153843121797399 0.348536194591445 0.225377396980824 0.386616668311349 0.408433168898285 0.174985342974399 0.269664082687338 0.275766767778901 0.513595706618962 0.211858083974919 0.330992080309371 0.157558139534884 0.187175434635358 0.175295463210065 0.409116279069767 0.517290192113246 0.418514337322195 0.264217985826929 0.233739387227759 0.263067752497691 0.052026180197744 0.303296099615455 0.451208841814414 0.264883720930233 0.153760737481668 0.334397778549115 0.256539802301705 0.323449612403101 0.122838401908169 0.308378253503773 0.270322339297961 0.434439907686845 0.0758381153729991 0.122485805397838 0.166026289180991 0.166219019543618 0.261436561672064 0.228234943351222 0.159508345554857 0.243104091530904 0.451937984496124 0.132344367428905 0.145022763627415 0.599569716217601 0.274014155712841 0.182478496336413 0.156243800286564 0.0579606440071556 0.431268708266175 0.323449612403101 0.375527059334927 0.167441860465116 0.215466620814168 0.839867994155089 0.872008145113729 0.356234397582446 0.469744972475003 0.478346788769731 0.1980885632367 0.144654508950979 0.247463350986261 0.193608218005422 0.491292399819532 0.615836101882614 0.59015780730897 0.308489085461549 0.492612168193564 0.40042689434365 0.334860110966828 0.358769963575231 0.279432007534594 0.306367548228013 0.318737964745964 0.427906976744186 0.435085429520645 0.153448955459204 0.239429175475687 0.154868797413257 0.374481458202388 0.571571397522278 0.388136536896655 0.120197765976927 0.358271511127997 0.517662749020589 0.179337691565749 0.575180486006574 0.345076003637781 0.267320193277019 0.159639208867638 0.561449821914938 0.223617221873036 0.0925840902285657 0.576469638242894 0.421389926177888 0.123441455429169 0.272190564197341 0.208886367933447 0.193217054263566 0.491068214701627 0.332491985140705 0.204764605785593 0.169058829124459 0.0866078588612671 0.544269851246595 0.218992248062016 0.436169837914024 0.272093023255814 0.648731501057082 0.613953488372093 0.17298747763864 0.426640196634524 0.15533901080904 0.467763282283986 0.250818260120586 0.167568422717924 0.487025149952647 0.199939067736366 0.202847207128885 0.213269493844049 0.276326774001193 0.319661733615222 0.567804192701593 0.312307263662717 0.233339534883721 0.247841757487342 0.278139534883721 0.153846153846154 0.278490707014103 0.176333789329685 0.351303735024665 0.680322003577817 0.430934360809137 0.254426764585883 0.314544737879385 0.374841437632135 0.106391498536886 0.268215477063569 0.232327883951186 0.165448504983389 0.1911649145163 0.252418944152096 0.37626303127506
user115 0.29736103531613 0.338810437951454 0.541879120205516 0.458641781373338 0.675737717290131 0.590863170405586 0.469620948544223 0 0.42443616008176 0.427436872115124 0.373986146468534 0.352510126985572 0.648976377952756 0.197813880859829 0.370249358050179 0.360398332561371 0.516266058847907 0.437916414294367 0.401127031867798 0.341630012721483 0.107775590551181 0.529897705094556 0.184771653543307 0.408381155745362 0.152376177403712 0.634203619284431 0.334594623691841 0.155193668973197 0.405594521273076 0.221968503937008 0.342177336528586 0.246608116293156 0.491575071887345 0.519361065772245 0.437534334370994 0.412124455316872 0.361314979070239 0.221055118110236 0.213330670622694 0.136954361287363 0.456211348045014 0.306024246969129 0.226953580260951 0.448477061624782 0.588582677165354 0.145922663132455 0.58007874015748 0.454015038660708 0.340856739922435 0.462133583404744 0.244797525309336 0.505703613971331 0.574425092558794 0.469174178294737 0.634925166796898 0.478167501789549 0.352520211729387 0.333481684354673 0.397536135447858 0.570442539619256 0.32866444579043 0.461422051973233 0.496852499052592 0.671992309100897 0.3701609896256 0.353809940424114 0.251222727115058 0.543628038343033 0.327922194657175 0.463027577713923 0.464462097563248 0.257289311608326 0.288573303337083 0.582805945985724 0.555726319093834 0.464115737843306 0.915856414513681 0.959761027130005 0.546599048000356 0.662159077941344 0.0735894088368488 0.404046668823931 0.525406446496346 0.570281437592578 0.399980677261968 0.684039495063117 0.816241719785027 0.79392575928009 0.53723250084537 0.686172751133381 0.605379036798629 0.539961629161837 0.557513518641495 0.494149679888145 0.564367213973513 0.608142334119063 0.643059879143014 0.642736622207938 0.414320032029895 0.606120257695061 0.360657290833298 0.567856382817013 0.775645742880271 0.581089311349894 0.505905511811024 0.56370302164508 0.207017469590495 0.36151529445916 0.286116976461166 0.284454317511987 0.515583253886986 0.336209434101111 0.351564162587785 0.261199191317302 0.408806731776554 0.147145669291339 0.143557870051617 0.397669222769505 0.505583946046479 0.359820113949171 0.456299212598425 0.231088621509565 0.550039628525646 0.521317457269061 0.334927459220972 0.434961793568907 0.707845640916507 0.462489063867017 0.195523144834168 0.49948001782796 0.387556669052732 0.237273393151437 0.326014536644458 0.263523462006274 0.519019629588555 0.661177261378913 0.245028722184921 0.386239220097488 0.414107314639969 0.285304129560224 0.485705349915373 0.535664659564613 0.546214415505754 0.279144084262195 0.451128525468498 0.203727361953832 0.409656692913386 0.265806142313392 0.336299212598425 0.464163133454472 0.541101413528128 0.381117801451289 0.587473156764495 0.264869775893398 0.647591203466431 0.33181378643459 0.635393033497931 0.504354569315199 0.489257965270897 0.528482229395791 0.363307866219693 0.405793025871766 0.376146046812642 0.504511753549055 0.657466739071409
user116 0.163278717252256 0.332004680757698 0.154137622205939 0.258969096432959 0.475265533847908 0.253531474369678 0.153666735267888 0.42443616008176 0 0.257145763401485 0.0883624991682747 0.21528807952666 0.311209439528024 0.399275605839961 0.123660501698642 0.117464862051015 0.162862909486105 0.129495688677105 0.260321318698014 0.151470409584061 0.501511799410029 0.274336283185841 0.264212389380531 0.110744462776861 0.300318387003406 0.341096103089582 0.37619590024742 0.338517922588719 0.142163059914231 0.261553588987217 0.272604848018469 0.48477422282732 0.159090680278273 0.388907647442229 0.116167592783152 0.0719420339662629 0.172272768094616 0.356011799410029 0.492668120217178 0.352994243491709 0.287148518110575 0.193145104649529 0.237905072255412 0.182608234857718 0.190683576057418 0.424632728759602 0.172389380530973 0.0972853384357809 0.316144939021706 0.173493122058476 0.296618204804046 0.183647227895015 0.193840473539237 0.139089895371183 0.430070481208764 0.133701107152435 0.108892966722901 0.12581762216237 0.289604885952885 0.182890855457227 0.184876333106422 0.0783172553084057 0.123073525468112 0.336969198051725 0.150311008126474 0.166409139860467 0.5628240614401 0.14025426446069 0.215137188346062 0.207775867130814 0.146235883472099 0.402625660796168 0.314475347661188 0.278002922283792 0.153333529336822 0.211696901291719 0.888526440291404 0.929473707089149 0.211964401779911 0.363815142576205 0.45751753863084 0.154645007475654 0.133953014579487 0.201436957855078 0.163155799265251 0.366593310546113 0.556468605141171 0.531879477454699 0.166164467850227 0.351591132564584 0.270520678875341 0.218184268451552 0.213464477378541 0.143605436550602 0.176193893008052 0.24526990210999 0.30397201070179 0.329209559930167 0.144830258487076 0.20353982300885 0.0893552915937091 0.235435815081833 0.487166763157169 0.361625841359866 0.213086196083897 0.305054824644838 0.448567894185936 0.127917567255278 0.551990663346621 0.282168223991035 0.137836157519478 0.141165605271138 0.533405086502432 0.202971777086821 0.0918505576867079 0.554111356932153 0.399702669874455 0.163663297241524 0.183125280822052 0.269156054392402 0.113569321533923 0.463733376305388 0.188506548414374 0.270882797323548 0.145067593246105 0.132074923347429 0.59913896197082 0.305309734513274 0.409627245910432 0.292341514999722 0.585411638508984 0.55890786856006 0.135307465395961 0.392222462047629 0.164547758527567 0.434275847183251 0.305877600176839 0.0677864065980375 0.469693936117674 0.169661604256032 0.106463485236953 0.224683324657297 0.285228046289993 0.282304715933034 0.543738949777471 0.282417360141424 0.156951032448378 0.203115305489338 0.213451327433628 0.152030859995462 0.170842662686143 0.180808606628492 0.287986055242692 0.642954390742001 0.435129426960605 0.311519950318274 0.246337683115844 0.372083668543846 0.138643067846608 0.123359650939121 0.230859546131604 0.248525073746313 0.201438558209076 0.253859569795233 0.266442884752314
user119 0.142915670877433 0.321972071815332 0.346984893964907 0.0750623441396509 0.609419411699901 0.45757970071568 0.147153167602245 0.427436872115124 0.257145763401485 0 0.245086855068706 0.176579629260514 0.502988505747127 0.41939473301324 0.15944259722793 0.23184584178499 0.324521072796935 0.21001326259947 0.167189581175078 0.169176710483196 0.50926724137931 0.405039787798409 0.27751724137931 0.219812974868498 0.311223094089698 0.223532970356927 0.380349217187729 0.350365726227795 0.232889017676036 0.266283524904215 0.270714642678661 0.504774535809019 0.277462633870778 0.446713730264708 0.222574178027265 0.265282892534315 0.180812404102398 0.360965517241379 0.500516408462436 0.369869434214931 0.263297321296433 0.251286261631089 0.253367359641479 0.128804460045426 0.371219114852023 0.448241720723796 0.32551724137931 0.219431500465983 0.320741121976325 0.38690080011329 0.297167487684729 0.173975832596522 0.374423384334323 0.358019783673847 0.564095814688076 0.167084639498433 0.159427978318533 0.196851574212894 0.0821110571474826 0.330161501527717 0.194518125552608 0.219840530185358 0.352701456758252 0.556241646618551 0.186130054749784 0.143258529465426 0.57608992860398 0.334295352323838 0.152416942213825 0.153276679195947 0.151581309936748 0.407579378627518 0.315024630541872 0.49004189494038 0.274957039752549 0.331244821212314 0.911045316000147 0.954229396610811 0.43687901811806 0.550524737631184 0.471931391817045 0.31709966934341 0.212577524187546 0.348173438033459 0.302686693463084 0.594362342638205 0.746141215106732 0.725307881773399 0.377184260630421 0.576123301985371 0.508972141463953 0.422142482058463 0.446676360614873 0.34043398861317 0.419592802351423 0.446233252800351 0.552766639935846 0.547308233638283 0.186674459380479 0.316457680250784 0.280508943389268 0.472080947943017 0.700644537544312 0.390931606020194 0.0980993755090958 0.493141993061939 0.462130762575701 0.241585889083108 0.568765089053888 0.291186669235215 0.329565486315138 0.162036738640026 0.52618825722274 0.197110904007456 0.203285481722658 0.567696360153257 0.409650421212287 0.139007056703869 0.333584532237193 0.199383235211662 0.26551724137931 0.487342368269583 0.412291556628688 0.113036164844407 0.19107256187857 0.151231527093596 0.644299471885679 0.210057471264368 0.430094043887147 0.3909238776838 0.587408568443051 0.561908580593424 0.16816976127321 0.389066442388562 0.24373482272948 0.590328006728343 0.219424396328967 0.251771053248886 0.473552816352005 0.192772172865532 0.303996132774734 0.298478701825558 0.410167992926614 0.303672189879086 0.543966887780275 0.30665658758691 0.318372413793103 0.20542053696399 0.259310344827586 0.178455643972885 0.359936296911785 0.269100743745774 0.459352142110763 0.643501326259947 0.542542338298306 0.264851784633999 0.385154880187025 0.385266457680251 0.180908883306691 0.356961448065387 0.243530215090475 0.183004926108374 0.197716894977169 0.261641077271583 0.441379310344828
