U0 U1 U10 U100 U104 U105 U106 U107 U109 U11 U110 U111 U112 U114 U115 U118 U119 U12 U120 U121 U123 U125 U128 U132 U133 U135 U136 U138 U14 U140 U142 U143 U144 U145 U16 U161 U162 U17 U174 U176 U182 U185 U19 U192 U195 U196 U197 U199 U20 U200 U201 U202 U203 U204 U207 U208 U209 U21 U213 U215 U216 U218 U220 U228 U233 U236 U24 U255 U258 U259 U26 U260 U275 U278 U28 U283 U286 U29 U293 U3 U31 U317 U318 U319 U32 U321 U324 U325 U349 U350 U353 U359 U36 U365 U37 U370 U39 U4 U42 U44 U5 U55 U58 U64 U66 U67 U7 U70 U71 U72 U73 U74 U75 U77 U8 U85 U87 U89 U9 U92 U95 U96 U99
U135 0.693616707280355 0.75012927128222 0.115931641329616 0.471521588172213 0.979792063894908 0.399019524570108 0.886085517504559 0.430156535395435 0.793619904389608 0.49153020193797 0.642623580733385 0.750840716273194 0.7509828216542 0.662443548721227 0.609812857622802 0.806636879556892 0.219594558087766 0.381115407693846 0.203268995152441 0.429765241054384 0.744125605085551 0.761655347551145 0.5054823856944 0.660824771485675 0.597743126276932 0 0.714902328241833 0.555156399368373 0.404148231730855 0.656317412421752 0.634241641750476 0.711494454758294 0.776540766279248 0.419648371238477 0.609394722500571 0.663888170109033 0.526909486273444 0.655149416142092 0.679737812246646 0.632173615559642 0.716066618893474 0.643154842801486 0.642683075423419 0.689090327964913 0.578688400015198 0.641887734472514 0.742189381072305 0.392520612485277 0.732860470582481 0.287982713801212 0.605731276394036 0.367675755498128 0.873938379517699 0.538129599126909 0.789283504022679 0.372264583720786 0.902362632833589 0.143748377952127 0.515445115695885 0.535622289095567 0.806020620347636 0.388603451845697 0.779243008940403 0.306767886077962 0.340338839126743 0.413466477794555 0.622290638957889 0.414465935155911 0.709285083291267 0.700338867791619 0.56647355511014 0.777043200729511 0.689257582449941 0.355723928603787 0.278844772682573 0.282809860833342 0.213014217563471 0.228790715360005 0.849455085310608 0.732634759909488 0.640967501769089 0.396591611339112 0.631536847101051 0.793456409791914 0.724261436023173 0.663733954273876 0.505324799431073 0.688555162936788 0.496760895170789 0.611450296554945 0.595837688083744 0.562452442748887 0.747628441796468 0.581776880363453 0.450847150493794 0.798067081230937 0.65917416536721 0.209259964708097 0.257537905216328 0.470508852636959 0.534077157655259 0.617696250205084 0.877084888601337 0.348769886693542 0.388330875601681 0.525810908761439 0.756730824979938 0.712603062426384 0.733715084973919 0.555701004514056 0.711306783815618 0.880796562958746 0.469657015276972 0.770957885954211 0.68330439011116 0.634063147927914 0.754779530305124 0.958118646118544 0.379305421708249 0.689624910073442 0.644335472704983 0.243630277106193 0.466795669975882
U136 0.740782634918829 0.448623912007898 0.709777135487885 0.505083408834422 0.660518124959549 0.530467499966798 0.336869938524114 0.663070488185087 0.523311218268851 0.800394476928329 0.882831393012119 0.263879242487382 0.328098419152732 0.0647928139098046 0.655573404987195 0.18018113167692 0.566169358384383 0.616899752848273 0.662393436832726 0.608460945246227 0.424427697435029 0.322279624468463 0.26973569561429 0.471703868612914 0.852923793779818 0.714902328241833 0 0.596711484270268 0.74545600987999 0.251761974847734 0.370197427705415 0.34189401714072 0.155596489116806 0.676867282618081 0.594621143483859 0.329763854423559 0.78573769148849 0.438440217506295 0.126861955935438 0.559325482087659 0.874974865390201 0.804743180142541 0.522107157283978 0.854801162361327 0.739513552509533 0.844451862095274 0.905883183591337 0.741806657734721 0.407448154993402 0.684768090482031 0.768908283332035 0.685756520909828 0.212251380548369 0.306684053890881 0.296721320819784 0.565719410346954 0.275222287211927 0.679572570892222 0.511566244741551 0.192006143286469 0.281322801508686 0.453320786857443 0.13484967919482 0.679046122888461 0.749015528642544 0.784971358601568 0.578728160355972 0.849840255591054 0.562300319488818 0.551512993976063 0.262735857347071 0.753839018860146 0.623352635782748 0.446669943475055 0.794480176308276 0.736304610570302 0.74230472858466 0.772654910470868 0.298779647590958 0.287500403431012 0.811258038453977 0.769122766801817 0.44422160034272 0.35350392885776 0.889722022994501 0.484744145589384 0.524715172704804 0.839338539817773 0.839840255591054 0.864982891279279 0.38023669171579 0.507987220447284 0.309109013023109 0.425522936885888 0.737619808306709 0.487792457831661 0.685123721074621 0.786245893019293 0.566349891129607 0.350993524561298 0.548536040964594 0.4541811410821 0.238340458083967 0.842798002069928 0.778630306994373 0.715194150897026 0.158605484241876 0.468101920319715 0.118909744408946 0.592630851678771 0.418612217002537 0.308342592982135 0.72726622478661 0.301463619609625 0.748436950639742 0.640694984876498 0.355160904563871 0.34124236797101 0.748830154580953 0.285519961118401 0.809692247506031 0.732442127683426 0.838810284497185
U138 0.74419183291374 0.423363451376281 0.48962448590447 0.107741501815376 0.978519585447478 0.259862214711615 0.848941768359857 0.639887477764448 0.545991887840231 0.746765485266833 0.875213777517199 0.63768115942029 0.692018732932149 0.600408082276272 0.657607346629666 0.761624112415566 0.451701743206557 0.253756530168932 0.433757751650737 0.584632041733653 0.511935865984796 0.513124953607169 0.467805553152842 0.167418902571363 0.82713896888703 0.555156399368373 0.596711484270268 0 0.669862236045703 0.438157702491296 0.339246505159921 0.338665779098169 0.641459328788297 0.603128478485282 0.115337205504353 0.656729485324101 0.751835858401034 0.610894071240887 0.561147701014495 0.241975370466198 0.874312176881159 0.806118714777135 0.572585496024585 0.851419323066331 0.738850864000491 0.835160543618728 0.905220495082295 0.67768407967834 0.574812407919157 0.380281072743471 0.765526444037038 0.43595296590312 0.719621534023875 0.352710105165418 0.745588713353155 0.264835495017277 0.769188663121642 0.461207244109726 0.254593446822046 0.431930025664409 0.403778861048993 0.221823220636923 0.695028348229625 0.436064198639699 0.463003119952205 0.706270931397411 0.189675085491423 0.755089138164154 0.395550156313715 0.238079737879427 0.375509905573688 0.401946942492046 0.387250237868697 0.327453707092147 0.642960425432403 0.629548454062742 0.579541340776559 0.565309385819439 0.423856340986318 0.421531697775643 0.683798840148305 0.655248258118469 0.491998154177 0.5841442548431 0.888107859699541 0.29461216384847 0.411641204243937 0.829315995348345 0.790637488106565 0.859775699671769 0.260965411881374 0.438208869765836 0.474449915305944 0.421741840013746 0.702581790236405 0.417493840343362 0.353196300419496 0.653926368906614 0.451856587902331 0.268635016350816 0.245037342126872 0.177344218257634 0.831700459656129 0.722263169885153 0.735230289363211 0.693817243650736 0.583206916516425 0.61427951841255 0.510051651488378 0.187834854558106 0.436436800790506 0.845931837260224 0.671364869278725 0.538998224231118 0.692568611217517 0.170468342153098 0.391840173497972 0.921977943396774 0.683333493514274 0.397216599388257 0.802860249713587 0.609828567613134 0.803324120640962
U14 0.523859392598155 0.791946450888602 0.333381628513474 0.631302521008403 0.94469635613607 0.490642597179844 0.910215799715525 0.117403483132383 0.824990865911582 0.163938212715599 0.465195033237175 0.78930702715869 0.761268143621085 0.73662429796039 0.440466874461171 0.850267379679144 0.322797008711741 0.672078642777866 0.565960052362654 0.2939727615184 0.782569501290035 0.790800007946441 0.494346829640947 0.749340429145672 0.219771554734494 0.404148231730855 0.74545600987999 0.669862236045703 0 0.688414691719384 0.670814479638009 0.812604143741944 0.809545932589318 0.130729048376107 0.639784271917722 0.623049219687875 0.16801335918983 0.699705047581947 0.711420932009167 0.665934989980398 0.37574190515367 0.263736263736264 0.641891239254322 0.314978252607576 0.181575856148911 0.251222877210586 0.341891452713682 0.148922472214692 0.83888292365869 0.401059184470451 0.267349866775979 0.411325724319579 0.916494624630585 0.614477093320802 0.845707239184701 0.503022261536193 0.939371778388516 0.340264919527133 0.594585048095485 0.566840386006034 0.828454967492401 0.612202971992056 0.817570072139374 0.65448720924834 0.360367402775063 0.136008588457409 0.671131819064259 0.166961521450686 0.745798319327731 0.817678236091676 0.737869444843952 0.811466522092708 0.72905724789916 0.395523594053006 0.266195784129787 0.213780526873506 0.512190349329221 0.223745975429239 0.869780577797935 0.785347778543975 0.472368673496796 0.668839733202698 0.690622880239487 0.83084378090571 0.325730292116847 0.79143065610606 0.578472332329158 0.422424525365702 0.18327731092437 0.257669931878077 0.627233992188425 0.761582509109839 0.783114142517994 0.695100681782147 0.135585003232062 0.818919489193057 0.691259823767564 0.328955103501353 0.275491088155007 0.528233040982033 0.566651318061471 0.707367354426178 0.906715587643508 0.555509527754764 0.335781556717175 0.388251454427925 0.781595978747753 0.750363749740179 0.855042016806723 0.831378291226805 0.769920508744038 0.878974672750587 0.126113131819892 0.806950943350893 0.551747014595312 0.688505910838912 0.805257969109431 0.957326809949447 0.177291118467589 0.748236983235505 0.255702280912365 0.243550051599587 0.238095238095238
U140 0.682500921547092 0.241694376342098 0.67073865578777 0.359159259880373 0.781159830138662 0.338175915565511 0.523096129837703 0.610324051457417 0.388753188948597 0.750765141473097 0.825119985945074 0.439179286761114 0.416143781312321 0.256930721020835 0.597047658859346 0.372643699507847 0.530941827303027 0.513582079005017 0.615803737790074 0.550432648844117 0.240323824565779 0.162151034610992 0.249131767109295 0.338159350859549 0.799841351126106 0.656317412421752 0.251761974847734 0.438157702491296 0.688414691719384 0 0.148876404494382 0.158671583022558 0.239256670352824 0.617289199311671 0.413673206998714 0.420419853334592 0.742653414001729 0.257707666741077 0.213361544822219 0.382190390666637 0.819962808726854 0.749783923941227 0.333010461061604 0.796096587807954 0.684003866135073 0.78674045502823 0.850373497216877 0.693774918448713 0.189869047540205 0.638408042512699 0.710203708778661 0.554586617474426 0.343182170298498 0.166648264620091 0.33995696726104 0.386260595308496 0.386104245570318 0.628451723481242 0.322042461585774 0.149801620378088 0.152177070461034 0.333873984643759 0.313865121337059 0.600666885414542 0.717533315913248 0.735847811381148 0.393592168205585 0.790262172284644 0.400749063670412 0.359885253749589 0.113143354578171 0.662740123233056 0.437558520599251 0.316983578219533 0.753413299042239 0.684866058189726 0.706578590476922 0.728404093923035 0.19546889743936 0.123532025240811 0.754782060584739 0.709544683495407 0.28333745593192 0.205489628656886 0.834212336620041 0.32381390901505 0.361126422160978 0.787141073657928 0.780262172284644 0.815282671808169 0.257002690299098 0.277153558052434 0.109777296316824 0.203610042702686 0.685609334485739 0.308029946191714 0.606550516308056 0.733629262846923 0.515637300508123 0.270478374226854 0.396875480991227 0.283441176699604 0.427276467795537 0.783219918763517 0.72163732342446 0.67012388360703 0.178183179854907 0.243088365691296 0.186981674692349 0.45385189900014 0.230467292537577 0.537837579091202 0.681955391581419 0.197998570407434 0.688856973895413 0.510533141079704 0.171933128282384 0.517062647732343 0.689252071274543 0.117109209650568 0.752866315065352 0.667455154740785 0.784287497770644
U142 0.726248460418766 0.155836756463756 0.586226400374473 0.242202449292002 0.89852198139491 0.24066846010186 0.640266794472402 0.592019695280565 0.304356673921891 0.725960548613421 0.813084303755946 0.560758082497213 0.556485181485181 0.377464244298415 0.645014164715405 0.491629582538673 0.460068219242531 0.396540880503145 0.494942662028089 0.52763041556145 0.252011603275475 0.284392616839425 0.354545454545455 0.206042545840428 0.78146696913453 0.634241641750476 0.370197427705415 0.339246505159921 0.670814479638009 0.148876404494382 0 0.165042689361236 0.328971554973985 0.594522819522819 0.327458859548412 0.54289792840213 0.708333333333333 0.299414161996943 0.281052281052281 0.279870795221672 0.813811188811189 0.740384615384615 0.25762599469496 0.790442597603402 0.678349875930521 0.77363184079602 0.844719507012325 0.666873449131514 0.246061443413922 0.508572500567262 0.704549718574109 0.444603903559127 0.453589975209838 0.10699527677373 0.443620050778838 0.308367071524966 0.512616777981727 0.551445023902651 0.201688096849387 0.225272007912957 0.241550116550117 0.250884301961135 0.393393365400152 0.52960253374618 0.575283243887895 0.713571670620129 0.31483244478294 0.769230769230769 0.28525641025641 0.250754171051842 0.139703231772303 0.545698924731183 0.346955128205128 0.30448717948718 0.677845528455285 0.636448229190165 0.612209614426021 0.64203177448551 0.255229578732996 0.148436688250859 0.685684596985967 0.688513280441532 0.178627632096611 0.313650696775506 0.828558346415489 0.214915697428651 0.257426221577165 0.777777777777778 0.761666666666667 0.790927021696252 0.206076200794511 0.182692307692308 0.218293664482005 0.146813877945953 0.669871794871795 0.242763968200649 0.490013495276653 0.704191254841812 0.492099461048506 0.172271662465307 0.287978573937478 0.170564795564796 0.496435536294691 0.758983387504514 0.714238845144357 0.650641025641026 0.250766750647042 0.303603787261031 0.30242673992674 0.330473444983375 0.172532991256395 0.600687203320821 0.658390738614619 0.255457194699511 0.699802390591864 0.386547774259639 0.171003437902879 0.617482517482517 0.679274429274429 0.150466786145178 0.73973050758765 0.643218623481781 0.771062271062271
U143 0.788465353564931 0.12110257536681 0.648743553522701 0.271205271079131 0.918187871114335 0.357422669979186 0.607280717382267 0.740919759254526 0.32991925601086 0.867932544751018 0.950862622065666 0.534795002285068 0.531450644491799 0.337898068643592 0.686942937869108 0.488837895499379 0.599174262892336 0.422428224236863 0.588437913780554 0.679044029561916 0.241570288982574 0.248917469956396 0.370856615324814 0.264093871867298 0.93287198570534 0.711494454758294 0.34189401714072 0.338665779098169 0.812604143741944 0.158671583022558 0.165042689361236 0 0.336067125461008 0.73740757631725 0.315670445208485 0.504592430237728 0.863757211966726 0.299979470552631 0.297163819611708 0.288738826498914 0.933990648581776 0.861098548698763 0.260872236249593 0.915228198716726 0.798655770302811 0.914089360785596 0.964898966782912 0.798742694091481 0.244178398580888 0.532133689910127 0.825263651888256 0.491408537217706 0.411982776430664 0.249831359607303 0.451111881380248 0.406560897165415 0.442609309056567 0.608137284210081 0.269808305290452 0.255029522922888 0.220079590008165 0.375276647612695 0.388377933678129 0.592561368488503 0.597112599903049 0.855361334724063 0.315848287126949 0.900855157669695 0.261892036344201 0.236480003225419 0.184143695629731 0.558697263840279 0.332459246392304 0.447611314393784 0.797654633825457 0.766049488174969 0.730879611461369 0.714734911745926 0.224342278217728 0.121332331220878 0.745072169036352 0.818267011477999 0.176396771195049 0.275932146922759 0.952989961350655 0.177624171530342 0.296728366426994 0.91896292337233 0.908690539818279 0.94399571156139 0.258000165611521 0.243727030644726 0.197828910944245 0.172037093328301 0.816744953336348 0.219718222747101 0.488079508890221 0.801360803238415 0.599265694628371 0.303066668011254 0.341455378780668 0.206564209236577 0.512791833846478 0.881960388735405 0.859213215664985 0.799387411092382 0.249060515078532 0.306038040162948 0.282782793769565 0.37903898164472 0.139214142557218 0.611349551907483 0.800980399977664 0.297352770494615 0.77950792631937 0.405228652440784 0.170567825887032 0.632262766629415 0.822400277237263 0.112942390393247 0.88936124957733 0.765849015912309 0.919536280573159
U144 0.766183102448868 0.403150694359384 0.779709369816557 0.54887621431119 0.729408446193822 0.51985798673111 0.420364860721545 0.718827959450813 0.576764090037374 0.864226226080483 0.924309627008163 0.344242520295138 0.428464912972811 0.144376194459539 0.671104491637683 0.273844431278431 0.630909516537171 0.674906577408927 0.720296500729651 0.677525453555118 0.448536825813952 0.253946094694783 0.336579034574174 0.515512333688459 0.91009889927324 0.776540766279248 0.155596489116806 0.641459328788297 0.809545932589318 0.239256670352824 0.328971554973985 0.336067125461008 0 0.727087780368461 0.637285323080829 0.359890979478061 0.850515624513194 0.479510835016456 0.110133183948494 0.589433339886325 0.911869418552286 0.83905037854005 0.508009664669488 0.893325985944302 0.776408105671618 0.88713933370813 0.942777736753422 0.803673617371536 0.331783908931024 0.746240401516115 0.802911715022375 0.740379209662502 0.158096314488827 0.297273451835456 0.229294816834908 0.616028223657564 0.244584217872909 0.741108388079988 0.51486378305059 0.260137875832429 0.31551319000231 0.50418130098436 0.133701230203628 0.711003739183556 0.816793353867021 0.845988941286044 0.625309280624296 0.902794653705954 0.571081409477521 0.563816918349097 0.270821109632301 0.806471210755301 0.659211725394897 0.476890363585382 0.864162899503563 0.799933545465235 0.806226172710809 0.840032995851784 0.28776973524258 0.266734156508421 0.875912006862922 0.821773398209547 0.444866443971963 0.233638558466764 0.927343963101644 0.489398117438145 0.529683165592976 0.888393861662391 0.889756986634265 0.916489319634473 0.421307309225951 0.429348702674222 0.324376529049905 0.294606216819014 0.794250630900084 0.466100829322905 0.73859681918133 0.847959476145639 0.628899629288528 0.386854895440302 0.59732602073936 0.479694784980326 0.220528297366214 0.893018499820307 0.836921926375242 0.773857369847649 0.15044908134571 0.44245284639065 0.158009677139386 0.632400167865369 0.421261741046132 0.378573317659505 0.792151030993272 0.349878015628243 0.799284746717119 0.691611331601446 0.3872699688427 0.300817408593836 0.802113012319574 0.308413269262473 0.867328340813847 0.786185542836435 0.897211132326564
U145 0.566798220073329 0.721057212849032 0.31607289700596 0.592980320405693 0.96450278218234 0.417906833016177 0.860074493719354 0.120019398280268 0.750390141694489 0.152295258286611 0.46106148792716 0.721716747803704 0.713443313443313 0.666614927921461 0.490752743402123 0.790861227224864 0.286550246183274 0.631703941137903 0.568603635940319 0.366169617893756 0.701804182198757 0.710777951203483 0.482485082485082 0.682579403272377 0.234966410301531 0.419648371238477 0.676867282618081 0.603128478485282 0.130729048376107 0.617289199311671 0.594522819522819 0.73740757631725 0.727087780368461 0 0.572350602201348 0.648849810194348 0.161221661221661 0.653690966273748 0.632678132678133 0.597091326915888 0.334740934740935 0.235966735966736 0.605143567212533 0.312613259346928 0.178083613567485 0.243001210165389 0.327818426160968 0.103761365051688 0.764816162962734 0.403239354794604 0.239005556078727 0.333469717051807 0.838298400954157 0.556024945796252 0.767978122126204 0.494770710560184 0.869950210315159 0.304338721287874 0.525161441290474 0.523238202169953 0.758821031548304 0.579923678875949 0.753388718681981 0.609210947332494 0.319390320553111 0.141224295409318 0.595952954368796 0.177606177606178 0.674541505791506 0.74122279558 0.665143643031785 0.73262755843401 0.645433156370656 0.326878526878527 0.282897853629561 0.208931260544164 0.519645754339196 0.198879012175791 0.801337656298769 0.716868215669132 0.532819708162174 0.6356805235729 0.621593288704696 0.76207442457061 0.304835447692591 0.713975573042931 0.55993480002914 0.380816530816531 0.202471042471043 0.267451052066437 0.551422045788243 0.707937267229303 0.701987637862077 0.640096160850878 0.112912087912088 0.749516109996459 0.62914979757085 0.340525404465925 0.26721589651526 0.471820423061734 0.486978367800286 0.631046431046431 0.856277122192615 0.577948773723422 0.348823964571996 0.461813186813187 0.713140798335205 0.676769854155013 0.781322393822394 0.758108726462346 0.701828637147786 0.861465028157515 0.0895868149599493 0.735590507284574 0.674094326725906 0.648491590864472 0.730644291538146 0.939142621453091 0.182067782067782 0.679396984924623 0.243574186431329 0.259039490618438 0.233891033891034
U16 0.735685028000742 0.395305284250442 0.555793042899095 0.157960199004975 0.98096992019644 0.219732531990328 0.847488414624696 0.604643449419569 0.542488386226219 0.715378020336858 0.814498933901919 0.661835748792271 0.709885636751308 0.60126378159454 0.653404903330024 0.753200937461453 0.431576064630974 0.265460433680653 0.477079426985675 0.533762223365929 0.487594088742478 0.504332945203063 0.476526458616011 0.240305690029161 0.794085870913529 0.609394722500571 0.594621143483859 0.115337205504353 0.639784271917722 0.413673206998714 0.327458859548412 0.315670445208485 0.637285323080829 0.572350602201348 0 0.665066026410564 0.728166858017604 0.58052782445389 0.543409575499128 0.245918555371292 0.798810145078802 0.723421354764638 0.540624463887459 0.777709442736068 0.66199646926657 0.776119402985075 0.830296033643935 0.657667308618199 0.545471900436256 0.439276686415991 0.687586457954132 0.359701492537313 0.697768787772924 0.342113001190225 0.741403597534185 0.243100288033517 0.754800092179966 0.527573994434607 0.223422477057528 0.421063820364055 0.428769059976658 0.232828870779977 0.666395120857178 0.499885733133857 0.489378687955571 0.677059635741995 0.180158612876213 0.740298507462687 0.383208955223881 0.224990663593164 0.369868034521768 0.435146846413096 0.375722947761194 0.288404133180253 0.652402154331532 0.611161202783735 0.584163990982919 0.61749511523943 0.434555949922788 0.390759113566009 0.68054898371807 0.659581018673449 0.462985273764599 0.555615878495833 0.815412732257082 0.283556780393839 0.385342157138834 0.780569375345495 0.765970149253731 0.809167181842268 0.253983603111205 0.40507198520671 0.446233518506124 0.420951844550831 0.673679678530425 0.428262073909926 0.300912441839386 0.679242180446197 0.466812434642076 0.266532778016571 0.203250868942956 0.170508166030554 0.805028379230608 0.730271179314694 0.69810005092647 0.66406429391504 0.55595914318467 0.586825589367649 0.525533049040512 0.243527944609341 0.418746749289779 0.862122385747483 0.646268656716418 0.508614895501051 0.695851909284745 0.143102887499548 0.38215625781706 0.923004276288397 0.642188767561902 0.381174529363234 0.74013097776424 0.614506415291961 0.778227908078654
U161 0.552200725772338 0.615167204800537 0.663037628844641 0.610072013880179 0.537269788209943 0.592893003939331 0.308715386466113 0.558785833173849 0.54240246823367 0.66074236983243 0.674669867947179 0.345738295318127 0.220560951653389 0.299311684472784 0.438696470696509 0.278422112646712 0.444882540172032 0.658462252825659 0.651302732148136 0.527134991927806 0.551658394553876 0.487761061871557 0.237793299137837 0.565162272801325 0.66274552716529 0.663888170109033 0.329763854423559 0.656729485324101 0.623049219687875 0.420419853334592 0.54289792840213 0.504592430237728 0.359890979478061 0.648849810194348 0.665066026410564 0 0.669867947178872 0.519370662172154 0.333569791552985 0.661817163512578 0.665066026410564 0.665066026410564 0.647824647100219 0.655015775154283 0.654313338238521 0.648940173084159 0.684028307455579 0.665066026410564 0.576400748261843 0.650637672348142 0.665066026410564 0.635215280141908 0.335698869467817 0.475639710949593 0.459137624719826 0.57734672816495 0.44248996971959 0.614218568783446 0.615212653976547 0.343390768770416 0.433389376093731 0.460176620124185 0.308182992052856 0.665066026410564 0.665066026410564 0.665066026410564 0.624921651829048 0.673469387755102 0.665066026410564 0.64463714735247 0.420665668467876 0.659689682324543 0.649441026410564 0.578527564872103 0.660436782592962 0.638673064533731 0.662929730747244 0.656155813936267 0.465892414000717 0.455241588795848 0.663597676513528 0.665066026410564 0.59715440545798 0.511000982632907 0.674669867947179 0.651618725681511 0.651473985820743 0.671068427370948 0.673469387755102 0.665066026410564 0.411544899650001 0.665066026410564 0.481774772689345 0.593739382545471 0.65545064179518 0.635481266742505 0.627009346248621 0.64166660243009 0.531308064627125 0.473448465781546 0.528079725040701 0.602188484541426 0.360549853744315 0.666427134233975 0.625695947670407 0.53043909871641 0.327799658457522 0.628529857172551 0.300330132052821 0.627716557475008 0.570846569795256 0.284276685112465 0.650140653276236 0.330055682029781 0.655496648420134 0.606954646265286 0.516379512698934 0.334277590261572 0.587143948488486 0.452810269836578 0.649759903961585 0.656294096586003 0.665532879818594
U162 0.531183518083081 0.85488561231534 0.431099495501118 0.728664370455415 0.981993042766523 0.553367441041397 0.962616822429907 0.164251207729469 0.875749854010724 0.185414390015996 0.590221967087639 0.834448160535117 0.818181818181818 0.788397113773998 0.461727806203567 0.909090909090909 0.442366501999529 0.787614900822448 0.688474423399047 0.364721485411141 0.826962597616112 0.847017639570831 0.545454545454545 0.83229683374053 0.176204715748952 0.526909486273444 0.78573769148849 0.751835858401034 0.16801335918983 0.742653414001729 0.708333333333333 0.863757211966726 0.850515624513194 0.161221661221661 0.728166858017604 0.669867947178872 0 0.741721854304636 0.760905760905761 0.721822362173239 0.241841491841492 0.121794871794872 0.688992042440318 0.184319031052699 0.123655913978495 0.126195943360122 0.220604901544128 0.202440033085194 0.900661806811522 0.511315982196218 0.117166979362101 0.470149253731343 0.97531815404235 0.710625655685509 0.88840092408335 0.612348178137652 0.998195307800281 0.430030421555845 0.665877133619069 0.655063531918131 0.871688917143463 0.700061192203218 0.876878332525448 0.728360957642726 0.474209898628503 0.1921947362476 0.736659050520437 0.179993252361673 0.798649267399267 0.890411716554943 0.802524136417779 0.841191066997519 0.78525641025641 0.455128205128205 0.384615384615385 0.325325212421987 0.632726954025822 0.319124444210119 0.913507617372807 0.844603551025891 0.528696037600147 0.789180177072554 0.748148338208378 0.87974069466288 0.203558346415489 0.857971907194705 0.672314949201742 0.278490028490028 0.155384615384615 0.20069033530572 0.659985554351752 0.848309507601543 0.811386110152926 0.797048863086599 0.185897435897436 0.86111577650879 0.758029689608637 0.448187190752247 0.366854483096521 0.619541415221654 0.592992623814542 0.788288288288288 0.948732394366197 0.677681473456121 0.461538461538462 0.451923076923077 0.839427067218678 0.821917187641569 0.893772893772894 0.872010756700058 0.832211556892408 0.936483346243222 0.159108304630693 0.850630486977878 0.657793960425539 0.765536723163842 0.861094399083226 0.999343616672136 0.300875050875051 0.818890489744761 0.125065410779696 0.376180836707152 0.337912087912088
U17 0.749699128194747 0.229242403689161 0.676813132195102 0.529346232414089 0.916047033825381 0.388090481793166 0.699951173553946 0.610423265188598 0.54342417774609 0.732283029750193 0.850718027647948 0.578078510413667 0.563773974370001 0.435530300509168 0.667956576599446 0.591319577472497 0.521538368066104 0.63134449581407 0.693983160837299 0.595170130166705 0.209683082777374 0.351181250293551 0.349488260084287 0.495523586739669 0.805106262095414 0.655149416142092 0.438440217506295 0.610894071240887 0.699705047581947 0.257707666741077 0.299414161996943 0.299979470552631 0.479510835016456 0.653690966273748 0.58052782445389 0.519370662172154 0.741721854304636 0 0.410553023135805 0.56108507717663 0.858704209697587 0.785277636271014 0.432252416837939 0.8353356184898 0.72324289681692 0.81447069289315 0.889612527898723 0.666817987609485 0.402119994673881 0.688807796121881 0.749442739460507 0.674557675200158 0.540235760111439 0.261259185285716 0.576176663456824 0.601370977111653 0.468405934900941 0.656976091592771 0.399590867012358 0.26763220468882 0.270382236667607 0.443700899706266 0.533693617922848 0.699101491242284 0.741721854304636 0.741721854304636 0.511336961510721 0.76158940397351 0.42706362346263 0.427937991760424 0.249591658705614 0.725592822046571 0.241721854304636 0.434029546612328 0.731715600395943 0.712396341108155 0.706259346293527 0.717047419760428 0.235028320896279 0.26293566777292 0.737460058262018 0.723784634573694 0.340072189406624 0.399854898782807 0.873451367301888 0.383737869377646 0.215759715106835 0.808069659063037 0.781192052980133 0.830635996708335 0.361440164163791 0.221825001465159 0.246807531256496 0.26616804412631 0.68883723892002 0.391831024610313 0.685851408960506 0.712320029363777 0.518791917998903 0.371066442189442 0.584187607729293 0.450661563244345 0.664964089170786 0.754547150452383 0.726582190471224 0.67396841569027 0.414423666015112 0.370697119322304 0.36814096499527 0.622475949664753 0.284449539013439 0.70922484238821 0.711871108035979 0.317322212176152 0.730785422315572 0.676346551641198 0.342920566798624 0.747687987533064 0.682517384504139 0.245374978444299 0.783315312880119 0.732949924480074 0.788132029853884
