avg.pvalue UserID.Trace Param1 Param2 Cluster distribution k Trace stats.attr
0.00402811290501567 user1 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
3.35856894095277e-05 user10 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.156654999896651 user109 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.000315863005081509 user111 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.112470231464999 user112 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.285405236623394 user113 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.0137270124121051 user114 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
2.31474903879902e-06 user115 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.0138480160905523 user116 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.000273387064181004 user119 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.00578443174315925 user12 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.00168518378536565 user122 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.176004670998781 user123 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
5.75998055123205e-05 user125 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.00897264409090403 user127 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.0771286199371868 user129 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.0842008121331844 user134 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.0134259467198249 user139 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.00092856561479046 user142 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.00549800090325802 user144 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
3.64864065279569e-06 user147 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.451244262914627 user151 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.00143892009174814 user158 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.00107281650781598 user162 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.000591238544720839 user165 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
1.14764052911187e-05 user167 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
6.4905249149172e-07 user180 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
4.91162324490506e-05 user181 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.00938205094003752 user183 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.000114409395056672 user185 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
1.97432183566447e-05 user187 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
1.99627409005476e-07 user191 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.185893158059591 user196 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.1743512937786 user197 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.00450651892145088 user200 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.0125401888217301 user201 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.00123738625327611 user203 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.000672964106978984 user217 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
8.41880657621918e-07 user219 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.000530311401981231 user24 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
1.87648446162608e-05 user240 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.0351335229815293 user251 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.00490859526453061 user255 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.00893090969319778 user266 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.106279077454434 user267 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
1.07621596538242e-05 user268 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.00847855663192694 user270 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.00362263802864163 user275 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.000180070387608374 user277 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.0967902109661301 user284 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.00232131888035669 user286 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.000814455761534755 user288 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.119360237669602 user294 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.170398188350266 user296 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.231802231882281 user297 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.00955790620434574 user3 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.00464218924205623 user30 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.0141470889194905 user303 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
5.17679665702951e-05 user304 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.000742016408040434 user306 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.00332639073370678 user311 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.00901569247858307 user316 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.05740290775995 user322 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.0795543230019089 user33 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.0013805668389865 user331 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.00183146619053715 user332 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
1.18809467242187e-09 user335 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.0832437430764888 user34 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.00136430398127787 user345 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.000672126298034436 user349 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.00755105807765062 user350 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
2.41350307444942e-05 user351 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
1.44502504731714e-06 user352 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
0.547796238522139 user372 7.99068069919886 5.23484307976534 1 normal 1 gwa-t2 bot_runtime_sum
