U101 U103 U104 U107 U109 U11 U110 U112 U115 U12 U121 U125 U126 U127 U128 U13 U132 U134 U135 U137 U139 U140 U143 U144 U145 U146 U148 U151 U152 U155 U157 U16 U160 U161 U164 U165 U169 U17 U170 U171 U173 U174 U175 U176 U177 U179 U18 U180 U185 U186 U19 U191 U195 U197 U198 U20 U203 U204 U207 U209 U21 U212 U215 U218 U22 U225 U23 U238 U242 U245 U249 U250 U252 U253 U255 U257 U258 U26 U262 U268 U269 U27 U28 U282 U287 U29 U291 U293 U310 U32 U322 U329 U331 U341 U35 U351 U355 U361 U365 U379 U38 U380 U389 U39 U392 U4 U406 U41 U42 U44 U47 U50 U51 U52 U53 U55 U56 U59 U60 U61 U63 U65 U66 U67 U69 U7 U72 U73 U74 U75 U76 U77 U8 U81 U82 U84 U87 U9 U90 U91 U92 U93
U169 0.24200701320132 0.630952380952381 0.241261398176292 0.530995521172638 0.510416666666667 0.579516395908544 0.421249397009165 0.486689814814815 0.566578014184397 0.164858815426997 0.374017295597484 0.348677385892116 0.496316056910569 0.419012239711062 0.576252880184332 0.559344586374696 0.418589743589744 0.404075647249191 0.569982714701601 0.163081878636742 0.335416666666667 0.432077625570776 0.570604446935725 0.524025537634409 0.238495024875622 0.259712837837838 0.274795047329277 0.436102642276423 0.149446050096339 0.340992647058824 0.265177180685358 0.297981194690266 0.17849537037037 0.20563056792873 0.531150362318841 0.291712758112094 0 0.384353184991274 0.436307029795158 0.579532657657658 0.248583333333333 0.258304531490015 0.521875 0.325951986754967 0.250196540880503 0.410416666666667 0.187798258172274 0.110905131826742 0.185167910447761 0.236748417721519 0.234148550724638 0.586188725490196 0.545623211731044 0.240147412755716 0.429450757575758 0.209885547576302 0.27125 0.149289330218069 0.440840784177117 0.355574324324324 0.505972859327217 0.591938405797101 0.501240079365079 0.413959783449343 0.283922338568935 0.192208904109589 0.314236111111111 0.239583333333333 0.211748068432671 0.354010903426791 0.149768518518518 0.296304223744292 0.530690426997245 0.413257575757576 0.196759259259259 0.177505630630631 0.321041666666667 0.382690047021944 0.163087121212121 0.395717592592593 0.294738247863248 0.480527729384437 0.476217369477912 0.331974637681159 0.353004476584022 0.218505983166008 0.409679878048781 0.46379882021071 0.382886904761905 0.163945895522388 0.588541666666667 0.580477150537634 0.386666666666667 0.486268939393939 0.240447636071389 0.379502118644068 0.196180555555556 0.405978260869565 0.376670597484277 0.245684523809524 0.100150602409639 0.589730971128609 0.541849415204678 0.448917208313272 0.556109234234234 0.519079019222368 0.588541666666667 0.344022273749297 0.472336195928753 0.419751857749469 0.407690602836879 0.49987171592775 0.513020833333333 0.116287878787879 0.450080128205128 0.271290204678363 0.392857142857143 0.337062376725838 0.428178078556263 0.302631578947368 0.21377784407319 0.149638802889577 0.343643707482993 0.357948801270942 0.339635854341737 0.565985275689223 0.299040075998586 0.450080128205128 0.144791666666667 0.257757092198582 0.144542772861357 0.270175438596491 0.336458333333333 0.235176991150442 0.245734679665738 0.390827265372168 0.327556818181818 0.485093390804598 0.230172482472913 0.270535714285714 0.396409193284193 0.292609908136483
U17 0.170623606863304 0.72677636499626 0.479861232673976 0.514402169278783 0.713432591623037 0.641295102727427 0.748357718156401 0.423017258095792 0.8406149047566 0.384821080870581 0.592265138792848 0.18278985900806 0.779253394628187 0.757882993035928 0.617227355953922 0.528821288900778 0.236407571486106 0.415544146800183 0.479954960104255 0.404048778577117 0.620826061663758 0.341079155609744 0.571525837578945 0.354399594663064 0.556946940689224 0.232371114570067 0.216369486953474 0.258236495977525 0.410609744205362 0.293809670465045 0.224201203699173 0.168311479713972 0.402311421369013 0.450914772793526 0.433762804461644 0.221995706497398 0.384353184991274 0 0.109391909678552 0.594688929767464 0.540523560209424 0.460250440321374 0.447596382674917 0.153288720918137 0.35982416279759 0.744273560209424 0.441563260089871 0.440480768282703 0.353891537079003 0.48536461439901 0.568686113188731 0.217542346781644 0.526548771992899 0.464437598049407 0.171267650325242 0.227753390921823 0.593438045375218 0.300533346381563 0.227642909078529 0.192620631102307 0.308324126999376 0.630412019121329 0.413591789246239 0.341042990245502 0.549738219895288 0.43279781969447 0.187567522646057 0.284380453752181 0.426649561388301 0.594735039389343 0.447663370176459 0.61942671352411 0.482562416165462 0.651784864350309 0.486988559239868 0.491816423753597 0.644397905759162 0.298226897974145 0.500523560209424 0.360946286600737 0.626258558195731 0.496123465348341 0.202012237431401 0.539760224599742 0.346501665873394 0.461081812056698 0.446090324777593 0.405537381141453 0.282909498878085 0.274751894975385 0.445570680628272 0.624113325451782 0.690523560209424 0.392075202284626 0.520300799008248 0.412458958203922 0.438157968811575 0.744001821078989 0.422750172873654 0.236200448765894 0.419016379654745 0.621435736763271 0.661308594347999 0.389340243555067 0.458327437385029 0.490527196997248 0.663792218458064 0.0653699796049902 0.150401662603413 0.386789037154195 0.732970368720062 0.446367317463183 0.347513089005236 0.321735681421545 0.24869109947644 0.563512292948777 0.725920385606249 0.306964280182162 0.121641600248997 0.619821805823459 0.387309600269902 0.434895369004587 0.244924671439256 0.188862776411662 0.672298238667195 0.620595992599299 0.188181863607846 0.430957175459793 0.343237347294939 0.327977052467417 0.452810082008989 0.538302562689446 0.174869109947644 0.179446786822963 0.485690812660726 0.227545366746302 0.657829604950024 0.55417945477523 0.476953673764261 0.37721266517078 0.128677463755998 0.560016180896236
U170 0.200329111123403 0.699361532322426 0.487213665925184 0.51660358245531 0.706442039106145 0.597165359094851 0.745737292726111 0.367732257397062 0.843795316771663 0.431467288425135 0.582481290186571 0.188014325784093 0.778489349139301 0.759162564177805 0.588489417512665 0.452177547608368 0.18899871078642 0.396973477246841 0.462924788368178 0.435994510929381 0.624643078833023 0.287384250401775 0.505567803191623 0.280221661560642 0.59914116567998 0.199921989028134 0.179657665416388 0.171038288595176 0.440887790945917 0.302488406908387 0.20114081344959 0.142280944611987 0.393035381750466 0.452989884411044 0.336949234879767 0.215100278505628 0.436307029795158 0.109391909678552 0 0.525466807589713 0.56731843575419 0.490133357361687 0.385678009141696 0.157626993229494 0.323416253821018 0.770844972067039 0.454850377704818 0.453258319393155 0.372488118068874 0.501773801947057 0.606448870536799 0.203532697995399 0.43266717817153 0.453028255652139 0.165354663958016 0.248124429555781 0.63830540037244 0.324727196783794 0.150261295788389 0.138041672957874 0.303495464097176 0.626184114646587 0.394431143034495 0.299472449416065 0.591922840679751 0.468259738271983 0.162179657710384 0.313081936685289 0.453161419216397 0.621082859082128 0.486809435133457 0.644594525649856 0.388348954245348 0.671059759607246 0.518321953238154 0.525152247219286 0.64122905027933 0.238208029047944 0.540045708481463 0.378853714049245 0.641574750513298 0.433617853736398 0.21907181799825 0.558740182981135 0.312029641257676 0.489024394389274 0.365842303674433 0.330610648899346 0.288727055067837 0.286667222546485 0.34595530726257 0.569224184537754 0.689441340782123 0.332518621973929 0.558640174787693 0.37452261465139 0.45992771470335 0.773062909885839 0.37301043533256 0.229209896249002 0.452794417895044 0.559857915805217 0.677300793884152 0.325616017945952 0.354522119885248 0.427866697906675 0.661518238580348 0.0983989184809746 0.091929293360058 0.35355274729185 0.74231843575419 0.431584885928943 0.253491620111732 0.351455899779922 0.255457670820799 0.541250122512986 0.731954420501907 0.294841492843212 0.118074582784756 0.627119474664315 0.40344462073839 0.438698825604926 0.256897731159503 0.140608812679725 0.693594197455519 0.587169739992439 0.146111897723301 0.429129064603925 0.370065176908752 0.355610364911447 0.481658179660849 0.510923257865334 0.154432029795158 0.212409156078509 0.527431101290052 0.176045452080056 0.660944641950229 0.515690618377962 0.509333240757555 0.400651769087523 0.0964133254636048 0.527358355694365
U171 0.483186156453483 0.323230373230373 0.711684328705605 0.102532499926637 0.772240990990991 0.177106709597684 0.85785061472471 0.241991991991992 0.956948437799502 0.607594371230735 0.72811490736019 0.437478972748682 0.877169852779609 0.880677529538278 0.0837657934432128 0.154731373709476 0.383575883575884 0.198460596518849 0.14539320980369 0.640021567702366 0.752102102102102 0.266321115636184 0.0986143093766412 0.34240046498111 0.769934113217695 0.486486486486486 0.552071341117994 0.505493298176225 0.626499331701644 0.538950715421304 0.496455333838511 0.523279917085227 0.684484484484485 0.718473484620478 0.298770074422248 0.523160328470063 0.579532657657658 0.594688929767464 0.525466807589713 0 0.766918918918919 0.669033088387927 0.236445536445536 0.541674124455581 0.65646778854326 0.884740990990991 0.687709183772176 0.658879218201252 0.63816054860831 0.754361956893602 0.78383974036148 0.540349761526232 0.210880408305301 0.66097505447686 0.433456183456183 0.566677988581041 0.795435435435435 0.592826471331144 0.459794211303733 0.5 0.323084552442351 0.285311398354877 0.292578292578293 0.7339729520704 0.738833073911608 0.700111069974084 0.41038181038181 0.383558558558559 0.654018256667263 0.797608823777048 0.66966966966967 0.785881772183142 0.164768073858983 0.830630630630631 0.645445445445445 0.707207207207207 0.863963963963964 0.326809568188879 0.678263718263718 0.262262262262262 0.835758835758836 0.188561383683335 0.515358732226202 0.859283196239718 0.284453875362966 0.70387850582557 0.217095143924412 0.779984398088008 0.467535392535393 0.648446954417104 0.376648648648649 0.166412380122058 0.793963963963964 0.214117526617527 0.743810987575537 0.252099557184303 0.650004843553231 0.9301214257736 0.706612272650008 0.505534105534105 0.626614566373603 0.140384478967156 0.379958906274696 0.241330401176333 0.446846846846847 0.257046036862551 0.186539480657128 0.578673108184069 0.526690048827453 0.223102082974694 0.876629288863331 0.170217015044601 0.309051238738739 0.546191646191646 0.368814968814969 0.80049786628734 0.864006864006864 0.332720294258756 0.480117059734894 0.776829461039987 0.61265561504225 0.610994895824617 0.395477109762824 0.421581026433713 0.808918161859338 0.131003183634763 0.42321324505842 0.184199584199584 0.625225225225225 0.554389495878858 0.601132105556884 0.779753437648175 0.423153153153153 0.497201626405166 0.772114733117519 0.556940435581212 0.790990990990991 0.200124262193228 0.744664358431089 0.41003861003861 0.488124488124488 0.816556714194509
U173 0.39419801980198 0.864285714285714 0.379063829787234 0.683991313789359 0.589458333333333 0.809992779783394 0.359282199710564 0.672074074074074 0.559744680851064 0.199636363636364 0.469433962264151 0.511369294605809 0.484487804878049 0.561881838854952 0.767707117255504 0.745975669099757 0.556923076923077 0.63157281553398 0.730122270742358 0.242463840399002 0.339111111111111 0.571525114155251 0.780735426008969 0.66658064516129 0.112358208955224 0.391171171171171 0.428933062880325 0.591560975609756 0.165919075144509 0.478248366013072 0.409794392523365 0.442761061946903 0.296444444444444 0.303919821826281 0.721217391304348 0.460058997050147 0.248583333333333 0.540523560209424 0.56731843575419 0.766918918918919 0 0.354230414746544 0.660606060606061 0.485192052980132 0.39811320754717 0.279 0.166127415891195 0.151148775894539 0.233820895522388 0.131814345991561 0.0729772256728779 0.721647058823529 0.740995708154506 0.233314079422383 0.60969696969697 0.356179533213645 0.101777777777778 0.276747663551402 0.570156990246168 0.506108108108108 0.648256880733945 0.831826086956522 0.653015873015873 0.58199535962877 0.357319371727749 0.276931506849315 0.466349206349206 0.406333333333333 0.33594701986755 0.39611214953271 0.125481481481481 0.178885844748858 0.724429752066116 0.455272727272727 0.197037037037037 0.241585585585586 0.136 0.524877742946709 0.173090909090909 0.538666666666667 0.361059829059829 0.675456445993031 0.615759036144578 0.384811594202899 0.509553719008265 0.215600851840584 0.635967479674797 0.60087899756873 0.522428571428571 0.312179104477612 0.764 0.807516129032258 0.296 0.617727272727273 0.123277685400732 0.539367231638418 0.134681003584229 0.31704347826087 0.559094339622641 0.401142857142857 0.18518875502008 0.816503937007874 0.778736842105263 0.608564275397207 0.683567567567568 0.701211009174312 0.782352941176471 0.491993254637437 0.62030534351145 0.563934485896269 0.294446808510638 0.631330049261084 0.6456875 0.235515151515152 0.581538461538462 0.344134502923977 0.229650793650794 0.472686390532544 0.572951167728238 0.333356725146199 0.344229116945107 0.191653250773994 0.474 0.505220103986135 0.198296918767507 0.768330827067669 0.43074019088017 0.618358974358974 0.221666666666667 0.401702127659574 0.236283185840708 0.23978947368421 0.489333333333333 0.393982300884956 0.246165273909006 0.542640776699029 0.176363636363636 0.704275862068966 0.108451242829828 0.461904761904762 0.535891891891892 0.316877952755905
U174 0.296231236026828 0.717741935483871 0.149916658495931 0.600329235403313 0.695204493087558 0.685171937646609 0.586900704915737 0.584698754053593 0.796823217962545 0.222736793997791 0.580732110251282 0.384668336615867 0.733187216664793 0.477651094929807 0.666666666666667 0.642324554026932 0.464409783764622 0.51089436714241 0.646117159358461 0.125412275762207 0.575192012288786 0.480861898449172 0.667758467483623 0.6 0.279885136529335 0.311827956989247 0.3235714753087 0.535011801730921 0.297671582773205 0.25003764946839 0.315448555062664 0.353309408262306 0.101621437105308 0.158760378927058 0.625025045081146 0.291559615567609 0.258304531490015 0.460250440321374 0.490133357361687 0.669033088387927 0.354230414746544 0 0.584680910487362 0.364406262398144 0.297191548560995 0.562442396313364 0.274091288442317 0.226656946722556 0.257256345003095 0.306791887845379 0.297902891872036 0.652024939007861 0.632107751033405 0.462709411236254 0.485092864125122 0.249112675706757 0.365448028673835 0.229424178474525 0.491476901804577 0.387003362809814 0.581194774447216 0.703065517932278 0.585381464413722 0.466571150576839 0.507841339542066 0.150590240515119 0.367127496159754 0.313402457757296 0.113208410901212 0.574960161936345 0.29557945041816 0.473581213307241 0.626556727729748 0.637564585951683 0.207100187745349 0.222713496907045 0.346175115207373 0.437915625346104 0.289224968579807 0.44778972520908 0.187167671038639 0.576149263796785 0.532646715895841 0.220847525545983 0.416536542636249 0.192921002861433 0.516728485257203 0.517941927037772 0.383294930875576 0.218584496870486 0.697069124423963 0.686635944700461 0.602488479262673 0.544529395335847 0.240937811772531 0.445338332161733 0.355094726062468 0.536305349629333 0.374402225893401 0.336866359447005 0.266448281605685 0.702154166213094 0.652976527339855 0.518673911548249 0.606526342010213 0.606096478248002 0.654377880184332 0.408106091808425 0.507644141133429 0.475711056972614 0.613699872536523 0.564992849197521 0.56563220046083 0.26726714146069 0.506699751861042 0.192116716522489 0.516641065028162 0.401616993428408 0.470339604919428 0.520818174468429 0.129191733664749 0.37827966500692 0.399769585253456 0.396145644482425 0.465799222914972 0.674993936454038 0.360935048941754 0.539182323053291 0.292396313364055 0.147293852338465 0.382570042004812 0.213970409895707 0.376436251920123 0.288389543656458 0.15699438190228 0.437407722249564 0.504650188521156 0.594724296837756 0.284753857134046 0.317972350230415 0.407420826775665 0.183036848216554
U175 0.339378937893789 0.365584415584416 0.587114304135581 0.189803573191195 0.747443181818182 0.2483973307078 0.834206025522958 0.201515151515152 0.926499032882012 0.526170798898072 0.673870783304746 0.291776688042248 0.851736881005174 0.854204145165932 0.226635013731788 0.129086485290865 0.258508158508159 0.225242718446602 0.168658197697499 0.535041184916497 0.701010101010101 0.183727687837277 0.171409158853105 0.196089931573803 0.696381727725011 0.369123669123669 0.420228655725613 0.323170731707317 0.534968178898815 0.396256684491979 0.35559331634098 0.368892464467686 0.539393939393939 0.589039616656543 0.12532279314888 0.376803432555645 0.521875 0.447596382674917 0.385678009141696 0.236445536445536 0.660606060606061 0.584680910487362 0 0.398735701384708 0.513607775871927 0.86344696969697 0.562514912908614 0.5557781201849 0.501040253279059 0.625815113156885 0.700846979107849 0.406345811051693 0.177799453765119 0.534252269992342 0.293939393939394 0.421495022033622 0.734747474747475 0.461285754743699 0.306885388956917 0.354054054054054 0.164525993883792 0.320553359683795 0.213419913419913 0.58939042396119 0.687529747739172 0.567289331672893 0.267821067821068 0.327272727272727 0.559442103150712 0.715293118096856 0.585858585858586 0.735325861353259 0.2 0.766666666666667 0.612794612794613 0.633005733005733 0.750909090909091 0.238557993730408 0.634545454545455 0.18956228956229 0.752214452214452 0.159106746911625 0.375027382256298 0.711725955204216 0.230578512396694 0.590479482995455 0.190465631929047 0.638429365659588 0.352164502164502 0.510176390773406 0.22569696969697 0.247116324535679 0.781818181818182 0.225757575757576 0.652285072205258 0.190190035952748 0.553111762789182 0.869433465085639 0.562893081761006 0.368831168831169 0.544760861628332 0.215079933190169 0.356353003721425 0.2082680439445 0.367567567567568 0.177918106358473 0.337433155080214 0.444754458582452 0.385773768216516 0.158085863181405 0.835976789168279 0.204523063143753 0.173342803030303 0.442424242424242 0.217482517482517 0.680329611908559 0.824963924963925 0.206670252824099 0.334549314804092 0.71866028708134 0.505482027916395 0.520517872220659 0.25439084724799 0.29448558374035 0.788540870893812 0.234381408065619 0.282782223079148 0.140559440559441 0.486363636363636 0.456898774983881 0.577527487262001 0.65518341307815 0.287272727272727 0.353499597747385 0.620182324639149 0.40867902324213 0.739393939393939 0.200313479623824 0.605892577785503 0.381818181818182 0.353972153972154 0.693855881651157
U176 0.134335453412891 0.679517502365184 0.360574890798929 0.468652702576382 0.699848233995585 0.606916584980993 0.693054503982136 0.38980868285504 0.834493447935748 0.345158995128893 0.583906035236786 0.125140831524278 0.782910676788887 0.703347165800919 0.56049616314517 0.499637453473196 0.195364238410596 0.390857069375683 0.453591775354984 0.328838499777047 0.614753495217071 0.299933472436421 0.538829329136103 0.320316171758171 0.494143520806563 0.192381122844699 0.111857394247948 0.231424648683573 0.368028174405696 0.165173354109856 0.128328278764622 0.116773134853191 0.289340201128281 0.328588917240667 0.409075727037144 0.102619703451913 0.325951986754967 0.153288720918137 0.157626993229494 0.541674124455581 0.485192052980132 0.364406262398144 0.398735701384708 0 0.238535549169062 0.703187086092715 0.34051207175262 0.358950374777067 0.291613126420876 0.397490708916646 0.508165028176546 0.328772886638099 0.501861694568399 0.456666746360007 0.153471804134056 0.149333586978492 0.48429727740986 0.271399393451755 0.19606094068649 0.129452299982101 0.308888753873261 0.604261445436222 0.366051718700725 0.242866581644412 0.530945528934503 0.343327587771024 0.150741091138442 0.23167770419426 0.33112582781457 0.592894720554558 0.397743438803041 0.588103662039977 0.455640085381205 0.640738510937186 0.450821682609762 0.375812898991707 0.515894039735099 0.263807289612268 0.453919325707405 0.317586460632818 0.519499632082414 0.457738191383806 0.22293146094311 0.430223629906901 0.292950577417766 0.359491635723309 0.418941474182954 0.292241611004252 0.300141911069063 0.223139270534744 0.414251655629139 0.586493270668661 0.68364238410596 0.358230483644391 0.457546079016511 0.362217981816141 0.405801229556837 0.690757270371437 0.291140822191678 0.220309050772627 0.355754142397404 0.591689697728181 0.607218930328028 0.362191392960428 0.424413817791301 0.462074592276913 0.604466952343851 0.122421629831478 0.17080026287852 0.337362683716081 0.70255037339721 0.412113006883502 0.320364238410596 0.283945414408991 0.21523178807947 0.442648425700012 0.679754020813623 0.247639014067949 0.14216616751733 0.584098214631501 0.28026363621995 0.43661452032887 0.238917421273145 0.15921585731174 0.641938894763203 0.562167006921277 0.162500965637356 0.392800135846493 0.32864238410596 0.233584613216852 0.442595088788607 0.426420355524573 0.157019867549669 0.115161460470023 0.403745995437412 0.10743907927731 0.630403371462974 0.514409682575931 0.401597170340918 0.394638915168717 0.0875246107034186 0.441189315325651
U177 0.24374182701289 0.789353099730458 0.286201754889029 0.57367914285129 0.599646226415094 0.701382739595395 0.559238729759987 0.541229909154437 0.655560016057808 0.266708248869484 0.5 0.309206920848665 0.596026998005829 0.581468092284317 0.678472403365891 0.6178671441032 0.335849056603774 0.521157721194358 0.600251297684766 0.255469816025973 0.425890985324948 0.408460411820453 0.659150520348591 0.501582471089471 0.433187834412841 0.220550739418664 0.200026790156531 0.42751955821445 0.274863368112359 0.215501294857566 0.16736025392347 0.241220014470975 0.213668763102725 0.256734042106148 0.594503691550451 0.178020815940335 0.250196540880503 0.35982416279759 0.323416253821018 0.65646778854326 0.39811320754717 0.297191548560995 0.513607775871927 0.238535549169062 0 0.59186320754717 0.281506192514958 0.285683829016096 0.179456491129259 0.318366372104132 0.43931403570452 0.512075471698113 0.608834723459389 0.277603705469655 0.351486563750715 0.150994207513296 0.434842767295597 0.137453711867396 0.393102209291116 0.226670066292708 0.485286480872425 0.721410992616899 0.497154836777478 0.335091712997417 0.410155092363924 0.274231067459292 0.294669062593591 0.354559748427673 0.274272147944521 0.453253394463058 0.312928022361985 0.474368915309727 0.595976921877436 0.49811320754717 0.33717679944095 0.325769165391807 0.442075471698113 0.385915104197472 0.374476843910806 0.422152341020266 0.457023060796646 0.568009992768391 0.421232098204137 0.361156685808039 0.409246842351474 0.302311564711758 0.521552385335174 0.281476828833661 0.310512129380054 0.101098282174035 0.627547169811321 0.696972002434571 0.507547169811321 0.484062321326472 0.387837184933269 0.46866005756316 0.293095286400216 0.602461033634126 0.245283018867925 0.240700808625337 0.276426460559218 0.705343435844104 0.728897715988083 0.480868633097446 0.550790413054564 0.575694255545389 0.730669626341102 0.321375163065958 0.263445196600893 0.437756450976016 0.575772782015255 0.513244725346222 0.469929245283019 0.179931389365352 0.399854862119013 0.324395895398875 0.555256064690027 0.3738416880652 0.35394383687858 0.45249917245945 0.213626334038817 0.255388749342835 0.309587986137851 0.31066675386678 0.511468738438772 0.679954603489857 0.300336141179295 0.4870343492985 0.19811320754717 0.176836611802489 0.299883119051595 0.329692154915591 0.268679245283019 0.202237435298046 0.350852297612165 0.200769371679795 0.470840480274443 0.619648666232921 0.334187139988215 0.429559748427673 0.272657734921886 0.309825805972367
U179 0.60884900990099 0.895535714285714 0.592116261398176 0.856833604777416 0.488541666666667 0.891944945848375 0.548570911722142 0.840972222222222 0.35531914893617 0.374793388429752 0.459433962264151 0.723469917012448 0.279166666666667 0.769033140857003 0.887093573988735 0.869419099756691 0.770673076923077 0.761953883495146 0.879557860262009 0.452010598503741 0.272222222222222 0.786558219178082 0.880297085201794 0.855040322580645 0.362126865671642 0.596452702702703 0.643597870182556 0.753506097560976 0.345949743095697 0.695996732026144 0.622021028037383 0.653410766961652 0.511481481481481 0.522396993318485 0.845054347826087 0.663808997050148 0.410416666666667 0.744273560209424 0.770844972067039 0.884740990990991 0.279 0.562442396313364 0.86344696969697 0.703187086092715 0.59186320754717 0 0.370539549033644 0.366831450094162 0.443376865671642 0.348681434599156 0.285688405797101 0.891397058823529 0.85512339055794 0.377504512635379 0.817045454545455 0.57072486535009 0.273194444444444 0.485572429906542 0.781894449605202 0.714358108108108 0.838704128440367 0.89375 0.814384920634921 0.793604988399072 0.327977748691099 0.484931506849315 0.67827380952381 0.602083333333333 0.551324503311258 0.313084112149533 0.331712962962963 0.169292237442922 0.840030991735537 0.379166666666667 0.41087962962963 0.454335585585586 0.2875 0.740223354231975 0.311818181818182 0.741666666666667 0.581623931623932 0.810126306620209 0.821460843373494 0.576811594202899 0.666477272727273 0.42485929418923 0.714888211382114 0.811273845146811 0.721428571428571 0.520429104477612 0.89375 0.889717741935484 0.16875 0.816098484848485 0.33696375124709 0.701659604519774 0.331025985663082 0.152173913043478 0.771462264150943 0.573511904761905 0.366741967871486 0.891125328083989 0.819736842105263 0.772421160327395 0.872128378378378 0.845257208387942 0.89375 0.703488617200674 0.835162213740458 0.740428798908098 0.0848404255319149 0.829710591133005 0.83125 0.441477272727273 0.776442307692308 0.559941520467836 0.126686507936508 0.662980769230769 0.785947452229299 0.258735380116959 0.551909307875895 0.348858359133127 0.674362244897959 0.721436308492201 0.43061974789916 0.871193609022556 0.636512460233298 0.760416666666667 0.41875 0.623271276595745 0.311227876106195 0.439473684210526 0.7025 0.605033185840708 0.459737697307335 0.749453883495146 0.385227272727273 0.813577586206897 0.315531389420013 0.530952380952381 0.750813882063882 0.525590551181102
U18 0.290799946136346 0.788925247980366 0.246361612922176 0.604531814334579 0.459597202338344 0.72995123640395 0.390466650161033 0.590716880086959 0.536221995461399 0.190225808550791 0.350522008076606 0.370996533769756 0.471969551477906 0.411137204589557 0.689926955611487 0.664594098929406 0.429910247233082 0.544995864925534 0.658995570670776 0.1897859145979 0.31459078978764 0.452999414923695 0.7086838869968 0.577555591474819 0.165602730798406 0.278902022996511 0.290098603062779 0.514678666829617 0.105525235514767 0.348758544219406 0.284406505261609 0.329775350888862 0.200401919457038 0.201060815970589 0.646042762441256 0.302711457125784 0.187798258172274 0.441563260089871 0.454850377704818 0.687709183772176 0.166127415891195 0.274091288442317 0.562514912908614 0.34051207175262 0.281506192514958 0.370539549033644 0 0.125157891473119 0.220990608874026 0.113063254895209 0.183125330677539 0.618249189439555 0.658627776873189 0.191576069400908 0.454605106179909 0.228568784867291 0.185976298417243 0.165053285076834 0.455833464384068 0.362393352550833 0.568314803018263 0.749649870841244 0.580183158923316 0.433692018196101 0.252631855097123 0.197272040870358 0.352421856358864 0.345233834407063 0.244625427240018 0.303610540611056 0.127787056920915 0.267879964568563 0.644823322704497 0.371367215461704 0.189660383361171 0.0958617887751746 0.209992841803865 0.42821645726886 0.15344309234073 0.441183488427583 0.281445588532203 0.595237679547263 0.504260420349975 0.265589824987292 0.429621917095074 0.0907988978076582 0.555720446252423 0.483813734820628 0.371840167706309 0.187186828919112 0.684913385826772 0.729780982289237 0.368532569792412 0.535179551419709 0.143934970156726 0.46605923103988 0.115175119239127 0.373184774828048 0.405944003997785 0.316412721137131 0.135738372243448 0.737890718205679 0.716121011189391 0.526417948358285 0.60248021822825 0.622001274027569 0.716717896893904 0.38921393832363 0.477428732234286 0.485192499461019 0.384332307832894 0.554943563089097 0.530383187186829 0.152111667859699 0.471416772204174 0.219073767094903 0.362136551112929 0.40149432638833 0.441931223565207 0.267724907592293 0.224034455011848 0.127746099004723 0.384994083531766 0.364302559706427 0.325689903735295 0.69252587445708 0.34487551342788 0.538854321531487 0.140103793843951 0.273606817039553 0.219021797657433 0.175334363108918 0.346065378191363 0.268669272334522 0.183819419381896 0.40776351543877 0.313314244810308 0.628519240737541 0.137712926680271 0.430971128608924 0.388922207819846 0.205261274158912
U180 0.277945591169286 0.72134786117837 0.256687216297746 0.58308029223946 0.551229990583804 0.673091435680924 0.36401023653593 0.567168863779033 0.595360019233081 0.110989712222378 0.468002700493906 0.385110689140508 0.530016995085205 0.439925325414442 0.655670979891866 0.622554881988261 0.431681877444589 0.496974018612985 0.633179549173924 0.118827225721008 0.371845574387947 0.457652916440936 0.657782506988253 0.581714355142458 0.155142367259746 0.277574184353845 0.302445154956586 0.515663037986312 0.0970684606424785 0.368117868616373 0.28480912402978 0.333175007916271 0.173509102322662 0.191415113728352 0.613608450012282 0.328533573321334 0.110905131826742 0.440480768282703 0.453258319393155 0.658879218201252 0.151148775894539 0.226656946722556 0.5557781201849 0.358950374777067 0.285683829016096 0.366831450094162 0.125157891473119 0 0.141453748208112 0.127726525066152 0.168532360131476 0.620073113991359 0.618276310791041 0.267807488085283 0.483864064372539 0.229521887161178 0.188625235404896 0.159617720048577 0.454961018786032 0.381648597750293 0.563865996302631 0.690985015966593 0.566451439332795 0.453799467799232 0.334930635667169 0.163274256378505 0.346516007532957 0.293832391713748 0.219403599356456 0.378214266856751 0.0818581293157564 0.264608002476588 0.612636379200324 0.444684129429892 0.108600125549278 0.114877589453861 0.221318267419962 0.417122717531835 0.112432802602294 0.429504080351538 0.247138925105027 0.559026752495128 0.503233272071336 0.257225906820601 0.3873013649593 0.132489628434104 0.509898488815397 0.487888556759744 0.383151735270379 0.190727155184529 0.677499058380414 0.676925763926857 0.411148775894539 0.522737972949837 0.152280585726838 0.419962335216573 0.153575116943078 0.344419880455253 0.43867036207938 0.3181598062954 0.10816145939691 0.694233136112223 0.64129249677867 0.498904239509578 0.582552043568993 0.586630235984924 0.637531848897751 0.386426069365447 0.494532856054398 0.457881587267315 0.404590896341708 0.544381360570724 0.530161252354049 0.129738058551618 0.470911198029842 0.222792149866191 0.336830777508744 0.381305786781667 0.449566375184425 0.32074536624046 0.216352269100944 0.17491968538828 0.373419424266882 0.376226798134386 0.307268670179936 0.661073587924614 0.340744468609019 0.518991742720556 0.130932203389831 0.291080658733021 0.175057913770978 0.175240360788978 0.363540489642185 0.270093162008566 0.144804830324872 0.415784469676193 0.290035952747817 0.578946684849666 0.139510933949797 0.353457089050309 0.409782664019952 0.190178425789997
