U1 U10 U100 U105 U106 U11 U110 U115 U12 U122 U124 U125 U127 U129 U13 U130 U132 U134 U138 U14 U140 U15 U152 U155 U16 U160 U163 U164 U17 U179 U18 U182 U19 U198 U2 U20 U22 U23 U24 U25 U26 U27 U29 U3 U30 U31 U32 U33 U35 U36 U37 U4 U41 U43 U46 U5 U50 U53 U54 U55 U56 U58 U6 U60 U69 U7 U72 U74 U76 U78 U79 U8 U85 U87 U89 U9 U91 U95 U96 U98
U140 0.448871170348188 0.464110815280199 0.477017036322726 0.257474418338764 0.406649616368286 0.69585811852831 0.85131195335277 0.728503852903029 0.727109309263367 0.929123711340206 0.980863860032805 0.794354838709677 0.736603462489695 0.983333333333333 0.476751479451308 0.865546218487395 0.991803278688525 0.272278402886578 0.884272997032641 0.389904731263517 0 0.446334611354818 0.67328431372549 0.402877697841727 0.425627644266907 0.441316241364163 0.494143966311357 0.480095068330362 0.44015970268304 0.936666666666667 0.819345661450925 0.483745754488113 0.602674872766008 0.474636008249454 0.429349470499244 0.961702127659574 0.656467315716273 0.509803921568627 0.880475129918337 0.294569117841658 1 0.903954802259887 0.712369158189592 0.522574133568362 0.960629921259842 0.332096474953618 0.532110091743119 0.344444444444444 0.956140350877193 0.938356164383562 0.994475138121547 0.465835056067155 0.98389802079839 0.473342145847103 0.833040421792619 0.619228180281745 0.447409255258332 0.43827047199535 0.570588235294118 0.483745289646803 0.603469640644362 0.64741641337386 0.459822433230975 0.416492746901652 0.420303605313093 0.614623947561734 0.862658624640595 0.967320261437909 0.93423019431988 0.457831325301205 0.679245283018868 0.544610992148465 1 0.804597701149425 0.466241962371993 0.470029462562227 0.392430715302881 0.442622950819672 0.441415590626494 0.482654600301659
U15 0.278458610017017 0.179279009995004 0.790421676308924 0.481610868489666 0.555495567473077 0.829451661641386 0.849843955701566 0.925116697245191 0.770926697856685 0.932043815946389 0.979241558090489 0.859448695849828 0.847796599667238 0.98201213544725 0.326666126291082 0.891807750698635 0.98996828162452 0.481982017206496 0.899067756150344 0.567926472721472 0.446334611354818 0 0.837951409277745 0.734883320589565 0.152178939427169 0.557265512041168 0.894144068698349 0.697235122807642 0.136450414491138 0.941602074770014 0.885462667754753 0.495133206719426 0.674849744385278 0.510757327005964 0.571361719951354 0.959720330830449 0.802505416686743 0.843419852181129 0.888087793016472 0.266488282709657 0.998385202583676 0.94482194930183 0.928000233996618 0.953783794100593 0.958941723960958 0.502558319543052 0.601491611313728 0.352173180226615 0.97959354493103 0.959367634874798 0.993300740000584 0.442497406381147 0.982356623264626 0.842798894218398 0.842035583850271 0.830083350651524 0.553808589559418 0.261782456031066 0.589640254222652 0.800357101187596 0.665957831782628 0.737781262103172 0.448870799466847 0.792489561977279 0.594784241176755 0.794044014911279 0.994124934207161 0.965852263786705 0.932248397490755 0.703321605073651 0.7123264715984 0.702258798869862 0.998532002348796 0.851436106667746 0.363978428160831 0.202497725744572 0.37342497793903 0.485570305054725 0.354622044312046 0.83566629822804
U152 0.818429555870619 0.833718658417454 0.36875 0.608035714285714 0.411524936061381 0.85751404494382 0.83256195335277 0.372884241245136 0.809094603381014 0.897487113402062 0.846258201202843 0.721572580645161 0.343425391591096 0.983333333333333 0.847441469633751 0.637132352941177 0.785348360655738 0.588362590799032 0.821012611275964 0.540576572470374 0.67328431372549 0.837951409277745 0 0.31398381294964 0.827642387732749 0.823103360488798 0.813352908277405 0.661510942760943 0.815140254805543 0.702083333333333 0.794905761024182 0.424724041727317 0.431775210084034 0.843720565149137 0.291291603630862 0.718882978723404 0.469497566063978 0.640237603305785 0.79577301410542 0.572213676061929 0.883333333333333 0.703213276836158 0.277020676691729 0.79133337361044 0.827017716535433 0.378919294990724 0.299139908256881 0.488194444444444 0.849671052631579 0.783818493150685 0.994475138121547 0.836281948881789 0.952312562898356 0.368047752808989 0.77386862917399 0.291655346999259 0.586631484286255 0.818789001560062 0.5 0.837235342019544 0.282757641470467 0.520421732522796 0.816722972972973 0.469398817345598 0.590636200716846 0.230167189354128 0.260804851157663 0.948570261437909 0.868460388639761 0.274774096385542 0.453891509433962 0.519628836545325 0.98125 0.708261494252874 0.482911605937922 0.839637305699482 0.486766759776536 0.392930327868852 0.81234756097561 0.367335972850679
U155 0.741106761792913 0.760867502676465 0.344070645123246 0.551791220085156 0.305185008003827 0.899765580793792 0.597667638483965 0.391932368502086 0.813546042229935 0.595101238596751 0.623511688189088 0.528225806451613 0.347218680125973 0.954736211031175 0.771767009202096 0.487243818390666 0.614105436961906 0.351603462992318 0.526812970988195 0.296665857833332 0.402877697841727 0.734883320589565 0.31398381294964 0 0.713843602007769 0.6734018080851 0.663757584536398 0.380253373059128 0.733627224282264 0.558884892086331 0.499283645629727 0.376031052886948 0.231551603314342 0.768311253665827 0.279869175763776 0.586285014541558 0.327538247566064 0.391922825376063 0.522844530611591 0.484588351549804 0.654676258992806 0.520861277080031 0.367609671661167 0.574438177828931 0.593723446439699 0.265233379159381 0.29910016940576 0.393911537436717 0.5676511422441 0.568057882461154 0.994475138121547 0.760607488450134 0.650828749948716 0.167912860722658 0.543057996485062 0.324583652416175 0.390098447557743 0.726708492800144 0.5 0.728317671595623 0.204369589829995 0.410334346504559 0.720753571152704 0.299126007997807 0.364070034295145 0.246529509736845 0.515941161073346 0.947712418300654 0.868460388639761 0.320685620178556 0.424528301886793 0.516059957173448 0.697841726618705 0.428719093690565 0.389438246973272 0.761937600178924 0.39510067923315 0.305165703502772 0.739752588173364 0.260563494905433
U16 0.166945054594237 0.228116396791096 0.781267394466091 0.468231792795353 0.537868750052523 0.807438128407399 0.850216663100853 0.923634403194668 0.767836922818357 0.932281139553528 0.980862063493299 0.844981097410168 0.843657926316673 0.982238043081417 0.204320125361733 0.890882092157783 0.990707988436608 0.470919778608159 0.899886570831478 0.577957208797068 0.425627644266907 0.152178939427169 0.827642387732749 0.713843602007769 0 0.55253935571949 0.885484586301276 0.677254472435195 0.145728441461216 0.938380795910916 0.878337090765753 0.494891036954487 0.682522167344639 0.395489765541401 0.567709650319059 0.960606837407658 0.796208223969338 0.835059245245445 0.888325116623611 0.288778775283747 0.998904709748083 0.944771381365214 0.927949666060002 0.93178416905903 0.959534631007926 0.496935422580861 0.56890447528228 0.352269684799805 0.980265559847044 0.945298003971052 0.99337984786963 0.338924970868079 0.982802730546473 0.82877782837171 0.840299366502598 0.821426571595437 0.556900141960565 0.334796568204459 0.58864119579924 0.807799750973096 0.663937715489648 0.730085858770811 0.557690490682734 0.785587937702308 0.58073741692086 0.783045139611599 0.994509057579421 0.966224971185992 0.933134904067964 0.700255567725447 0.69270908677592 0.688546672577012 0.998904709748083 0.839584041495134 0.445578042756229 0.119552633520422 0.373809101311289 0.495331549745929 0.238196243955868 0.822543154931532
U160 0.624788310999958 0.569980919991962 0.758346966712297 0.661611633306217 0.426115084305218 0.90755699977879 0.85131195335277 0.919868924691133 0.812571673742449 0.931701030927835 0.981957353745216 0.842700873792786 0.837277927677586 0.983333333333333 0.68342827359792 0.884010223233896 0.991803278688524 0.349765512888161 0.898003831579711 0.538101506237155 0.441316241364163 0.557265512041168 0.823103360488798 0.6734018080851 0.55253935571949 0 0.343625983588258 0.641979880269086 0.578965864779259 0.94 0.820348057350951 0.491706614253062 0.64613197334239 0.754956032232727 0.551006159278511 0.961702127659574 0.700426877112079 0.524078032687549 0.887537667623761 0.30097127412116 1 0.939429505103156 0.920424789060227 0.743963109779806 0.960629921259842 0.489441486648353 0.54434250764526 0.351851851851852 0.982456140350877 0.943415264719285 0.994475138121547 0.72313138082937 0.98389802079839 0.673665301265475 0.840070298769771 0.799832399340261 0.37132913456993 0.44519923363126 0.581897687792021 0.285961641799956 0.660556687033265 0.725409962919171 0.48549190878237 0.78304888786595 0.444272897823913 0.760325860977047 0.99372160857957 0.967320261437908 0.93423019431988 0.69268520108949 0.679245283018868 0.614075485796441 1 0.823986937284922 0.346828609986505 0.641376381077003 0.373021652311438 0.446746352375547 0.706114947096518 0.598630553584429
U163 0.917717318271664 0.910676262095361 0.741596985366927 0.713679143757215 0.418802245146673 0.977628635346756 0.85131195335277 0.915759190104371 0.81570824714976 0.931701030927835 0.981957353745216 0.840062784152414 0.83676834295136 0.983333333333333 0.959790661277626 0.881516364935236 0.991803278688525 0.417043133941098 0.902077151335312 0.533306822144592 0.494143966311357 0.894144068698349 0.813352908277405 0.663757584536398 0.885484586301276 0.343625983588258 0 0.616342394865885 0.907886381069245 0.94 0.819345661450925 0.49102377486657 0.638370292818895 0.955885916576233 0.543309405111231 0.961702127659574 0.700127258527722 0.495895501691719 0.888641425389755 0.6393290189193 1 0.936791415462784 0.91219659887975 0.568876555263975 0.960629921259842 0.481196847256291 0.54434250764526 0.556102411135968 0.982456140350877 0.947488584474886 0.994475138121547 0.948952369720751 0.98389802079839 0.66635246210693 0.84182776801406 0.791671155857524 0.347289812092396 0.782355589525594 0.570588235294118 0.364740688921438 0.654069952790045 0.724924012158055 0.823532919699142 0.780410798225577 0.395744629669722 0.742992119773078 0.991083518939198 0.967320261437909 0.93423019431988 0.686252841343001 0.679245283018868 0.604419661890596 1 0.810325541927023 0.569432745518934 0.951133637027506 0.582649069526202 0.471650713316463 0.924373874611229 0.582131252087825
U164 0.69139947065365 0.710340132026879 0.375545068168019 0.70172080376162 0.393181602900273 0.949078803011387 0.837843939884756 0.748739011384926 0.817945383615085 0.914367038078378 0.956748089607576 0.780886825241664 0.713781119799257 0.97996632996633 0.731857284013056 0.835243188184365 0.964867251752498 0.315348806874231 0.858935547362847 0.253938964239785 0.480095068330362 0.697235122807642 0.661510942760943 0.380253373059128 0.677254472435195 0.641979880269086 0.616342394865885 0 0.683017027675052 0.906363636363636 0.804455172876225 0.452957522826518 0.572714560287054 0.784754927612071 0.389962153048386 0.933877784941615 0.620601003076664 0.231098867462504 0.854386477994496 0.438680840427565 0.986531986531986 0.873651771956857 0.718310928837245 0.405613245390916 0.937060897690819 0.30268673125816 0.487103450406203 0.377777777777778 0.925837320574163 0.907937825746045 0.994475138121547 0.740981433074085 0.970430007330376 0.380963189951954 0.805808524613446 0.626248489671557 0.302830144178118 0.683097222878814 0.557120221826104 0.694041391109795 0.559861314508155 0.611453951879484 0.677081814068116 0.47686235991098 0.249755620723363 0.578218187982555 0.865583434491924 0.953852247969895 0.90392716401685 0.414141414141414 0.652309256082841 0.516059957173447 0.986531986531986 0.77528155114362 0.340673945937104 0.713281345405698 0.348531873671538 0.419053927250648 0.717385234458405 0.382512911924677
U17 0.203034216931342 0.168991882910589 0.771765098162791 0.580605011657898 0.559845061034657 0.85384719703857 0.838795189830195 0.902245398837033 0.791205130873191 0.915318288023817 0.963230357379848 0.848661441735043 0.837605275290301 0.975733869766056 0.297762853381066 0.8690898800289 0.973922187941989 0.492259013877328 0.883433328602184 0.595769011189537 0.44015970268304 0.136450414491138 0.815140254805543 0.733627224282264 0.145728441461216 0.578965864779259 0.907886381069245 0.683017027675052 0 0.921224854716138 0.902952478394212 0.472897589111014 0.702144709747877 0.461168395008359 0.552773225974651 0.943821036913039 0.822028434416001 0.860680811446854 0.868070206180127 0.307363811518823 0.985695127402772 0.922777933521741 0.905956218216529 0.94955754239143 0.943642885050634 0.47989098837812 0.578987804494606 0.363979536085035 0.963680995067015 0.936249624925751 0.990004865434913 0.411849221844066 0.971045799375781 0.847468268598092 0.822562385444352 0.807552276742228 0.575509439282915 0.324048742012264 0.567743038207684 0.83203714840286 0.646673782912406 0.715355726364962 0.540575958472971 0.769444951910792 0.601372646097003 0.771037417245836 0.972761401290021 0.954803497915334 0.916349103573345 0.680450306665494 0.70505056468822 0.708489082930419 0.987483236477425 0.861618084565227 0.420962140229016 0.0980385230960229 0.352061445021889 0.519687520610888 0.290050917496211 0.843232998298869
U179 0.925158978755206 0.939712905676761 0.823087431693989 0.77089407191448 0.53501705029838 0.973333333333333 0.597667638483965 0.420557717250324 0.815912440398786 0.605567010309278 0.265189538910151 0.52489247311828 0.634550700741962 0.965 0.950452016689847 0.49375350140056 0.613333333333333 0.79320419693301 0.61419881305638 0.84723032512914 0.936666666666667 0.941602074770014 0.702083333333333 0.558884892086331 0.938380795910916 0.94 0.94 0.906363636363636 0.921224854716138 0 0.234388335704125 0.45874332848132 0.354875133151852 0.949147043432758 0.534974785678265 0.315709219858156 0.335377839592026 0.870550964187328 0.410705270972532 0.759540161439725 0.255 0.282485875706215 0.5031328320802 0.939758337361044 0.309855643044619 0.685497835497835 0.611865443425076 0.594444444444444 0.505789473684211 0.16837899543379 0.994475138121547 0.939563365282215 0.472711058928771 0.553164794007491 0.553933801991799 0.764921379764551 0.840559131642055 0.931986479459178 0.5 0.941666666666667 0.460863279636514 0.405729483282675 0.927041836356905 0.849649583880859 0.853817204301075 0.582128044301294 0.703234105108416 0.947712418300654 0.861793721973094 0.680033467202142 0.415094339622642 0.51249107780157 0.784114365411437 0.637068965517241 0.595121457489879 0.942970639032815 0.683016759776536 0.501830601092896 0.930243902439024 0.537285067873303
U18 0.917754683382855 0.906133781213046 0.813029055802999 0.771416959386884 0.414118520189324 0.995732574679943 0.597667638483965 0.490322187844203 0.820424078859504 0.66489896027335 0.470405284856667 0.561671178818887 0.804813665142558 0.983333333333333 0.966640749526336 0.547575217853856 0.758134925261759 0.810023799765102 0.662333112434627 0.766654434504552 0.819345661450925 0.885462667754753 0.794905761024182 0.499283645629727 0.878337090765753 0.820348057350951 0.819345661450925 0.804455172876225 0.902952478394212 0.234388335704125 0 0.458141202567771 0.53562812739545 0.961394427559841 0.661128123903822 0.498750037831785 0.384555956293018 0.757362190376545 0.471298634233812 0.73958540977617 0.309108582266477 0.282485875706215 0.537797195691933 0.819103998811969 0.324357926098498 0.700544974229185 0.751071206406793 0.565507612876034 0.558795637743006 0.244958007755412 0.994475138121547 0.954526243075091 0.584534197857173 0.514480476928732 0.609676830655464 0.805505600490717 0.800403205174125 0.814665474243436 0.5 0.829900704750696 0.545194872038934 0.447392201031619 0.818468793234475 0.776862068514327 0.802903072852139 0.719731731981801 0.711902525167772 0.947712418300654 0.868460388639761 0.801607568253098 0.424528301886793 0.519628836545325 0.815244885934161 0.692614574647243 0.566956632746106 0.956642148011114 0.587601420885749 0.541741482638808 0.93557228602158 0.685536453338311
U182 0.47551172953367 0.493251340465525 0.457973409374727 0.569682978202718 0.276681421255294 0.840319687726586 0.41511593200391 0.43022256960374 0.779439702847293 0.479675940515314 0.507184243079249 0.407183719146672 0.43495941788637 0.597113051916545 0.534245160976854 0.443749260985326 0.514365141861741 0.449546107639513 0.428765385706285 0.401486034206475 0.483745754488113 0.495133206719426 0.424724041727317 0.376031052886948 0.494891036954487 0.491706614253062 0.49102377486657 0.452957522826518 0.472897589111014 0.45874332848132 0.458141202567771 0 0.304779385563603 0.596410728662756 0.404377088806529 0.482434678476674 0.37708884583486 0.430325485903096 0.407626414405185 0.424418861100084 0.538088306647259 0.453104055132032 0.433058629105515 0.488140707924963 0.488043798018697 0.371177238925211 0.423433890202049 0.232298237101731 0.497254781787073 0.474357440529601 0.735467415109867 0.576161305424179 0.532325299434019 0.388929776643824 0.369445446398041 0.438949769736066 0.438778189124178 0.47858036592206 0.214701601164483 0.49421314405739 0.233004875461978 0.252650541464069 0.479164634515475 0.41462591995389 0.442237560845816 0.373164096020683 0.504345146675782 0.662414019465137 0.662051814283197 0.434822258466179 0.242614411395824 0.256793078763661 0.572537603105289 0.409070755742944 0.35371522805446 0.50474328322938 0.232896652110626 0.241208708171268 0.549186400160945 0.390178734129415
U19 0.763044573227067 0.726835547350416 0.568875887921551 0.694421027968531 0.277756050368708 0.954990130250549 0.601278740872607 0.289263620173778 0.804803116873043 0.646587072465112 0.428139932768709 0.474491636727385 0.286008861471042 0.896459147039097 0.827954774928444 0.430524322405018 0.394454480014125 0.456662708052904 0.582961550064921 0.520017698555535 0.602674872766008 0.674849744385278 0.431775210084034 0.231551603314342 0.682522167344639 0.64613197334239 0.638370292818895 0.572714560287054 0.702144709747877 0.354875133151852 0.53562812739545 0.304779385563603 0 0.860479403028817 0.237562994770259 0.363169756964818 0.261721848723035 0.534536827185769 0.456234678695343 0.437788489806738 0.457353927486488 0.415828971837004 0.276513570587612 0.622026075081255 0.4670971638073 0.359478183078609 0.338712251924933 0.43417323110778 0.600697061626726 0.477933948034163 0.978849698777651 0.849032600035469 0.596000217418329 0.249957112137465 0.564220846634651 0.488541494050234 0.517587875740982 0.654614481419119 0.452538761983667 0.667056178804962 0.179674201390768 0.337681911242171 0.647178626783897 0.527102632802302 0.52786166715664 0.237643752553179 0.428627801571737 0.900606251890427 0.831226875895309 0.415329998734037 0.385149967507598 0.494830426063118 0.828577173105084 0.574862290715218 0.350705806642666 0.776522438501782 0.426170562646335 0.266098034688362 0.826445617752426 0.205877800741098
U198 0.326649041363388 0.599570840534696 0.855286692230486 0.24497271436047 0.602579493335796 0.547198654742796 0.857217612319653 0.927720324885417 0.736851667745221 0.959012391633894 0.980504798125668 0.948133471750983 0.931741559582803 0.982810047095761 0.213872689334641 0.967710160987472 0.989710133738237 0.620036541344047 0.931252300052639 0.723092187579751 0.474636008249454 0.510757327005964 0.843720565149137 0.768311253665827 0.395489765541401 0.754956032232727 0.955885916576233 0.784754927612071 0.461168395008359 0.949147043432758 0.961394427559841 0.596410728662756 0.860479403028817 0 0.628728493608546 0.966026476056871 0.885525495102288 0.959761018202577 0.928477609992087 0.502997730071966 0.997906855049712 0.950092683748858 0.930816051116803 0.985222411826016 0.958536776309555 0.578374006945436 0.687310068699322 0.472347229490087 0.979839709163018 0.96846304380551 0.993951851883975 0.114276602752185 0.992942218561618 0.890859541742367 0.903803619595736 0.831851938297974 0.751053457820375 0.612379597224705 0.611998645612091 0.938528355466466 0.77008540524207 0.802108732199918 0.820634294215508 0.81246205143333 0.763176403729399 0.84359037341383 0.995178497147311 0.966796975200337 0.938482188322035 0.78986379846965 0.739526870254633 0.759510195117414 0.999476713762428 0.915042674894892 0.767943209672533 0.446607180137898 0.657750336920329 0.661309416578737 0.378195555895904 0.89127958875858
U2 0.561353146374737 0.580370170217609 0.368271496242653 0.601757210340371 0.39447825700036 0.858413367556817 0.746183669058719 0.41433036844305 0.784179701716869 0.799829218460003 0.597685962171073 0.561082914450246 0.352907670683081 0.977281896116994 0.61730074198139 0.554104001661179 0.592710994270975 0.313762807104944 0.728092046490121 0.315327871226299 0.429349470499244 0.571361719951354 0.291291603630862 0.279869175763776 0.567709650319059 0.551006159278511 0.543309405111231 0.389962153048386 0.552773225974651 0.534974785678265 0.661128123903822 0.404377088806529 0.237562994770259 0.628728493608546 0 0.566202079376831 0.381923961461014 0.368083669871595 0.583967734653238 0.307571443414317 0.626323751891074 0.543222475789977 0.37398109494614 0.508446493113163 0.584692722789379 0.187746681673632 0.211855820344488 0.222054126743991 0.733474002707222 0.605908440925953 0.994475138121547 0.61403152837457 0.699862010585448 0.29706097332948 0.718752808361406 0.322371747903612 0.332879341880425 0.553953377499699 0.5 0.57109502431909 0.199050229303478 0.450385112360842 0.552469556577073 0.323326859117214 0.341231651836308 0.225125244524209 0.487031943515471 0.947712418300654 0.868460388639761 0.281114776807685 0.422107727000257 0.515346181299072 0.957942511346445 0.691164553880397 0.234617017931772 0.59960414821318 0.233841563907741 0.252612782421071 0.593845245562894 0.294703623332261
U20 0.943847928708076 0.96007399350132 0.881792814788978 0.793077352521556 0.555052511291288 0.991489361702128 0.597667638483965 0.439332726219058 0.82184655396619 0.65030160122834 0.226820841524842 0.532035003431709 0.453933451439196 0.979078014184397 0.967431124789157 0.495691042374397 0.453470526682944 0.817616300036062 0.613788749289728 0.880447642506643 0.961702127659574 0.959720330830449 0.718882978723404 0.586285014541558 0.960606837407658 0.961702127659574 0.961702127659574 0.933877784941615 0.943821036913039 0.315709219858156 0.498750037831785 0.482434678476674 0.363169756964818 0.966026476056871 0.566202079376831 0 0.350321072411446 0.895586425180236 0.419826564943373 0.789634522311285 0.308368794326241 0.378627238850823 0.5216445368741 0.961460465020618 0.39463896800134 0.707575099672364 0.570108660290195 0.61725768321513 0.562038073908175 0.43997862625085 0.994475138121547 0.958507239480661 0.502270407617036 0.575256992589051 0.570437123733313 0.749824227679017 0.86799648746848 0.957021940452086 0.495744680851064 0.961702127659575 0.485030803167321 0.427355623100304 0.949114197263425 0.874347862554869 0.886883245634104 0.527335682571514 0.673053555091604 0.943457099151717 0.864205069490825 0.636725625907887 0.420272982737856 0.513232189773262 0.851277485978812 0.60476889214967 0.629642231601918 0.96040679087201 0.704718887436111 0.526961981164981 0.951946030098599 0.558987195532878
U22 0.837003293184695 0.811351106791561 0.585757769214984 0.676707201855509 0.297064692721135 0.945757997218359 0.459197865516165 0.288386918710055 0.785441960821904 0.476124844070373 0.403116685208406 0.299733052178204 0.422032638993197 0.650231803430691 0.888966156699119 0.235475274950036 0.377997674365581 0.514175930384884 0.414309769173308 0.546845930803823 0.656467315716273 0.802505416686743 0.469497566063978 0.327538247566064 0.796208223969338 0.700426877112079 0.700127258527722 0.620601003076664 0.822028434416001 0.335377839592026 0.384555956293018 0.37708884583486 0.261721848723035 0.885525495102288 0.381923961461014 0.350321072411446 0 0.586995252818998 0.353495585409497 0.543167614585341 0.431298099211868 0.28166474151953 0.289944262603658 0.690029517125109 0.384693307634181 0.378381642200438 0.400556328233658 0.46583217431618 0.444220774467462 0.351439404042906 0.952112740992324 0.877971601487689 0.509988153997105 0.267436045693926 0.411853995614882 0.507804086999623 0.534415568343217 0.687477624278824 0.307101366276691 0.702803839933313 0.211363366096034 0.268411463067161 0.690579237381303 0.54510206356836 0.556537604498482 0.349043310814725 0.443902547486479 0.737421255011045 0.804489918109981 0.460655789593236 0.317736898732516 0.466995559500019 0.596662030598053 0.315196713187217 0.474401674990944 0.878535602845057 0.508080745293354 0.359572721676281 0.862892228365955 0.364357233211034
U23 0.887320430027829 0.867736301471241 0.430209321230186 0.736392549936149 0.362674642260785 1 0.78932848227839 0.750313535067691 0.82184655396619 0.865851580472012 0.918333642102219 0.732371367635297 0.694644110292765 0.937878787878788 0.949244627332881 0.796629395559877 0.925687576209186 0.372641226262182 0.819322166907816 0.306417954300609 0.509803921568627 0.843419852181129 0.640237603305785 0.391922825376063 0.835059245245445 0.524078032687549 0.495895501691719 0.231098867462504 0.860680811446854 0.870550964187328 0.757362190376545 0.430325485903096 0.534536827185769 0.959761018202577 0.368083669871595 0.895586425180236 0.586995252818998 0 0.81552209685435 0.588888086903172 0.93801652892562 0.833706868375589 0.717392655191698 0.260953708622763 0.898646450185462 0.414285714285714 0.465830110951045 0.51010101010101 0.88639988400754 0.869523378240688 0.95315282407196 0.952337417157342 0.92191454972401 0.363822081901755 0.76692471931328 0.628269606412358 0.296444184365426 0.779940949704104 0.508604764219738 0.668250464371282 0.537968396366504 0.587141098746515 0.791118073807987 0.519683756692477 0.284294558488107 0.544206493419765 0.846237254776896 0.913601253173446 0.868114491840542 0.391549669753394 0.613129580539529 0.474363058264168 0.946280991735537 0.736867103638264 0.516208273385307 0.924752708431465 0.559005494251812 0.433681073025335 0.938077000604717 0.340731461052317
U24 0.868646168229373 0.889005972726154 0.859093370817968 0.759604000683952 0.484218980513674 0.989606533036377 0.475173206412696 0.442398296834874 0.81293786799737 0.250944251831102 0.447097675290817 0.353326987091985 0.734569385970227 0.732405345211581 0.89254129869808 0.1939666735291 0.723311061618411 0.828610705163119 0.210312398802482 0.804591045701343 0.880475129918337 0.888087793016472 0.79577301410542 0.522844530611591 0.888325116623611 0.887537667623761 0.888641425389755 0.854386477994496 0.868070206180127 0.410705270972532 0.471298634233812 0.407626414405185 0.456234678695343 0.928477609992087 0.583967734653238 0.419826564943373 0.353495585409497 0.81552209685435 0 0.746480865688032 0.231262063845583 0.31617027166459 0.537912152318435 0.887191449556019 0.21795298972929 0.692708182685911 0.717373980915797 0.577439577662295 0.188371820419646 0.335636777821847 0.913433576558507 0.919237460597565 0.610750043519872 0.553247749889476 0.383596692774283 0.824613407803406 0.835121001780219 0.875052552213447 0.353805843049915 0.89086859688196 0.535045523164515 0.292783919235135 0.875313028499714 0.817920194484848 0.842509439535088 0.689251496957004 0.738857799070007 0.799976709317729 0.799770957550577 0.782944696380175 0.368996091944363 0.445594858270182 0.440035659593766 0.265558200855029 0.561172826704417 0.889573260094395 0.627946232679283 0.527365000547665 0.896601300088725 0.618522139025218
U25 0.368414556934314 0.328782141430113 0.531076930085449 0.439386030598935 0.404267718789882 0.828454309048981 0.816761707234927 0.667631062292337 0.789718813222371 0.854570726396909 0.843928407633966 0.677976411530433 0.598105511059067 0.983333333333333 0.431354068835773 0.677706572903079 0.810390540092022 0.22949121783405 0.795797635301088 0.308522467171104 0.294569117841658 0.266488282709657 0.572213676061929 0.484588351549804 0.288778775283747 0.30097127412116 0.6393290189193 0.438680840427565 0.307363811518823 0.759540161439725 0.73958540977617 0.424418861100084 0.437788489806738 0.502997730071966 0.307571443414317 0.789634522311285 0.543167614585341 0.588888086903172 0.746480865688032 0 0.872807992589652 0.696361886947336 0.667940195864811 0.704764812077798 0.797072954209426 0.237261303886382 0.34142717184262 0.219660947171864 0.818004220555358 0.773306432754898 0.994475138121547 0.467346251555273 0.878362086518841 0.592802565669451 0.768464764450981 0.564675617688869 0.295471643829501 0.248560240146803 0.5 0.540170922487467 0.408012365009816 0.503027447327364 0.369646517639579 0.529603397881749 0.343874012700608 0.528987661226787 0.739756024008057 0.961365517491898 0.877850310732603 0.440304024088945 0.511018148861108 0.519231853615591 0.99404525605399 0.712530743361943 0.316613708822396 0.380834672036564 0.231049609559526 0.269186965944071 0.434678879539887 0.583105053179546
U26 0.98341521316232 0.998371865841745 0.989754098360656 0.865889212827988 0.593350383631714 1 0.597667638483965 0.535577172503243 0.850455136540962 0.442525773195876 0.323100054674686 0.528225806451613 0.682179170101676 0.955 1 0.370616246498599 0.669672131147541 0.890112994350283 0.397774480712166 0.935278030993619 1 0.998385202583676 0.883333333333333 0.654676258992806 0.998904709748083 1 1 0.986531986531986 0.985695127402772 0.255 0.309108582266477 0.538088306647259 0.457353927486488 0.997906855049712 0.626323751891074 0.308368794326241 0.431298099211868 0.93801652892562 0.231262063845583 0.872807992589652 0 0.282485875706215 0.650802005012531 0.999758337361044 0.228346456692913 0.800006184291899 0.78565749235474 0.659259259259259 0.351754385964912 0.209269406392694 0.994475138121547 0.996805111821086 0.519159118863916 0.685393258426966 0.543239601640305 0.935910924508109 0.956455887921242 0.995319812792512 0.5 1 0.62966955803387 0.419159067882472 0.988893002591633 0.947437582128778 0.956989247311828 0.672433180765102 0.869900771775083 0.947712418300654 0.868460388639761 0.854323962516734 0.473899371069182 0.516059957173448 0.64581589958159 0.390574712643678 0.687584345479082 1 0.748063314711359 0.619617486338798 0.995121951219512 0.606334841628959
