Param1 Param2 Cluster distribution k Trace stats.attr Size Fraction
35.8045255882187 3.47602845979059 2 gamma 18 gwa-t1 bot_user_iat 1 0.00574712643678161
18.3279472036732 1.90866999788353 3 gamma 18 gwa-t1 bot_user_iat 32 0.183908045977011
23.4136437788571 2.41989017174806 4 gamma 18 gwa-t1 bot_user_iat 11 0.0632183908045977
13.8399060120172 1.29219059795545 5 gamma 18 gwa-t1 bot_user_iat 13 0.0747126436781609
24.1537104988686 2.6927464954584 6 gamma 18 gwa-t1 bot_user_iat 34 0.195402298850575
12.3760219736066 1.00502866552682 7 gamma 18 gwa-t1 bot_user_iat 3 0.0172413793103448
18.2556125880338 1.81496217962012 8 gamma 18 gwa-t1 bot_user_iat 19 0.109195402298851
23.234399245481 1.55740358627601 9 gamma 18 gwa-t1 bot_user_iat 1 0.00574712643678161
17.5475705361362 1.8315503986843 11 gamma 18 gwa-t1 bot_user_iat 9 0.0517241379310345
35.4985968946834 4.0366577305243 12 gamma 18 gwa-t1 bot_user_iat 2 0.0114942528735632
22.059655919228 1.8622751538354 13 gamma 18 gwa-t1 bot_user_iat 1 0.00574712643678161
22.1347482055151 2.10412849975862 15 gamma 18 gwa-t1 bot_user_iat 3 0.0172413793103448
2.2505731372324 0.170293204128686 18 lognormal 18 gwa-t1 bot_user_iat 1 0.00574712643678161
11.7454236629635 0.95603422670243 10 normal 18 gwa-t1 bot_user_iat 1 0.00574712643678161
0.0998191981140113 NA 15 exponential 19 gwa-t1 bot_user_iat 1 0.00574712643678161
0.120480733809514 NA 17 exponential 19 gwa-t1 bot_user_iat 1 0.00574712643678161
0.0865451401270934 NA 18 exponential 19 gwa-t1 bot_user_iat 1 0.00574712643678161
24.4200319266908 2.66980953289195 1 gamma 19 gwa-t1 bot_user_iat 40 0.229885057471264
35.8045255882187 3.47602845979059 2 gamma 19 gwa-t1 bot_user_iat 1 0.00574712643678161
18.3279472036732 1.90866999788353 3 gamma 19 gwa-t1 bot_user_iat 32 0.183908045977011
23.4136437788571 2.41989017174806 4 gamma 19 gwa-t1 bot_user_iat 11 0.0632183908045977
13.8399060120172 1.29219059795545 5 gamma 19 gwa-t1 bot_user_iat 13 0.0747126436781609
25.0707438889985 2.80313864065343 6 gamma 19 gwa-t1 bot_user_iat 29 0.166666666666667
12.3760219736066 1.00502866552682 7 gamma 19 gwa-t1 bot_user_iat 3 0.0172413793103448
18.2556125880338 1.81496217962012 8 gamma 19 gwa-t1 bot_user_iat 19 0.109195402298851
19.4390285351957 2.12471730946777 9 gamma 19 gwa-t1 bot_user_iat 5 0.028735632183908
23.234399245481 1.55740358627601 10 gamma 19 gwa-t1 bot_user_iat 1 0.00574712643678161
17.5475705361362 1.8315503986843 12 gamma 19 gwa-t1 bot_user_iat 9 0.0517241379310345
35.4985968946834 4.0366577305243 13 gamma 19 gwa-t1 bot_user_iat 2 0.0114942528735632
22.059655919228 1.8622751538354 14 gamma 19 gwa-t1 bot_user_iat 1 0.00574712643678161
22.1347482055151 2.10412849975862 16 gamma 19 gwa-t1 bot_user_iat 3 0.0172413793103448
32.3497718261491 3.35515474842134 19 gamma 19 gwa-t1 bot_user_iat 1 0.00574712643678161
15.9915354598193 12.1145875311044 11 weibull 19 gwa-t1 bot_user_iat 1 0.00574712643678161
22.9399391168374 2.08697952456347 2 gamma 2 gwa-t1 bot_user_iat 24 0.137931034482759
2.21600756327669 0.210317791556923 1 lognormal 2 gwa-t1 bot_user_iat 150 0.862068965517241
0.0998191981140113 NA 16 exponential 20 gwa-t1 bot_user_iat 1 0.00574712643678161
0.120480733809514 NA 18 exponential 20 gwa-t1 bot_user_iat 1 0.00574712643678161
0.0865451401270934 NA 19 exponential 20 gwa-t1 bot_user_iat 1 0.00574712643678161
22.7369321879785 2.47920146858345 1 gamma 20 gwa-t1 bot_user_iat 38 0.218390804597701
35.8045255882187 3.47602845979059 2 gamma 20 gwa-t1 bot_user_iat 1 0.00574712643678161
18.3279472036732 1.90866999788353 3 gamma 20 gwa-t1 bot_user_iat 32 0.183908045977011
23.4136437788571 2.41989017174806 4 gamma 20 gwa-t1 bot_user_iat 11 0.0632183908045977
13.8399060120172 1.29219059795545 5 gamma 20 gwa-t1 bot_user_iat 13 0.0747126436781609
25.0707438889985 2.80313864065343 6 gamma 20 gwa-t1 bot_user_iat 29 0.166666666666667
12.3760219736066 1.00502866552682 7 gamma 20 gwa-t1 bot_user_iat 3 0.0172413793103448
18.2556125880338 1.81496217962012 8 gamma 20 gwa-t1 bot_user_iat 19 0.109195402298851
19.4390285351957 2.12471730946777 9 gamma 20 gwa-t1 bot_user_iat 5 0.028735632183908
23.234399245481 1.55740358627601 10 gamma 20 gwa-t1 bot_user_iat 1 0.00574712643678161
34.3323019063717 3.79235611476553 12 gamma 20 gwa-t1 bot_user_iat 2 0.0114942528735632
17.5475705361362 1.8315503986843 13 gamma 20 gwa-t1 bot_user_iat 9 0.0517241379310345
35.4985968946834 4.0366577305243 14 gamma 20 gwa-t1 bot_user_iat 2 0.0114942528735632
22.059655919228 1.8622751538354 15 gamma 20 gwa-t1 bot_user_iat 1 0.00574712643678161
22.1347482055151 2.10412849975862 17 gamma 20 gwa-t1 bot_user_iat 3 0.0172413793103448
2.2505731372324 0.170293204128686 20 lognormal 20 gwa-t1 bot_user_iat 1 0.00574712643678161
11.7454236629635 0.95603422670243 11 normal 20 gwa-t1 bot_user_iat 1 0.00574712643678161
23.2625760446712 2.12081029850795 2 gamma 3 gwa-t1 bot_user_iat 23 0.132183908045977
23.234399245481 1.55740358627601 3 gamma 3 gwa-t1 bot_user_iat 1 0.00574712643678161
2.21600756327669 0.210317791556923 1 lognormal 3 gwa-t1 bot_user_iat 150 0.862068965517241
0.0865079027453085 NA 4 exponential 4 gwa-t1 bot_user_iat 2 0.0114942528735632
19.896003193924 1.88072764161889 2 gamma 4 gwa-t1 bot_user_iat 21 0.120689655172414
23.234399245481 1.55740358627601 3 gamma 4 gwa-t1 bot_user_iat 1 0.00574712643678161
2.21600756327669 0.210317791556923 1 lognormal 4 gwa-t1 bot_user_iat 150 0.862068965517241
0.0865079027453085 NA 4 exponential 5 gwa-t1 bot_user_iat 2 0.0114942528735632
0.120480733809514 NA 5 exponential 5 gwa-t1 bot_user_iat 1 0.00574712643678161
19.896003193924 1.88072764161889 2 gamma 5 gwa-t1 bot_user_iat 21 0.120689655172414
23.234399245481 1.55740358627601 3 gamma 5 gwa-t1 bot_user_iat 1 0.00574712643678161
2.22189463225198 0.209026235136192 1 lognormal 5 gwa-t1 bot_user_iat 149 0.85632183908046
0.0865079027453085 NA 5 exponential 6 gwa-t1 bot_user_iat 2 0.0114942528735632
0.120480733809514 NA 6 exponential 6 gwa-t1 bot_user_iat 1 0.00574712643678161
19.896003193924 1.88072764161889 2 gamma 6 gwa-t1 bot_user_iat 21 0.120689655172414
21.3737686193198 2.16199683244509 3 gamma 6 gwa-t1 bot_user_iat 32 0.183908045977011
23.234399245481 1.55740358627601 4 gamma 6 gwa-t1 bot_user_iat 1 0.00574712643678161
2.20467626245736 0.206658200316282 1 lognormal 6 gwa-t1 bot_user_iat 117 0.672413793103448
0.120480733809514 NA 7 exponential 7 gwa-t1 bot_user_iat 1 0.00574712643678161
21.004181392474 2.00301213984248 2 gamma 7 gwa-t1 bot_user_iat 17 0.0977011494252874
21.3737686193198 2.16199683244509 3 gamma 7 gwa-t1 bot_user_iat 32 0.183908045977011
13.4506490977536 1.1002169004808 4 gamma 7 gwa-t1 bot_user_iat 4 0.0229885057471264
23.234399245481 1.55740358627601 5 gamma 7 gwa-t1 bot_user_iat 1 0.00574712643678161
2.20467626245736 0.206658200316282 1 lognormal 7 gwa-t1 bot_user_iat 117 0.672413793103448
8.53083894158119 12.2576271821483 6 weibull 7 gwa-t1 bot_user_iat 2 0.0114942528735632
0.120480733809514 NA 7 exponential 8 gwa-t1 bot_user_iat 1 0.00574712643678161
0.0865451401270934 NA 8 exponential 8 gwa-t1 bot_user_iat 1 0.00574712643678161
21.004181392474 2.00301213984248 2 gamma 8 gwa-t1 bot_user_iat 17 0.0977011494252874
21.3737686193198 2.16199683244509 3 gamma 8 gwa-t1 bot_user_iat 32 0.183908045977011
13.4506490977536 1.1002169004808 4 gamma 8 gwa-t1 bot_user_iat 4 0.0229885057471264
23.234399245481 1.55740358627601 5 gamma 8 gwa-t1 bot_user_iat 1 0.00574712643678161
2.20467626245736 0.206658200316282 1 lognormal 8 gwa-t1 bot_user_iat 117 0.672413793103448
11.7454236629635 0.95603422670243 6 normal 8 gwa-t1 bot_user_iat 1 0.00574712643678161
0.102892237715861 NA 7 exponential 9 gwa-t1 bot_user_iat 2 0.0114942528735632
0.120480733809514 NA 8 exponential 9 gwa-t1 bot_user_iat 1 0.00574712643678161
21.004181392474 2.00301213984248 2 gamma 9 gwa-t1 bot_user_iat 17 0.0977011494252874
19.319721447685 1.94109633084986 3 gamma 9 gwa-t1 bot_user_iat 30 0.172413793103448
13.4506490977536 1.1002169004808 4 gamma 9 gwa-t1 bot_user_iat 4 0.0229885057471264
23.234399245481 1.55740358627601 5 gamma 9 gwa-t1 bot_user_iat 1 0.00574712643678161
2.20467626245736 0.206658200316282 1 lognormal 9 gwa-t1 bot_user_iat 117 0.672413793103448
11.7454236629635 0.95603422670243 6 normal 9 gwa-t1 bot_user_iat 1 0.00574712643678161
8.45043914466891 12.2594864410155 9 weibull 9 gwa-t1 bot_user_iat 1 0.00574712643678161
10.3104124012651 3.15353746573092 1 normal 1 gwa-t2 bot_user_iat 163 1
0.125249769731248 NA 7 exponential 10 gwa-t2 bot_user_iat 1 0.00613496932515337
0.0865112882027943 NA 9 exponential 10 gwa-t2 bot_user_iat 1 0.00613496932515337
0.107215860229535 NA 10 exponential 10 gwa-t2 bot_user_iat 1 0.00613496932515337
12.8744822060635 1.05725904263267 1 gamma 10 gwa-t2 bot_user_iat 68 0.417177914110429
8.27768996845001 0.595168837767906 2 gamma 10 gwa-t2 bot_user_iat 7 0.0429447852760736
15.3056918429323 1.11142324079557 3 gamma 10 gwa-t2 bot_user_iat 4 0.0245398773006135
14.540807925764 1.33696064710838 5 gamma 10 gwa-t2 bot_user_iat 30 0.184049079754601
18.4452234538739 1.89612736326619 6 gamma 10 gwa-t2 bot_user_iat 21 0.128834355828221
88.8899692606793 10.4174164774293 8 gamma 10 gwa-t2 bot_user_iat 4 0.0245398773006135
4.24358121914194 15.0100864793964 4 weibull 10 gwa-t2 bot_user_iat 26 0.159509202453988
0.125249769731248 NA 7 exponential 11 gwa-t2 bot_user_iat 1 0.00613496932515337
0.0865112882027943 NA 9 exponential 11 gwa-t2 bot_user_iat 1 0.00613496932515337
0.107215860229535 NA 10 exponential 11 gwa-t2 bot_user_iat 1 0.00613496932515337
12.8744822060635 1.05725904263267 1 gamma 11 gwa-t2 bot_user_iat 68 0.417177914110429
8.27768996845001 0.595168837767906 2 gamma 11 gwa-t2 bot_user_iat 7 0.0429447852760736
15.3056918429323 1.11142324079557 3 gamma 11 gwa-t2 bot_user_iat 4 0.0245398773006135
13.6638444152366 1.25367677071546 5 gamma 11 gwa-t2 bot_user_iat 28 0.171779141104294
18.4452234538739 1.89612736326619 6 gamma 11 gwa-t2 bot_user_iat 21 0.128834355828221
88.8899692606793 10.4174164774293 8 gamma 11 gwa-t2 bot_user_iat 4 0.0245398773006135
28.8699807836543 2.69793845644033 11 gamma 11 gwa-t2 bot_user_iat 2 0.0122699386503067
4.24358121914194 15.0100864793964 4 weibull 11 gwa-t2 bot_user_iat 26 0.159509202453988
0.125249769731248 NA 8 exponential 12 gwa-t2 bot_user_iat 1 0.00613496932515337
0.0865112882027943 NA 10 exponential 12 gwa-t2 bot_user_iat 1 0.00613496932515337
0.107215860229535 NA 11 exponential 12 gwa-t2 bot_user_iat 1 0.00613496932515337
12.8744822060635 1.05725904263267 1 gamma 12 gwa-t2 bot_user_iat 68 0.417177914110429
8.27768996845001 0.595168837767906 2 gamma 12 gwa-t2 bot_user_iat 7 0.0429447852760736
15.3056918429323 1.11142324079557 3 gamma 12 gwa-t2 bot_user_iat 4 0.0245398773006135
15.5477197585445 1.45420658634169 5 gamma 12 gwa-t2 bot_user_iat 17 0.104294478527607
18.4452234538739 1.89612736326619 6 gamma 12 gwa-t2 bot_user_iat 21 0.128834355828221
10.8872370723393 0.954507099522034 7 gamma 12 gwa-t2 bot_user_iat 11 0.0674846625766871
88.8899692606793 10.4174164774293 9 gamma 12 gwa-t2 bot_user_iat 4 0.0245398773006135
28.8699807836543 2.69793845644033 12 gamma 12 gwa-t2 bot_user_iat 2 0.0122699386503067
4.24358121914194 15.0100864793964 4 weibull 12 gwa-t2 bot_user_iat 26 0.159509202453988
0.125249769731248 NA 9 exponential 13 gwa-t2 bot_user_iat 1 0.00613496932515337
0.0865112882027943 NA 11 exponential 13 gwa-t2 bot_user_iat 1 0.00613496932515337
0.107215860229535 NA 12 exponential 13 gwa-t2 bot_user_iat 1 0.00613496932515337
13.2795410727891 1.06433787217341 1 gamma 13 gwa-t2 bot_user_iat 43 0.263803680981595
8.27768996845001 0.595168837767906 2 gamma 13 gwa-t2 bot_user_iat 7 0.0429447852760736
15.3056918429323 1.11142324079557 3 gamma 13 gwa-t2 bot_user_iat 4 0.0245398773006135
12.6596538995892 1.07649473380657 4 gamma 13 gwa-t2 bot_user_iat 25 0.153374233128834
15.5477197585445 1.45420658634169 6 gamma 13 gwa-t2 bot_user_iat 17 0.104294478527607
18.4452234538739 1.89612736326619 7 gamma 13 gwa-t2 bot_user_iat 21 0.128834355828221
10.8872370723393 0.954507099522034 8 gamma 13 gwa-t2 bot_user_iat 11 0.0674846625766871
88.8899692606793 10.4174164774293 10 gamma 13 gwa-t2 bot_user_iat 4 0.0245398773006135
28.8699807836543 2.69793845644033 13 gamma 13 gwa-t2 bot_user_iat 2 0.0122699386503067
4.24358121914194 15.0100864793964 5 weibull 13 gwa-t2 bot_user_iat 26 0.159509202453988
0.125249769731248 NA 10 exponential 14 gwa-t2 bot_user_iat 1 0.00613496932515337
0.0865112882027943 NA 12 exponential 14 gwa-t2 bot_user_iat 1 0.00613496932515337
0.107215860229535 NA 13 exponential 14 gwa-t2 bot_user_iat 1 0.00613496932515337
13.2795410727891 1.06433787217341 1 gamma 14 gwa-t2 bot_user_iat 43 0.263803680981595
8.27768996845001 0.595168837767906 2 gamma 14 gwa-t2 bot_user_iat 7 0.0429447852760736
15.3056918429323 1.11142324079557 3 gamma 14 gwa-t2 bot_user_iat 4 0.0245398773006135
12.6596538995892 1.07649473380657 4 gamma 14 gwa-t2 bot_user_iat 25 0.153374233128834
14.0559397153921 0.982403711539334 5 gamma 14 gwa-t2 bot_user_iat 8 0.049079754601227
15.5477197585445 1.45420658634169 7 gamma 14 gwa-t2 bot_user_iat 17 0.104294478527607
18.4452234538739 1.89612736326619 8 gamma 14 gwa-t2 bot_user_iat 21 0.128834355828221
10.8872370723393 0.954507099522034 9 gamma 14 gwa-t2 bot_user_iat 11 0.0674846625766871
88.8899692606793 10.4174164774293 11 gamma 14 gwa-t2 bot_user_iat 4 0.0245398773006135
28.8699807836543 2.69793845644033 14 gamma 14 gwa-t2 bot_user_iat 2 0.0122699386503067
4.1451007446143 14.7503278135961 6 weibull 14 gwa-t2 bot_user_iat 18 0.110429447852761
0.125249769731248 NA 10 exponential 15 gwa-t2 bot_user_iat 1 0.00613496932515337
0.0865112882027943 NA 12 exponential 15 gwa-t2 bot_user_iat 1 0.00613496932515337
0.107215860229535 NA 13 exponential 15 gwa-t2 bot_user_iat 1 0.00613496932515337
13.2795410727891 1.06433787217341 1 gamma 15 gwa-t2 bot_user_iat 43 0.263803680981595
8.20315736595266 0.618050964753901 2 gamma 15 gwa-t2 bot_user_iat 3 0.0184049079754601
15.3056918429323 1.11142324079557 3 gamma 15 gwa-t2 bot_user_iat 4 0.0245398773006135
12.6596538995892 1.07649473380657 4 gamma 15 gwa-t2 bot_user_iat 25 0.153374233128834
14.0559397153921 0.982403711539334 5 gamma 15 gwa-t2 bot_user_iat 8 0.049079754601227
15.5477197585445 1.45420658634169 7 gamma 15 gwa-t2 bot_user_iat 17 0.104294478527607
18.4452234538739 1.89612736326619 8 gamma 15 gwa-t2 bot_user_iat 21 0.128834355828221
10.8872370723393 0.954507099522034 9 gamma 15 gwa-t2 bot_user_iat 11 0.0674846625766871
88.8899692606793 10.4174164774293 11 gamma 15 gwa-t2 bot_user_iat 4 0.0245398773006135
28.8699807836543 2.69793845644033 14 gamma 15 gwa-t2 bot_user_iat 2 0.0122699386503067
