U101 U103 U104 U107 U109 U11 U110 U112 U115 U12 U121 U125 U126 U127 U128 U13 U132 U134 U135 U137 U139 U140 U143 U144 U145 U146 U148 U151 U152 U155 U157 U16 U160 U161 U164 U165 U169 U17 U170 U171 U173 U174 U175 U176 U177 U179 U18 U180 U185 U186 U19 U191 U195 U197 U198 U20 U203 U204 U207 U209 U21 U212 U215 U218 U22 U225 U23 U238 U242 U245 U249 U250 U252 U253 U255 U257 U26 U262 U268 U269 U27 U28 U282 U287 U29 U291 U293 U310 U32 U322 U329 U341 U35 U351 U355 U361 U365 U379 U38 U380 U389 U39 U392 U4 U406 U41 U42 U44 U47 U50 U51 U52 U53 U55 U56 U59 U60 U61 U63 U65 U66 U67 U69 U7 U72 U73 U74 U75 U76 U77 U8 U81 U82 U84 U87 U9 U90 U91 U92 U93
U152 0.178154522316559 0.240221190656729 0.280393755094363 0.0716273611266347 0.508795542335698 0.111738030932004 0.456784397004583 0.316285467169594 0.18170083272911 0.261099950629054 0.347955686130493 0.228556126820908 0.260546167137258 0.594674871276156 0.0532879072021578 0.0796664367671954 0.173785895059883 0.225263370129543 0.0621159762316154 0.347679154270529 0.276428602203042 0.0765119740224597 0.215926723638806 0.188027910392949 0.363168308252217 0.265377636124649 0.188747465880828 0.104763669626382 0 0.409788932485455 0.121554355256444 0.0857062573807778 0.168149710510859 0.244233152772677 0.18926175398368 0.169243698757244 0.280303234229263 0.337579488567176 0.155233070271631 0.165704603879411 0.271115309567318 0.194416903649436 0.0837194583570999 0.259048843187661 0.258281307381564 0.130398053386364 0.262173967486981 0.181069020711064 0.245248548568788 0.218585246830203 0.175695207415546 0.120943881263035 0.138485063380906 0.0696788495212547 0.29972625051512 0.13841985537534 0.0816696343201974 0.312921375563855 0.0716867671371642 0.178475246139587 0.286870417975816 0.160612005592387 0.120622906830262 0.228265678244754 0.456534974969558 0.326518039180924 0.187329097964731 0.294679311313214 0.407746358183376 0.0931876606683804 0.27972066398448 0.377267045588547 0.16486309187298 0.433161953727506 0.235544641829413 0.222722725633659 0.0581659872433339 0.425112116037754 0.248657100103595 0.423145111249003 0.15745501285347 0.375087637298434 0.290930123860715 0.0481018464196951 0.067980620440069 0.181634287159172 0.202339495112988 0.531778938736398 0.223428107543924 0.0760220582137823 0.217434405670098 0.107266722926006 0.0881548813256092 0.0831093713484458 0.0897338684322464 0.176870518197808 0.0694026196596892 0.173793751235911 0.329370179948586 0.265889490556668 0.146884923635264 0.0830435730171231 0.127556722923885 0.222882888353609 0.238177352439614 0.123936114778017 0.169280598728017 0.0911806588325048 0.401384747215081 0.171065409882891 0.36194158249499 0.163405114821731 0.123024650764233 0.23806376148773 0.187984575835476 0.126057455394262 0.227093474812667 0.321223347951006 0.231839091770089 0.159981797569816 0.315806472875882 0.21145744073122 0.401360445972098 0.126781958401496 0.151871530791021 0.114568149895317 0.299323842647599 0.266121826155094 0.4693352919574 0.392245072836332 0.20785222377935 0.229931395028473 0.107899867164878 0.38261959997492 0.527917973632697 0.18985646958012 0.0417655815539583 0.299831916155823 0.170381298517102 0.0977309922423516
U155 0.255746375865221 0.609617569102613 0.146501925545571 0.466819221967963 0.434003857812069 0.397223279718283 0.466895499618612 0.246372356123955 0.42695681511471 0.203163123039387 0.138032581453634 0.217543859649123 0.3452329594478 0.802852187545471 0.456751509922347 0.35982028241335 0.278559771521828 0.227683178534572 0.440775093471383 0.0769432945660031 0.174323728315201 0.356979405034325 0.240931721194879 0.366028708133971 0.130790459294303 0.172898309121219 0.278294822421909 0.372739748143365 0.409788932485455 0 0.315296668637887 0.375495607556558 0.27174761830392 0.206531954887218 0.557560058683294 0.255216443475553 0.147492422154864 0.142105263157895 0.321972764078027 0.498325358851675 0.158106108645107 0.259268263036344 0.379759238521837 0.211228070175439 0.24906015037594 0.5016137040715 0.16988387875132 0.267229394240318 0.210378474275577 0.222346119536128 0.243830530683555 0.441285998013903 0.537658802177858 0.366228070175439 0.16387103254319 0.297519878833775 0.356816316961669 0.120283018867925 0.440716102523968 0.25953276047261 0.276803118908382 0.56140350877193 0.325644789263997 0.409791921664627 0.192105263157895 0.145871143375681 0.245348642306403 0.171660769570986 0.162280701754386 0.373349103094816 0.157185482293093 0.158981168517624 0.55538873116401 0.17586649550706 0.191673212882954 0.26339604667778 0.365172869412024 0.113907030349597 0.231637863315004 0.103901996370236 0.285609127714391 0.181180223285486 0.155191387559809 0.409150469534833 0.457795431976167 0.376402070750647 0.595733160060645 0.666619505753631 0.235902255639098 0.482597623089983 0.590587044534413 0.369220013981824 0.333245789123507 0.374401913875598 0.344235138205225 0.331140350877193 0.393107769423559 0.299089068825911 0.233870967741935 0.629210180510409 0.535061919504644 0.46552073826184 0.493993135011442 0.205207901643873 0.558298593017196 0.500088904694168 0.338644777080315 0.478930599142371 0.191982456140351 0.508008447043535 0.166338582677165 0.255639097744361 0.366381068951448 0.198778539252301 0.291526315789474 0.310323285959706 0.228415453527436 0.131269349845201 0.217703349282297 0.311539718862373 0.120107962213225 0.231085526315789 0.0943228858663513 0.368819776714514 0.270351435914627 0.333695062398264 0.137992038920831 0.193005910498171 0.341165413533835 0.106237816764133 0.22936102798803 0.236912032073097 0.338485619252592 0.096790757381258 0.416284403669725 0.31030701754386 0.418266648764769 0.200910931174089 0.285195747990666 0.42037562517816
U157 0.121313928309216 0.346563198879099 0.219877592034347 0.186117896108126 0.504794399670569 0.121018482773567 0.349910438039407 0.300815569323393 0.207288965715932 0.241783862886624 0.321080791867309 0.125374531835206 0.252010806164426 0.635931541472562 0.142126389144717 0.086544258701014 0.153862903928229 0.199272967614012 0.160072450420581 0.269038701622971 0.222302429226037 0.0675314323914329 0.182154064176536 0.103069215428766 0.333333333333333 0.19035029742234 0.082054444139947 0.108752096688955 0.121554355256444 0.315296668637887 0 0.0670589016314541 0.102901788195023 0.139621789727127 0.285877409335891 0.110276355738759 0.250348059689786 0.308535383402326 0.0615829863020874 0.211916922029282 0.187288479761744 0.114028941882693 0.137444076363512 0.151910112359551 0.1517924023542 0.228181753939651 0.164080358005216 0.112536216521801 0.147940074906367 0.139893988446645 0.121108987209971 0.133347466610134 0.243671703474106 0.101123595505618 0.199288103610944 0.0792916228814701 0.0592118982674774 0.235036393187761 0.145733260933127 0.0763204158067722 0.181127756970454 0.262270845653459 0.0616709193189788 0.160935458583747 0.420678099743741 0.277179387834173 0.144683794937856 0.220847889717685 0.316479400749064 0.0674157303370786 0.210447906659427 0.338951310861423 0.278062691345362 0.328651685393258 0.184163452400917 0.121765214296609 0.0860404619748327 0.354465677027803 0.164067303929789 0.338337853545138 0.0815981771037951 0.277834525025536 0.231242764725911 0.135181127325283 0.147438571536036 0.177534229753791 0.294423637120266 0.555273649873142 0.158429782320971 0.171771173130361 0.32177136878497 0.104229295922791 0.0756801004732109 0.0766939053455908 0.0654487645838386 0.129607727183126 0.11856607811664 0.0884471333909536 0.322278603358705 0.369290358142991 0.23734302709848 0.189728518542573 0.21826656896271 0.157848948656699 0.33031112099974 0.22803421398927 0.0800948355839604 0.195973740152984 0.40349063670412 0.261908725204605 0.269338523695774 0.11174481745842 0.1178468774497 0.134731457660368 0.190951310861423 0.0278953978150457 0.12903020160969 0.265146508041419 0.147151586832249 0.161304580454556 0.263036588879285 0.12267868289638 0.294943820224719 0.13100102145046 0.113516543810683 0.0974941117417661 0.261039247159538 0.187856756594364 0.483681112894596 0.30886986504964 0.108683126025578 0.126267652591037 0.0446270693231973 0.279939709509455 0.522540631550012 0.194132334581773 0.136240732247955 0.304847306251801 0.0958469400933562 0.170376025536764
U16 0.148099006344587 0.301541927462461 0.243668263861368 0.15344229657697 0.508510753478157 0.111202224471862 0.397199922933659 0.317218625326137 0.202988296784456 0.256879298032809 0.332756559049026 0.18249015263417 0.254679516671913 0.641328229880885 0.113495683705838 0.0812479734841662 0.162744895972885 0.214353983838735 0.127027790557829 0.312130147507639 0.250530189878118 0.0682510334663968 0.193667079191451 0.143173665330238 0.344928883209135 0.217742636197758 0.111617489882432 0.105653777491822 0.0857062573807778 0.375495607556558 0.0670589016314541 0 0.116476513155876 0.175693052331716 0.249072306084952 0.140941151792192 0.255299403744577 0.324597683277618 0.0857319932652282 0.209681751040687 0.225605524016302 0.130493516771792 0.128490165354932 0.177193500738552 0.200098473658296 0.194801334039371 0.210043043428576 0.126069507538809 0.186353099983957 0.173591117342213 0.152678095331491 0.0933572085504863 0.219744817399277 0.076284974204183 0.258628660344808 0.0993087361720668 0.0637786908705707 0.26527967447953 0.118961853354785 0.137310463328611 0.223466819847913 0.231879551167431 0.0691296851000724 0.182003366425063 0.444818471585167 0.306504354912647 0.158849928026419 0.237863535369835 0.37863121614968 0.0412455258106097 0.2515635896394 0.364187660076159 0.245585540307802 0.36644810318118 0.195484909279305 0.174592459413035 0.046970698936361 0.399308887427358 0.178520249564585 0.397430346864972 0.109481360589189 0.301866523432255 0.245586142070633 0.103875408349013 0.0873914759451268 0.17500060537085 0.237956456075609 0.574260256349169 0.197199053764396 0.13676323438319 0.286546385279185 0.0566961620498964 0.0507286755882622 0.0738720290049684 0.0700455883446862 0.149537432947213 0.0882605331645214 0.118466651516873 0.330686853766617 0.323503436549514 0.173238335215918 0.157547180551168 0.178215914199473 0.179373257811016 0.292174269125583 0.179959778833486 0.121488488067974 0.159243603974535 0.413479074347612 0.220008388496818 0.327114760581072 0.13894214148779 0.121431761189928 0.183575933671832 0.201949778434269 0.0784268175622072 0.170184480970489 0.287427230862803 0.165538224505806 0.160655797865996 0.288633867363557 0.150500574429673 0.32117902843012 0.127780761828029 0.12395763751031 0.100526884831504 0.270459143775679 0.240815488273999 0.493669550538088 0.36423530515111 0.156168024384581 0.153843939748774 0.0515160916573776 0.318766437295097 0.522786714186983 0.191223535204333 0.100462914116902 0.308587092375866 0.119521796392371 0.149679960610537
U160 0.0419627276141108 0.376523706850543 0.137294637041326 0.23067346148884 0.451729923718676 0.165737466530014 0.322126177267449 0.25321001691672 0.234649623373659 0.147316603454713 0.221237812632471 0.0760509396636993 0.201610157124094 0.662646631281358 0.190392871041494 0.129955851487298 0.109378234766407 0.154535404666318 0.210395485722625 0.202421305712074 0.149462062563201 0.116460354860833 0.130376667468656 0.126401788122856 0.238989097456073 0.137445117284531 0.0384007623459024 0.139201907848028 0.168149710510859 0.27174761830392 0.102901788195023 0.116476513155876 0 0.0920941076727427 0.330214332240821 0.0522623917967446 0.152314073982009 0.222302045915977 0.0943163661264551 0.240329107094686 0.127274677344392 0.0502258071148087 0.161549701009263 0.101562809099901 0.125646460364561 0.271588003657877 0.104276312992611 0.0620346005262864 0.0897320485891153 0.0723230900769502 0.0701023184801212 0.180302054756173 0.298756778880589 0.138229475766568 0.151584479126555 0.0462235552804048 0.109504801305902 0.166508034264599 0.190241911464596 0.0738710914632915 0.157077700846247 0.303269300848561 0.10063603154149 0.159850941963978 0.343354677494924 0.208636038064054 0.0823394885558223 0.140650325412064 0.269040553907023 0.113632069705153 0.145058630161164 0.260338115590886 0.324340963098859 0.284124629080119 0.101222374773019 0.0978691408085718 0.12417900996983 0.295154757521281 0.12011160813145 0.287859408574644 0.0733539457575066 0.221338009171837 0.146609117885082 0.187713163500252 0.198752553319451 0.150143503429489 0.336850203319046 0.573077863926912 0.089210414760938 0.216784722886953 0.367429930681532 0.155592092297817 0.101868468799296 0.122504720798489 0.0920308263774737 0.123171430058827 0.169111205312986 0.0669082401278247 0.272626112759644 0.40585751217553 0.281515098621051 0.238712314825932 0.251580441233389 0.0752237201803781 0.354276228809825 0.259653941775604 0.117746077550613 0.24283586060841 0.305990108803165 0.28689965930322 0.220425710881095 0.0459715169608471 0.1160030363674 0.0986858528389616 0.113305637982196 0.105341246290801 0.0727192373255887 0.181165997556293 0.0946289381397925 0.106769633411357 0.177767632960511 0.0569774151005605 0.243948588003868 0.147581152774031 0.0451183478551223 0.0774419529505338 0.167456300027429 0.132650470493026 0.396460364561255 0.256134897084452 0.066998799162391 0.0740210212025558 0.0798346441926907 0.227031917203445 0.450112977431737 0.143587207385427 0.182784018651971 0.237074868751427 0.0868135241408545 0.200477173543021
U161 0.103625708968451 0.451840313463515 0.106598432055749 0.306521739130435 0.461142015706806 0.241212703435805 0.324508281573499 0.250646695594126 0.296111874236874 0.138067644276254 0.213839285714286 0.0565476190476191 0.203564110070258 0.691300794040081 0.269101288056206 0.195895034843206 0.117957502768549 0.162990196078431 0.281830601092896 0.157894150169431 0.147620710295291 0.174873324615888 0.131475225225225 0.180194805194805 0.230838683788122 0.143594457013575 0.0927700348432057 0.214518514460999 0.244233152772677 0.206531954887218 0.139621789727127 0.175693052331716 0.0920941076727427 0 0.395688153310105 0.095414201183432 0.146725411368736 0.208035714285714 0.136575924075924 0.315300324675325 0.0726566982214573 0.0738978472451336 0.217325227963526 0.0818749999999999 0.108035714285714 0.340563230008985 0.038797073270569 0.0793716307277628 0.0442666532905297 0.0700665859564165 0.0860532750444576 0.250842318059299 0.368226600985222 0.21195652173913 0.129276853871319 0.123715313463515 0.183860960865415 0.154270552560647 0.267218202336697 0.0924744897959184 0.108713624338624 0.388666979949875 0.152283722253842 0.219902408637874 0.310949248120301 0.171089901477832 0.0877360100090992 0.131696428571429 0.226130952380952 0.19265817281969 0.101566648964418 0.229153014416776 0.395496813870777 0.203125 0.10954157782516 0.077327084680026 0.191945606694561 0.251107924921794 0.120369136460554 0.235760467980296 0.114682192807193 0.146915584415584 0.124293831168831 0.251213322465916 0.258868794017912 0.218859777517564 0.398916412805302 0.581781233998976 0.0848214285714286 0.297883064516129 0.434300896471949 0.195403564651667 0.169094846022241 0.206168831168831 0.176002055498458 0.167567355889724 0.240029761904762 0.119505494505495 0.267857142857143 0.474783532006758 0.340756302521008 0.308526011560694 0.316576086956522 0.0665658980127484 0.414338755304102 0.333916505791506 0.157294397116645 0.318261712400026 0.299273809523809 0.353632054673721 0.203722581552306 0.0922302431610942 0.194300249169435 0.101272664332741 0.136982142857143 0.136200455701568 0.0672967325227964 0.154044117647059 0.0573842276144908 0.150718167701863 0.152598443223443 0.0597718253968254 0.170069221508828 0.205492424242424 0.113460153169548 0.153419550810015 0.17108718487395 0.0827086516424752 0.40625 0.200562169312169 0.0584687052078357 0.0506828894090852 0.155038502389803 0.168608449477352 0.449766546526868 0.157738095238095 0.253826530612245 0.23489010989011 0.117302955665025 0.265078778926637
U164 0.318577567200699 0.0659514200486301 0.426393728222996 0.132442054234207 0.513171096557637 0.181008247695497 0.630783214664445 0.334429646032108 0.207897793263647 0.387474905969495 0.489547038327526 0.397691637630662 0.305306448849032 0.474143066270453 0.212420388987262 0.225087108013937 0.296477865110877 0.355844776935164 0.136716741874679 0.493142282947709 0.416580694138945 0.241562283226624 0.33942304674012 0.365536902122268 0.474598389643608 0.422635470698598 0.353077816492451 0.230756076184776 0.18926175398368 0.557560058683294 0.285877409335891 0.249072306084952 0.330214332240821 0.395688153310105 0 0.323784095829124 0.42801503183319 0.461360718870347 0.326800029239054 0.110801393728223 0.41913297790465 0.35806020712797 0.188079175624583 0.42390243902439 0.431939605110337 0.0870641860057414 0.417856394077653 0.342738807441983 0.403078468986937 0.374549695860155 0.325400841441728 0.27259877720071 0.0942568785293764 0.209122355198707 0.442867782003883 0.313438447847993 0.245986047197411 0.459141410821116 0.147497506573579 0.329849012775842 0.455123241708608 0.19209609389327 0.296257478795619 0.414407260351673 0.599761599119751 0.456782410188634 0.35218269380146 0.435745029719205 0.539117305458769 0.260534523483277 0.428960014507208 0.487437266246843 0.0665563057527434 0.573170731707317 0.384445368973946 0.404464975483627 0.219501261061624 0.530252549657926 0.414296115242602 0.56349873843566 0.320825515947467 0.519955654101996 0.452993348115299 0.167514855350095 0.242666067213668 0.21102987376478 0.250483933410763 0.479755972674934 0.358701632129103 0.209705518714173 0.0523494477281383 0.277353899860495 0.231103414541417 0.248752771618625 0.254530870077457 0.283421969558041 0.223228803716609 0.353491021173948 0.4345565921097 0.0959950917324079 0.221725763476122 0.122688029109853 0.110267383729738 0.363933166890724 0.07853520543692 0.0896447405593747 0.351623352406525 0.107629345686785 0.497212543554007 0.0627091667742074 0.506639413975692 0.329379494402847 0.252653755773438 0.381064106910272 0.290815331010453 0.295427992431683 0.375617169545556 0.462389833982373 0.402188953536835 0.296318739584911 0.459126239614044 0.358528116531165 0.543642093724308 0.223366064829479 0.293200766402568 0.28303818384281 0.448452551752408 0.388539007620787 0.586236933797909 0.526067879726416 0.370008040739748 0.395806779148394 0.266790150641814 0.526829268292683 0.598871591599271 0.287311265969803 0.158396590343454 0.38354328598231 0.352877568184549 0.139426004937407
U165 0.0865623210536362 0.374611553360862 0.128138981093953 0.222826086956522 0.483286347160693 0.156419529837251 0.323925906869051 0.287562904385334 0.257396449704142 0.177113131392296 0.247083685545224 0.0767011834319527 0.230914734697837 0.688479717909844 0.215545882238821 0.126915860874585 0.130246318976194 0.187608771319179 0.201739580302002 0.197005961483057 0.188274767776272 0.139533939041068 0.167999360307053 0.150925997079843 0.26499789464353 0.167768882701009 0.0612401982007987 0.135586452245254 0.169243698757244 0.255216443475553 0.110276355738759 0.140941151792192 0.0522623917967446 0.095414201183432 0.323784095829124 0 0.186917190743208 0.232046091560262 0.105540613232921 0.262614308768155 0.121016610821986 0.0568142995750031 0.184349202352476 0.125325443786982 0.148689771766695 0.265416247999702 0.113400925721843 0.101551858881322 0.099816058329455 0.0782519305987363 0.104765646099831 0.207254102936251 0.301724137931034 0.130241831746848 0.163151000496861 0.0618002639308671 0.123173126342563 0.203695433738975 0.208981324651899 0.0722537535724349 0.151599824676748 0.329855704349631 0.119851953134209 0.18273014999312 0.329087511678605 0.207671903693124 0.121433686352844 0.176246830092984 0.266785009861933 0.136715200673714 0.128483755306746 0.245562130177515 0.315549117336542 0.279585798816568 0.122538196591009 0.101287852419074 0.123765195216756 0.275471861097914 0.15892431334452 0.263874719445011 0.0629370629370629 0.22431414739107 0.153329747175901 0.17915981241867 0.223307054853476 0.157144242894558 0.363951812669761 0.589117940234566 0.108577657160653 0.236781828593243 0.361258175023357 0.173927444617855 0.100583842177578 0.139355836471221 0.104784811204291 0.150212810131838 0.170104254719639 0.084319526627219 0.298076923076923 0.397557713690333 0.308249216846502 0.229688978577373 0.249196038075637 0.0878410908695584 0.36273361063917 0.25600711658404 0.137668964768471 0.237824305871643 0.332481262327416 0.294331214844035 0.252737268788147 0.0508174313411629 0.128916104765836 0.0826216437324422 0.152118343195266 0.0999683949923622 0.0736371647991942 0.178141315697877 0.0885309022960845 0.133374986217796 0.193293885601578 0.0554322813938199 0.240259956119939 0.148511744665591 0.0760813578060026 0.102726773622888 0.209860275471135 0.117599594975161 0.426246830092984 0.238924892771047 0.0650887573964497 0.0854004958045293 0.101653065264732 0.223553182277385 0.496335703816297 0.171926364234057 0.174107142857143 0.276627218934911 0.102282333051564 0.205337971500908
U169 0.129642861782703 0.476590455384384 0.0997956838207125 0.3353915319827 0.356020942408377 0.270793293127444 0.413233173988922 0.186524440964917 0.298160826956639 0.0763236364897195 0.100573423086512 0.145658813263525 0.221611878808686 0.707493359194615 0.318693137928075 0.228208402502873 0.153496489305572 0.0996304280874653 0.314027408233914 0.109829989999412 0.0686478106993477 0.252494998023171 0.113673883307391 0.256918474195961 0.11375178932094 0.0804529624979271 0.181288043246925 0.246266019978801 0.280303234229263 0.147492422154864 0.250348059689786 0.255299403744577 0.152314073982009 0.146725411368736 0.42801503183319 0.186917190743208 0 0.10220446403968 0.224837989235895 0.358829128986197 0.088731890914443 0.140938055451435 0.255398717357055 0.126003490401396 0.125006232859636 0.372452171622378 0.157259334823505 0.143613553294478 0.138145381100849 0.12572100452569 0.145782190263084 0.307900325990319 0.414289582957212 0.238200925715153 0.125494584548979 0.182238502391804 0.22726477687473 0.082534821693174 0.320181883648962 0.215799408768743 0.14233081248788 0.432166804445669 0.23216036378048 0.296785583830513 0.218021493524387 0.0793645062285612 0.118784806749591 0.0542478771613357 0.14977312390925 0.25584838323823 0.0841199711944568 0.136197704020366 0.426430014555408 0.221746903332908 0.116863327342346 0.1890502475658 0.234950382264672 0.165895975847441 0.131476127217316 0.167945477523019 0.209241020759345 0.105061082024433 0.166073298429319 0.284460472290413 0.324105438589224 0.249163161960347 0.462771010473163 0.590628459907298 0.100342479234736 0.348125316669481 0.464866354367594 0.287143467419057 0.230826305504175 0.255295097572584 0.214377189347998 0.199871406264352 0.287908252306158 0.18913612565445 0.176047120418848 0.505858232829495 0.403264551894056 0.337242381139727 0.357728203960847 0.113348724079647 0.43595459022342 0.373717631243809 0.258113582144515 0.35175524930474 0.180760907504363 0.390343222803956 0.108133734592077 0.163847292286637 0.231908762530947 0.228589374830044 0.162806282722513 0.250236922646698 0.196925476216999 0.106251924853711 0.132455722838748 0.175652824298397 0.0622096925761847 0.149069226294357 0.126198599917642 0.238894177375853 0.145596425117551 0.199303718896745 0.0647190813498175 0.186577820085673 0.277299925205684 0.137760048754813 0.192001260746993 0.158718970130635 0.214698612273497 0.112118503383987 0.360680147941784 0.173465677719604 0.289594240837696 0.135873942811116 0.227645526526191 0.296269085715906
U17 0.198550346088546 0.525407042786823 0.131193838254172 0.39033180778032 0.291898594654175 0.308403921195394 0.484134248665141 0.160846040334481 0.339496176338282 0.126559776925758 0.0433583959899749 0.210087719298246 0.254443485763589 0.746652616558788 0.380548964624677 0.289987163029525 0.195756833945328 0.161197110423117 0.353350589588726 0.170136014192785 0.120670391061453 0.330892448512586 0.164106211474633 0.332740943267259 0.0595308495958999 0.144105739461777 0.250256739409499 0.288085243784307 0.337579488567176 0.142105263157895 0.308535383402326 0.324597683277618 0.222302045915977 0.208035714285714 0.461360718870347 0.232046091560262 0.10220446403968 0 0.298675009201325 0.419138755980861 0.151004016064257 0.215291114622584 0.326523756199008 0.184561403508772 0.197243107769424 0.410691823899371 0.199426934097421 0.217279046673287 0.194007490636704 0.189027653880464 0.19740117929679 0.375571002979146 0.449092558983666 0.302631578947368 0.18887103254319 0.239738735327528 0.287398898136209 0.0868917576961271 0.392790060653492 0.271786609380594 0.210038986354776 0.468421052631579 0.305619626756133 0.372215422276622 0.157894736842105 0.131034482758621 0.180020113979216 0.119814241486068 0.103859649122807 0.323358959195742 0.138857366464488 0.106228874939643 0.46874863507316 0.252053915275995 0.170542026708562 0.263967611336032 0.299394406518388 0.112831348444103 0.200157109190888 0.126043557168784 0.255171144644829 0.14896331738437 0.218373205741627 0.331906529810002 0.388048178876894 0.279033649698016 0.534402504577943 0.644161478966233 0.163157894736842 0.396264855687606 0.502024291497976 0.365454908618796 0.281864341492454 0.327033492822967 0.269254070427868 0.235087719298246 0.368671679197995 0.265080971659919 0.107809847198642 0.538377481153607 0.479566563467492 0.387409998985904 0.416418764302059 0.160049730625777 0.476654507556019 0.415807254623044 0.33603734105907 0.391481206429821 0.132070175438596 0.429239766081871 0.0696228760878574 0.214589665653495 0.273561811505508 0.262064451545836 0.196 0.306840543495237 0.254535274356103 0.13405572755418 0.186124401913876 0.235599869238313 0.0823211875843455 0.195961257309941 0.150473092844471 0.27591706539075 0.210012291876187 0.26956049918611 0.0703228659885007 0.225302561215874 0.225187969924812 0.0930938457254247 0.24286217215279 0.200708591674048 0.287468205830561 0.0848523748395379 0.288652824722356 0.22609649122807 0.336432599355532 0.118421052631579 0.29198859217008 0.335002202700251
U170 0.111572298669073 0.378175781053479 0.214634146341463 0.218470659775008 0.488880752755098 0.159928678916021 0.340995236647411 0.294555911378341 0.251670551670552 0.2327467234752 0.312021312021312 0.140938228438228 0.23855325002866 0.682459919461614 0.143654705949788 0.122957530274603 0.13996855857321 0.193390922802688 0.198165768657572 0.267405253922108 0.22176817595812 0.0980941255540798 0.175637875637876 0.0785214785214785 0.318703019826615 0.178609625668449 0.0641167775314116 0.132026255952636 0.155233070271631 0.321972764078027 0.0615829863020874 0.0857319932652282 0.0943163661264551 0.136575924075924 0.326800029239054 0.105540613232921 0.224837989235895 0.298675009201325 0 0.252447552447552 0.179627601314348 0.0936320031008253 0.173375560609603 0.142797202797203 0.154445554445554 0.269455073228658 0.157411785921815 0.109935347671197 0.13428144888819 0.140837975583738 0.111827176972405 0.125946694814619 0.270394260911502 0.135405898449377 0.212672823359846 0.0699828948030387 0.112645038702945 0.232893521572767 0.17989835443367 0.0811474240045669 0.158223258223258 0.280898049319102 0.069980218984203 0.12634574727598 0.417261685682738 0.279479141548107 0.132608792481404 0.204759945936417 0.326806526806527 0.0883345119300176 0.210913250318455 0.335856803746712 0.311783652032615 0.322027972027972 0.166151758689072 0.0983134512546277 0.113621733914621 0.358419682507274 0.159085690428974 0.353074511695201 0.0881118881118881 0.244755244755245 0.222657342657343 0.176624205669849 0.142401116838122 0.164782758225381 0.277233877233877 0.612121212121212 0.156548714443451 0.170415068802166 0.354803091645197 0.0847732912249041 0.102070916442174 0.110489510489511 0.0876087940836143 0.144399460188934 0.155511155511156 0.0681818181818181 0.306468531468531 0.398480100714003 0.224434389140271 0.226001455192207 0.252333536029188 0.148218710423435 0.350633524890951 0.259256284256284 0.0574709693975749 0.233392642860099 0.387449883449883 0.285418285418285 0.272396894444139 0.111241949539822 0.109188485932672 0.133909689432733 0.178181818181818 0.0663982901371625 0.117452760005951 0.259687371452077 0.135958778064041 0.137836076966512 0.257808857808858 0.11833479020979 0.279928498467824 0.15011655011655 0.102008819206271 0.0880974695407685 0.242557442557443 0.19917729329494 0.466633366633367 0.317926517926518 0.102462754636668 0.113876380483998 0.0921491148256947 0.275899710046052 0.501392185795856 0.168589743589744 0.173241044669616 0.286188811188811 0.0647903820317613 0.199218408376459
U171 0.26977216332055 0.169784172661871 0.367017738359202 0.155533596837945 0.484198000951928 0.143366759822456 0.530434782608696 0.303908241291419 0.178787878787879 0.348765803732691 0.445887445887446 0.299621212121212 0.263487332339791 0.456616913809458 0.195463859910581 0.176053215077605 0.271811134601832 0.302139037433155 0.138748137108793 0.433469526727954 0.365007618080244 0.20759309340545 0.313923013923014 0.303896103896104 0.455941436840313 0.356602221308104 0.259164818920916 0.158337981037367 0.165704603879411 0.498325358851675 0.211916922029282 0.209681751040687 0.240329107094686 0.315300324675325 0.110801393728223 0.262614308768155 0.358829128986197 0.419138755980861 0.252447552447552 0 0.355275648046732 0.262817551963048 0.137358386294556 0.321818181818182 0.334199134199134 0.111892510005718 0.335829643136233 0.253516295025729 0.314266258086483 0.295762711864407 0.276310826103357 0.27229845626072 0.105721003134796 0.191699604743083 0.381609993060375 0.270797907128842 0.171148005669164 0.393996569468268 0.144221020615073 0.261719233147805 0.370538720538721 0.22488038277512 0.221115537848606 0.349682875264271 0.553588516746411 0.417868338557994 0.2667631731326 0.367990832696715 0.503030303030303 0.228770854613551 0.362183169989861 0.455713094245204 0.114824594492644 0.504545454545455 0.319810040705563 0.323200329082682 0.19087105363256 0.507896483078965 0.322930800542741 0.517398119122257 0.231468531468531 0.445454545454545 0.363636363636364 0.132666918144097 0.207857024290378 0.181520119225037 0.233670033670034 0.453991528185077 0.304101161995899 0.15307917888563 0.145012881854987 0.258392271864758 0.187086433194218 0.175 0.240222367560497 0.257735247208931 0.167965367965368 0.265559440559441 0.393768328445748 0.18755226376777 0.209090909090909 0.128621474864249 0.140612648221344 0.304963015986638 0.149234923492349 0.097911547911548 0.270809007506255 0.126863077750652 0.464121212121212 0.0934904601571269 0.457193987115247 0.269107488256424 0.185623678646934 0.319179357584625 0.260363636363636 0.222524952792015 0.297872340425532 0.382887700534759 0.311004784688995 0.256465273856578 0.4004662004662 0.284059343434343 0.472165474974464 0.151515151515151 0.244006948465547 0.205623242736645 0.383269671504966 0.362032085561497 0.559415584415584 0.487157287157287 0.287777439951353 0.306264594572832 0.189354511659344 0.455654101995565 0.570308590492077 0.241287878787879 0.131354359925789 0.356118881118881 0.299955217196596 0.112765766975516
